id,statement,binary_label,binary_label_name,split,matched_pair_id,broad_topic,word_count
4294,the Panhandle has had its highest-ever bed tax collections in 2011.,1,genuine,train,train_pair_0563,taxation,11
7637,"This year, we're off to our best private-sector jobs growth since 1999.",1,genuine,train,train_pair_0145,labour_and_income,12
5442,"the Congressional Budget Office has estimated ""every penny of the federal budget will go to interest on the debt and entitlement spending by 2025.",1,genuine,train,train_pair_0454,public_finance,24
4819,We are now eighth in the nation in job creation . . . we are No. 1 in the Midwest.,1,genuine,train,train_pair_0227,labour_and_income,20
2301,"Marco Rubio tried to insert ""$1.5 million for a rowing institute"" into the state budget.",0,misleading,train,train_pair_0366,public_finance,15
17724,"Hidden in the CARES Act was an obscure $135 billion tax break for 43,000 millionaires.",1,genuine,train,train_pair_0635,taxation,15
5661,"To help balance the 2011-13 budget, Gov. Scott Walker used ""a credit card"" approach that ""pushed over $500 million in debt onto our children and our grandchildren"" costing state taxpayers ""more than $150 million in interest.",1,genuine,train,train_pair_0808,taxation,36
825,"The stimulus bill includes ""$300,000 for a sculpture garden in Miami.",0,misleading,train,train_pair_0317,public_finance,11
6422,"the United States has the ""highest corporate tax rate in the world.",1,genuine,train,train_pair_0595,taxation,12
13110,"The GOP health care plan gives ""$275 billion in tax breaks for the top 2 percent, people earning $250,000 a year or more.",1,genuine,train,train_pair_0753,taxation,23
2927,"""data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New York's, about as bad as California's, but not quite up to New Jersey levels.",1,genuine,train,train_pair_0062,taxation,33
10314,"Once a woman enters into the sex trade, her average life expectancy is seven years.",0,misleading,train,train_pair_0176,labour_and_income,15
13173,"We offer a tremendous amount of low calorie, no calorie options, like waters, unsweetened products, low calorie diet items. All of which unfortunately are taxed by this tax.",0,misleading,train,train_pair_0789,taxation,28
6736,"""the state spends more money on tax giveaways than it receives in tax collection.",1,genuine,train,train_pair_0643,taxation,14
2055,"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.",1,genuine,train,train_pair_0447,public_finance,25
7848,"Under economic sanctions, ""now Iran is suffering 30 percent inflation, 20 percent unemployment.",1,genuine,train,train_pair_0158,labour_and_income,13
4727,"Sherrod Brown ""sent billions of our tax dollars to foreign countries.",0,misleading,train,train_pair_0543,taxation,11
10132,"Hillary Clinton will receive her ""congressional salary until she dies"" and the Secret Service pays her mortgage.",0,misleading,train,train_pair_0212,labour_and_income,17
20037,Coca-Cola has lost $4 bil in market value as people are boycotting Coke for their 'try to be less White' statement.,0,misleading,train,train_pair_0098,macroeconomy,21
15629,Our economy is growing at its fastest pace in nearly four years. Unemployment is at an all-time low.,1,genuine,train,train_pair_0213,labour_and_income,18
5009,"In just a few decades, Social Security, Medicare and Medicaid, other mandatory spending programs, and paying interest due on the debt will eclipse our entire budget.",1,genuine,train,train_pair_0458,public_finance,26
21825,"The Congressional Budget Office says 90% of the revenue generated from the new IRS agents will come from people making less than $200,000 … and the revenue generated will be $300-plus billion.",0,misleading,train,train_pair_0802,taxation,32
2263,"Harry Reid has voted ""to give special tax breaks to illegal aliens.",0,misleading,train,train_pair_0560,taxation,12
15233,Our unemployment rate is 20 percent higher than the national average.,0,misleading,train,train_pair_0134,labour_and_income,11
21852,Biden is adding more IRS agents to investigate your taxes than we have detectives investigating every crime in the country.,0,misleading,train,train_pair_0719,taxation,20
8743,I am the only senator who turned down the state pension plan for part-time legislators.,1,genuine,train,train_pair_0034,social_welfare,15
3641,"he vetoed $250,000 from the budget for a program to learn how to catch rainwater.",1,genuine,train,train_pair_0385,public_finance,15
1517,"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.",0,misleading,train,train_pair_0419,public_finance,20
2044,Democrats do not have a plan for extending the Bush tax cuts.,0,misleading,train,train_pair_0559,taxation,12
5930,"federal debt ""doubled during the Bush administration.",1,genuine,train,train_pair_0292,public_finance,7
1156,"The proposed excise tax on ""Cadillac"" health plans will hit ""those making less than $200,000"" the hardest.",1,genuine,train,train_pair_0657,taxation,17
8042,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,1,genuine,train,train_pair_0791,taxation,28
12866,"In New York, ""Average college debt - $30,000 per student.",1,genuine,train,train_pair_0310,public_finance,10
6934,"""right now, we have more military spending than the next 10, 11, 12 countries combined.",1,genuine,train,train_pair_0391,public_finance,15
5546,The only time government employment has gone down during a recession has been under me.,0,misleading,train,train_pair_0172,labour_and_income,15
5437,President Obama's suggested reduction in spending for next year: $0.,1,genuine,train,train_pair_0307,public_finance,10
3705,"The budget for the Consumer Financial Protection Bureau ""is only about 1 percent of the amount banks generate just from late fees and overdraft fees.",1,genuine,train,train_pair_0451,public_finance,25
8883,"Gov. Scott Walker ""has made Wisconsin 2nd in the nation in losing jobs.",0,misleading,train,train_pair_0163,labour_and_income,13
13429,"In Wisconsin's school voucher program, ""two-thirds of the money"" in the ""tax vouchers"" went to people ""making more than $100,000.",0,misleading,train,train_pair_0716,taxation,20
12894,"Wisconsin property taxes, as a percentage of personal income, ""are the lowest that they've been since the end of World War II.",1,genuine,train,train_pair_0739,taxation,22
4134,"Wall Street hedge fund managers ""pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.",1,genuine,train,train_pair_0776,taxation,24
4875,The Republicans have never done anything really to balance the budget.,0,misleading,train,train_pair_0326,public_finance,11
7697,"in his first two years, ""Wisconsin has seen its best two-year job growth in a decade.",0,misleading,train,train_pair_0211,labour_and_income,16
1943,"Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.",0,misleading,train,train_pair_0682,taxation,18
3122,"The president's proposed budget ""will help reduce the deficit by $400 billion over the next decade to the lowest level since Dwight Eisenhower was president.",0,misleading,train,train_pair_0451,public_finance,25
6671,"Budget analysts say the looming tax hikes and spending cuts would ""take us into a recession and kill jobs.",1,genuine,train,train_pair_0700,taxation,19
13621,"Amazon has a ""no-tax monopoly.",0,misleading,train,train_pair_0501,taxation,5
3882,Ohio currently ranks 50th out of all states in income growth.,1,genuine,train,train_pair_0131,labour_and_income,11
7954,"under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",0,misleading,train,train_pair_0438,public_finance,22
5597,Josh Mandel opposed federal loans to the auto industry.,0,misleading,train,train_pair_0121,labour_and_income,9
2348,A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.,0,misleading,train,train_pair_0627,taxation,15
2773,The national debt grew an estimated $15 billion last weekend.,1,genuine,train,train_pair_0305,public_finance,10
7749,Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,1,genuine,train,train_pair_0668,taxation,17
3964,"Dubious taxpayer-funded"" stimulus spending -- Part II.",0,misleading,train,train_pair_0504,taxation,7
6614,"Barack Obama ""sold Chrysler to Italians who are going to build Jeeps in China"" at the cost of American jobs.",0,misleading,train,train_pair_0233,labour_and_income,20
9124,"When the New Hampshire Legislature raised the gasoline tax, gas prices in the state were ""skyrocketing.",0,misleading,train,train_pair_0658,taxation,16
5805,", ""Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our state's budget.",0,misleading,train,train_pair_0454,public_finance,25
3863,"the 2011-13 state budget eliminates the structural deficit ""for the first time in decades.",1,genuine,train,train_pair_0371,public_finance,14
10457,We've cut the deficit by two-thirds.,1,genuine,train,train_pair_0284,public_finance,6
5098,"Mitt Romney supports a plan ""to slowly and gradually raise the retirement age of Social Security.",1,genuine,train,train_pair_0036,social_welfare,16
13930,"the GOP plan he supports is ""the biggest tax cut in U.S. history.",0,misleading,train,train_pair_0616,taxation,13
3692,Manufacturing is having its best employment year in almost 15 years.,1,genuine,train,train_pair_0130,labour_and_income,11
13030,"The status quo led the General Assembly to reduce pension payments four straight years starting in 2005, costing billions of dollars as the delay in contributions essentially borrowed from pension funds at a very high interest rate.",1,genuine,train,train_pair_0026,banking_and_credit,37
7176,"Right now, Texas doesn't have an income tax and Oklahoma's lowering their income tax rates, and guess what their severance tax is? Sky high.",1,genuine,train,train_pair_0765,taxation,24
622,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families.",1,genuine,train,train_pair_0581,taxation,13
6522,"Paul Ryan's budget plan ""ends Medicare.",0,misleading,train,train_pair_0286,public_finance,6
12909,"In the last decade, 73% of new jobs (in Wisconsin) have come from Madison.",0,misleading,train,train_pair_0167,labour_and_income,14
5880,"The health care law is ""the largest tax [increase] in the history of our country",0,misleading,train,train_pair_0633,taxation,15
14665,Yesterday afternoon the Republicans in the General Assembly used the nuclear option to pass North Carolina's over $20 billion budget.,0,misleading,train,train_pair_0429,public_finance,20
7314,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey's best teachers, and the most education funding ever.",1,genuine,train,train_pair_0812,taxation,38
13380,"The federal tax code includes ""deductions for birds flying across America.",1,genuine,train,train_pair_0554,taxation,11
20570,No economist out there is projecting that (the Build Back Better bill) will have a negative impact on inflation.,0,misleading,train,train_pair_0418,public_finance,19
14089,"Under Trump's new tax plan … 99.8% of Americans"" get ""not one nickel"" in tax cuts.",0,misleading,train,train_pair_0660,taxation,16
7626,"The ""most realistic estimates"" for jobs created by Keystone XL are ""maybe 2,000 jobs during the construction of the pipeline.",0,misleading,train,train_pair_0226,labour_and_income,20
4392,Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.,0,misleading,train,train_pair_0244,labour_and_income,23
4747,"Nevada has been recently ranked No. 1 in ""unemployment, foreclosures, violent crime, personal bankruptcy and divorce.",1,genuine,train,train_pair_0184,labour_and_income,16
2489,Texas voters are being asked to act this November on a proposed constitutional amendment affecting property taxes.,0,misleading,train,train_pair_0684,taxation,17
9096,"Rick Scott's per-pupil education spending is ""about $200 less"" than what it was under Charlie Crist during the recession.",1,genuine,train,train_pair_0429,public_finance,19
3009,"Israel's per capita income ""is greater than probably three-fourths of the rest of the world.",1,genuine,train,train_pair_0172,labour_and_income,15
6376,We haven't passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.,1,genuine,train,train_pair_0444,public_finance,24
2468,"I've also offered a plan that can help (fix Social Security) that's supported by Robert Reich, secretary of labor previously, in a previous administration.",0,misleading,train,train_pair_0247,labour_and_income,24
11895,"Hillary Clinton ""has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.",0,misleading,train,train_pair_0097,macroeconomy,19
7436,"We (Georgia) collect fewer state taxes per capita than any other state … although state taxes are low, Georgia is the eighth-most-dependent state on the federal government.",1,genuine,train,train_pair_0784,taxation,27
2628,Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.,0,misleading,train,train_pair_0746,taxation,23
13544,"Since he and Scott Walker took office in 2011, ""60,000 new jobs have been created in this state -- 40,000 of them were created in Madison and the Madison area.",0,misleading,train,train_pair_0273,labour_and_income,30
695,"Obama's tax plan cuts taxes ""for 95 percent of all working families.",1,genuine,train,train_pair_0556,taxation,12
13111,"he presented ""a balanced budget.",0,misleading,train,train_pair_0283,public_finance,5
10069,The stock market has almost tripled since April of 2009.,1,genuine,train,train_pair_0071,macroeconomy,10
5192,"pension contributions under Gov. Chris Christie would represent ""75 percent of the total contribution made between the years 1995 and 2010. That's right, in 15 years, total state contribution was only $2.1 billion.",0,misleading,train,train_pair_0488,public_finance,33
5482,"Wisconsin Gov. Scott Walker's budget ""calls for raising property taxes by nearly $500 billion.",0,misleading,train,train_pair_0632,taxation,14
15037,We're making (Medicare) stronger. We're making Social Security stronger.,0,misleading,train,train_pair_0033,social_welfare,9
624,"While in the Illinois Senate, Barack Obama passed legislation moving people ""from welfare to jobs.",1,genuine,train,train_pair_0170,labour_and_income,15
6711,National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices … (or) cutting jobs as a result of the added cost.,0,misleading,train,train_pair_0278,labour_and_income,39
18188,"The Trump administration ""added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.",0,misleading,train,train_pair_0220,labour_and_income,19
3589,"In the first year of the Obama administration, more jobs were created in the private sector than in the eight years of the Bush administration.",0,misleading,train,train_pair_0254,labour_and_income,25
1427,Debt has almost doubled in Austin under Gov. Perry.,1,genuine,train,train_pair_0297,public_finance,9
1659,"Texas has, now, the highest share of minimum-wage workers in the nation.",1,genuine,train,train_pair_0136,labour_and_income,12
2669,"The cap-and-trade bill before Congress ""prevents you from selling your home without the permission of the EPA administrator.",0,misleading,train,train_pair_0093,macroeconomy,18
3088,"Under changes being debated, state employees in Wisconsin ""who earn $30,000, $40,000, $50,000 a year might have 20 percent of their income just disappear overnight.",0,misleading,train,train_pair_0450,public_finance,25
10772,"The unemployment rate may be as high as ""42 percent.",0,misleading,train,train_pair_0123,labour_and_income,10
1700,"Gov. Rick Perry is ""spending Texans' hard-earned money to live like Louie XIV.",0,misleading,train,train_pair_0356,public_finance,13
8775,Residential property taxes [in Providence] are up nearly 27 percent under Mayor Taveras.,0,misleading,train,train_pair_0596,taxation,13
4743,"I balanced the budget for four straight years, paid off $405 billion in debt.",0,misleading,train,train_pair_0361,public_finance,14
6159,"In the past 27 months, President Barack Obama has created more private-sector jobs than ""in the Reagan recovery.",0,misleading,train,train_pair_0209,labour_and_income,18
18156,"""Pelosi blackmails Congress! She demands mail-in voting or no 2nd stimulus for you and your family.",0,misleading,train,train_pair_0402,public_finance,16
2058,There's still about $400 billion or $500 billion of the stimulus plan that has not been spent. Why don't we stop it.,0,misleading,train,train_pair_0734,taxation,22
2002,Today almost half our debt is owned by foreigners.,1,genuine,train,train_pair_0300,public_finance,9
577,"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed.",0,misleading,train,train_pair_0582,taxation,13
11403,"Foreign aid ""is less than 1 percent of our federal budget.",1,genuine,train,train_pair_0322,public_finance,11
2991,"over the last decade, the state's population grew three times faster than the Texas state tax system.",1,genuine,train,train_pair_0693,taxation,17
19713,Regulating and taxing marijuana—much like we do alcohol—would generate more than $165M in revenue starting in 2022,1,genuine,train,train_pair_0678,taxation,17
19363,"Republicans are ""trying to create a fake unemployment insurance crisis.",0,misleading,train,train_pair_0126,labour_and_income,10
15042,"Your family"" will pay $2,500 ""after Kara Eastman eliminates your tax cut.",0,misleading,train,train_pair_0577,taxation,12
3595,"On taxes, President Barack Obama wants to raise ""the top rate to 44.8 percent.",1,genuine,train,train_pair_0609,taxation,14
4994,"A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year.",0,misleading,train,train_pair_0748,taxation,23
20355,"In case you forgot. Two years ago today, we were experiencing the greatest economy in the history of the world.",0,misleading,train,train_pair_0232,labour_and_income,20
13101,"HB2 has hurt North Carolina's economy by ""one-tenth of 1 percent of our annual GDP.",1,genuine,train,train_pair_0191,labour_and_income,15
4666,"For ""the average middle-class family, your taxes today are lower than when I took office.",1,genuine,train,train_pair_0626,taxation,15
6390,"7,000 millionaires ""gamed the system to pay no income taxes.",0,misleading,train,train_pair_0546,taxation,10
338,"RNC version of a Hillary Clinton valentine: ""Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do.",0,misleading,train,train_pair_0757,taxation,24
7220,"Texas ranks 49th nationally in ""what we are doing to support our per-pupil investment in education in the state.",1,genuine,train,train_pair_0423,public_finance,19
11998,"middle-class New York State residents will have the ""lowest tax rate in 70 years.",1,genuine,train,train_pair_0631,taxation,14
4495,1.53 million jobs are at risk (from potential defense cuts).,1,genuine,train,train_pair_0306,public_finance,10
4463,"During my tenure as governor, Wisconsin's overall tax burden went DOWN.",1,genuine,train,train_pair_0542,taxation,11
19994,"Post says a recent bill passed, and ""We get another stimulus check for $2500 at July 30, 2021",0,misleading,train,train_pair_0411,public_finance,18
4605,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,1,genuine,train,train_pair_0372,public_finance,15
2401,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",1,genuine,train,train_pair_0658,taxation,17
11219,We've cut taxes 50 times and look what has happened to our revenues. They've grown.,1,genuine,train,train_pair_0630,taxation,15
10227,"The projected revenue from the Mayweather/Pacquiao fight is ""larger than the annual GDP of 29 different countries.",0,misleading,train,train_pair_0092,macroeconomy,17
21536,A BP oil executive named Brice Cromwell blamed the Biden administration for high gas prices.,0,misleading,train,train_pair_0086,macroeconomy,15
15213,"Nate McMurray lobbied to send our jobs to China. (And Korea, too.)",0,misleading,train,train_pair_0147,labour_and_income,12
4952,"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.",1,genuine,train,train_pair_0240,labour_and_income,22
3055,"Four state Assembly Democrats ""scored a death blow to northeast Wisconsin's economy"" by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.",0,misleading,train,train_pair_0258,labour_and_income,26
4042,"There was a ""loss of eight million jobs during the Bush eight years.",0,misleading,train,train_pair_0151,labour_and_income,13
5765,"In 2011, NJ economy ranked 47th--at the bottom with Alabama, Mississippi & Wyoming. Under Christie, NJ is falling behind.",1,genuine,train,train_pair_0094,macroeconomy,19
21898,"The IRS is hiring 87,000 new agents to police people who will owe more federal tax after having their student loans forgiven.",0,misleading,train,train_pair_0744,taxation,22
11752,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",0,misleading,train,train_pair_0773,taxation,25
3141,"If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.",1,genuine,train,train_pair_0465,public_finance,27
3247,"President Obama said in 2008 that his proposed greenhouse gas regulations ""will bankrupt"" anyone who wants to build a new coal-fired power plant.",1,genuine,train,train_pair_0007,trade,23
21076,"Marco Rubio is following his party bosses, like Rick Scott, with his plan to raise taxes on Florida's working families, retirees and veterans.",0,misleading,train,train_pair_0756,taxation,23
3318,"Every taxpayer owes about $130,000 to pay off the national debt.",1,genuine,train,train_pair_0537,taxation,11
20456,"Three percent is not a modest tax increase, if you own a $100,000 home in the city of Buffalo, that means an extra $300 a year.",0,misleading,train,train_pair_0777,taxation,26
5582,George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,1,genuine,train,train_pair_0186,labour_and_income,15
493,"Sen. Obama wants to ""enact the single largest tax increase since the Second World War.",0,misleading,train,train_pair_0622,taxation,15
1639,"Royalties for oil and other energy sources are the ""second-largest revenue source to the federal government after the IRS.",0,misleading,train,train_pair_0413,public_finance,19
9481,"We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.",1,genuine,train,train_pair_0671,taxation,17
10335,"A measure to repeal the state's prevailing wage law would ""make it easier for state contractors to hire illegal workers for Wisconsin construction jobs"" through an ""illegal worker loophole in the state budget.",0,misleading,train,train_pair_0487,public_finance,33
1261,Texas is LAST (50th) in spending for mental health care.,1,genuine,train,train_pair_0304,public_finance,10
11132,"The United States of America, right now, has the strongest, most durable economy in the world.",1,genuine,train,train_pair_0088,macroeconomy,16
13408,"If Donald Trump would stay home from Mar-a-Lago one weekend, it would pay the entire meals on wheels budget for the state of Missouri for almost two years.",0,misleading,train,train_pair_0474,public_finance,28
3947,"a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",0,misleading,train,train_pair_0369,public_finance,14
8916,Obama Signs Bill Forgiving All Student Loan Debt.,0,misleading,train,train_pair_0295,public_finance,8
11180,A lot of student loans are already refinanced by the federal government.,0,misleading,train,train_pair_0341,public_finance,12
19658,"Very few … if any"" states have a minimum wage of $7.25 an hour.",0,misleading,train,train_pair_0168,labour_and_income,14
4303,"Rick Perry is ""spending more money than the state takes in, covering his deficits with record borrowing.",0,misleading,train,train_pair_0405,public_finance,17
13996,"The Republican tax bill is ""not being scored by the Congressional Budget Office, as it is traditionally.",0,misleading,train,train_pair_0676,taxation,17
4609,"unemployment in Ohio ""is significantly higher than the unemployment rate in states which are not forced union states and it's always been that way.",0,misleading,train,train_pair_0255,labour_and_income,24
3094,One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.,1,genuine,train,train_pair_0478,public_finance,30
3842,"If you're a … wealthy CEO or a … hedge fund manager in America right now, your taxes are … lower than they've been since the 1950s.",1,genuine,train,train_pair_0781,taxation,27
6709,"A ""foreclosure tax"" that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.",1,genuine,train,train_pair_0806,taxation,35
4256,"Under President Barack Obama's jobs bill, ""you can sue if you are unemployed and don't get the job and think you weren't hired because you are unemployed.",1,genuine,train,train_pair_0265,labour_and_income,27
4978,"Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.",0,misleading,train,train_pair_0100,macroeconomy,22
11970,"Donald Trump has ""bankrupt four separate businesses.",1,genuine,train,train_pair_0008,business_and_markets,7
5242,"More than 27,000 Rhode Island jobs depend on trade with Canada.",1,genuine,train,train_pair_0133,labour_and_income,11
1850,"The U.S. deficit ""increases at $3 million per second.",0,misleading,train,train_pair_0299,public_finance,9
1227,"The Congressional Budget Office -- supposedly non-partisan -- estimates that in just a few years the average cost to every family of four (from cap and trade) will be $6,800 per year.",0,misleading,train,train_pair_0483,public_finance,32
816,"Geithner's failure to pay self-employment taxes while working for the IMF ""is a mistake that is commonly made for people who are working internationally or for international institutions.",1,genuine,train,train_pair_0786,taxation,28
9779,My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.,1,genuine,train,train_pair_0749,taxation,23
6748,"If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.",0,misleading,train,train_pair_0762,taxation,24
9373,"Glenn Grothman pushed through state tax credits that when phased in, ""someone that owns a factory that produces millions in income"" will pay ""less tax than their nephew would if he worked full time at Taco Bell for minimum wage.",1,genuine,train,train_pair_0815,taxation,40
1855,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,1,genuine,train,train_pair_0582,taxation,13
4928,"And by the way, when I was governor, I did make the payment into the pension fund.",1,genuine,train,train_pair_0400,public_finance,17
2369,Will Rasmussen supported a sales tax as recently as last spring.,0,misleading,train,train_pair_0561,taxation,11
18076,McDonald's (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.,0,misleading,train,train_pair_0242,labour_and_income,22
11913,"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.",1,genuine,train,train_pair_0100,macroeconomy,22
3792,Most of the state budget isn't for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.,1,genuine,train,train_pair_0466,public_finance,27
4075,"In the '80s, Democrats promised spending cuts, but delivered only tax hikes.",0,misleading,train,train_pair_0565,taxation,12
3628,"The Paul Ryan budget proposal would leave the country ""without Medicare.",0,misleading,train,train_pair_0322,public_finance,11
10912,his plan would cut taxes without increasing the deficit.,0,misleading,train,train_pair_0530,taxation,9
14469,"Republicans in Congress are plotting to take away Medicare, Medicaid and Social Security.",0,misleading,train,train_pair_0353,public_finance,13
2565,"Bill Heller ""raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.",1,genuine,train,train_pair_0802,taxation,32
3138,"The richest 400 taxpayers are taxed at a lower rate than a $29,000-a-year worker",1,genuine,train,train_pair_0606,taxation,14
6783,"AIG has fully repaid the federal government ""plus a profit of more than $22 billion.",1,genuine,train,train_pair_0373,public_finance,15
13285,Our families have the highest property taxes in the country. We must change this.,1,genuine,train,train_pair_0621,taxation,14
6344,"""the governor is going around the state talking about [how] we should fund an income tax cut"" that benefits higher income earners and not lower income earners",0,misleading,train,train_pair_0786,taxation,27
176,"If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term.",1,genuine,train,train_pair_0785,taxation,28
6356,"""One of the state's largest governments made charging this tax one of their top priorities just this year.",0,misleading,train,train_pair_0702,taxation,18
10934,"Every time we raise the minimum wage, the number of jobless people increases.",0,misleading,train,train_pair_0156,labour_and_income,13
2654,"Social Security is a ""Ponzi scheme.",0,misleading,train,train_pair_0029,social_welfare,6
7772,CBO reports that delaying the Obamacare individual mandate will reduce the deficit by $35 billion over ten years.,1,genuine,train,train_pair_0409,public_finance,18
10946,"Marco Rubio is proposing a new $1 trillion ""welfare program"" in tax credits and ""$1 trillion in new military spending.",1,genuine,train,train_pair_0724,taxation,20
1114,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance.",1,genuine,train,train_pair_0603,taxation,14
8165,"The town of Cumberland has ""its highest bond rating in history.",1,genuine,train,train_pair_0319,public_finance,11
9983,"A bill to eliminate Delta Air Lines' jet fuel tax breaks ""violates federal law and puts the state at risk of losing critical funding from the Federal Aviation Administration.",1,genuine,train,train_pair_0796,taxation,29
7513,student loan interest rates will double from 3.4 percent to 6.8 percent July 1.,1,genuine,train,train_pair_0022,banking_and_credit,14
1806,"Social Security, like I told you, is out of money. This year it is borrowing from the general treasury.",0,misleading,train,train_pair_0051,social_welfare,19
4540,Wisconsin ranks 48th out of all 50 states in venture capital investment.,0,misleading,train,train_pair_0138,labour_and_income,12
4903,PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,0,misleading,train,train_pair_0652,taxation,16
7319,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",1,genuine,train,train_pair_0177,labour_and_income,15
809,"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force.",1,genuine,train,train_pair_0051,public_finance,19
1975,"My 7-step plan"" creates 700,000 jobs in 7 years.",1,genuine,train,train_pair_0514,taxation,9
2813,"Since January 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000.",0,misleading,train,train_pair_0421,public_finance,20
2639,"Republican plan to extend Bush tax cuts ""would double deficit projections going forward for the next couple of decades.",1,genuine,train,train_pair_0054,taxation,19
10199,More astronauts have been to the moon than farmers who paid the inheritance tax in 2013.,1,genuine,train,train_pair_0647,taxation,16
1918,"He has ""ushered in $3 billion in new investment.",0,misleading,train,train_pair_0066,macroeconomy,9
3087,"Limiting labor negotiations to only wages is ""how it is for the most part in the private sector.",0,misleading,train,train_pair_0404,public_finance,18
9114,"Florida has the ""third most-regressive tax"" structure.",1,genuine,train,train_pair_0503,taxation,7
22578,Biden smirks while saying he has added more to the debt than any president before him.,0,misleading,train,train_pair_0392,public_finance,16
5664,"Gov. Scott Walker ""took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.",0,misleading,train,train_pair_0759,taxation,23
5564,"When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job.",1,genuine,train,train_pair_0389,public_finance,16
2026,This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,0,misleading,train,train_pair_0214,labour_and_income,19
6239,"Charlie Crist ""was pro-life, pro-gun and vehemently anti-tax.",1,genuine,train,train_pair_0517,taxation,8
4430,"The 9-9-9 plan ""does not raise taxes on those that are making the least.",0,misleading,train,train_pair_0605,taxation,14
10845,"The Washington D.C.-area ""never has a recession.",0,misleading,train,train_pair_0065,macroeconomy,7
4843,"[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.",0,misleading,train,train_pair_0270,labour_and_income,29
13317,"President Donald Trump ""has given more financial disclosure than anybody else.",0,misleading,train,train_pair_0572,taxation,11
8203,"60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs we've gotten back, only 40 percent are living-wage.",1,genuine,train,train_pair_0248,labour_and_income,24
6296,"The reason 29 states no longer have a death tax ""is that the tax damaged their economic competitiveness.",0,misleading,train,train_pair_0692,taxation,18
