matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority
politifact_027,PolitiFact,misleading,"""There are a thousand billionaires now and you know what their average tax rate is? 8%.""",misleading,false,False,['tax'],16,True,1,1.0,0,2024-01-26T00:00:00,https://www.politifact.com/factchecks/2024/jan/26/joe-biden/president-joe-biden-distorts-income-tax-rates-for/,58827,61103,,,,,,,False,False,False,False,0,241
politifact_028,PolitiFact,genuine,"Says ""zero"" African Americans have presented to the House Budget Committee in 2019.",genuine,true,True,['budget'],13,True,1,1.0,0,2019-03-26T00:00:00,https://www.politifact.com/factchecks/2019/mar/26/tommie-pierson-jr/missouri-legislator-highlights-lack-african-americ/,62186,64633,,,,,,,False,False,False,False,0,242
politifact_028,PolitiFact,misleading,"Says Rand Paul ""has put out budgets to cut the military in half.""",misleading,false,False,['budget'],13,True,1,1.0,0,2014-10-26T00:00:00,https://www.politifact.com/factchecks/2014/oct/26/adam-kinzinger/claim-rand-pauls-budget-would-cut-military-half/,65868,68365,,,,,,,False,False,False,False,0,242
politifact_029,PolitiFact,genuine,"""Household income among Hispanic Americans has just set a new record high.""",genuine,true,True,['income'],12,True,1,1.0,0,2018-11-01T00:00:00,https://www.politifact.com/factchecks/2018/nov/01/donald-trump/hispanic-household-income-record-high-donald-trump/,62424,64889,,,,,,,False,False,False,False,0,243
politifact_029,PolitiFact,misleading,"Democrats ""manufactured votes from low income voters to steal the battleground states.""",misleading,pants-fire,False,['income'],12,True,1,1.0,0,2021-10-19T00:00:00,https://www.politifact.com/factchecks/2021/oct/19/gateway-pundit/gateway-pundit-conflates-voter-outreach-voter-frau/,60202,62554,,,,,,,False,False,False,False,0,243
politifact_030,PolitiFact,genuine,"After the minimum wage for tipped workers was raised in Maine, the state ""reversed that decision due to restaurant employees organizing en masse against the measure.""",genuine,true,True,['employment'],26,True,1,1.0,0,2018-04-26T00:00:00,https://www.politifact.com/factchecks/2018/apr/26/james-tedisco/ny-may-raise-wages-tipped-workers-heres-what-happe/,62905,65378,,,,,,,False,False,False,False,0,244
politifact_030,PolitiFact,misleading,"Says that ""when Congressman Cohen took office in 2007, the unemployment rate was at 4.8 percent. The unemployment rate in Shelby County has reached 9.7 percent.""",misleading,false,False,['employment'],26,True,1,1.0,0,2012-10-28T00:00:00,https://www.politifact.com/factchecks/2012/oct/28/george-flinn/george-flinn-blames-steve-cohen-shleby-unemploymen/,67870,70369,,,,,,,False,False,False,False,0,244
politifact_031,PolitiFact,genuine,"California's prisons budget in 1970 ""was about 3 percent of the general fund. Now, it's 8.9 percent, about $12 billion.""",genuine,true,True,['budget'],20,True,1,1.0,0,2018-01-25T00:00:00,https://www.politifact.com/factchecks/2018/jan/25/jerry-brown/has-rate-californias-prison-spending-nearly-triple/,63084,65563,,,,,,,False,False,False,False,0,245
politifact_031,PolitiFact,misleading,"Says Gov. Scott Walker made ""draconian cuts"" to public safety budgets that put police officers at ""greater risk of harm.""",misleading,false,False,['budget'],20,True,1,1.0,0,2012-06-03T00:00:00,https://www.politifact.com/factchecks/2012/jun/03/tom-barrett/tom-barrett-says-gov-scott-walkers-budget-made-dra/,70546,73047,,,,,,,False,False,False,False,0,245
politifact_032,PolitiFact,genuine,These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns.,genuine,true,True,['tax'],27,True,1,1.0,0,2017-12-04T00:00:00,https://www.politifact.com/factchecks/2017/dec/04/daniel-biss/biss-accurate-sarcastic-tax-hit-opponents-pritzker/,63164,65644,,,,,,,False,False,False,False,0,246
politifact_032,PolitiFact,misleading,"Says rejecting federal aid to expand Medicaid in Texas will ""send $9 billion in federal taxes paid by Texans to other states to insure their working poor.""",misleading,false,False,['tax'],27,True,1,1.0,0,2013-04-12T00:00:00,https://www.politifact.com/factchecks/2013/apr/12/lon-burnam/lon-burnam-says-rejecting-expansion-would-send-9-b/,67461,69959,,,,,,,False,False,False,False,0,246
politifact_033,PolitiFact,genuine,"""Our tax code has nearly doubled since 1985.""",genuine,true,True,['tax'],8,True,1,1.0,0,2017-10-17T00:00:00,https://www.politifact.com/factchecks/2017/oct/17/roy-blunt/tax-code-so-long-nobodys-really-sure-its-length/,63285,65766,,,,,,,False,False,False,False,0,247
politifact_033,PolitiFact,misleading,"Says President Barack Obama ""has not raised taxes.""",misleading,false,False,['tax'],8,True,1,1.0,0,2012-07-22T00:00:00,https://www.politifact.com/factchecks/2012/jul/22/bill-pascrell/bill-pascrell-claims-barack-obama-has-not-raised-t/,68280,70780,,,,,,,False,False,False,False,0,247
politifact_034,PolitiFact,genuine,"Rescinding the Deferred Action for Childhood Arrivals program ""will harm our economy.""",genuine,true,True,['macroeconomy'],12,True,1,1.0,0,2017-09-10T00:00:00,https://www.politifact.com/factchecks/2017/sep/10/louise-slaughter/would-trumps-decision-daca-hurt-new-yorks-economy/,63355,65837,,,,,,,False,False,False,False,0,248
politifact_034,PolitiFact,misleading,"Agriculture ""is still the No. 1 sector of the economy"" in Georgia.",misleading,false,False,['macroeconomy'],12,True,1,1.0,0,2022-05-19T00:00:00,https://www.politifact.com/factchecks/2022/may/19/gary-black/georgia-gop-candidate-gets-it-wrong-agricultures-f/,59752,62078,,,,,,,False,False,False,False,0,248
politifact_035,PolitiFact,genuine,"""Florida is now the only state in the nation to tax commercial leases.""",genuine,true,True,['tax'],13,True,1,1.0,0,2017-03-08T00:00:00,https://www.politifact.com/factchecks/2017/mar/08/rick-scott/florida-only-place-state-nation-tax-commercial-lea/,63746,66232,,,,,,,False,False,False,False,0,249
politifact_035,PolitiFact,misleading,"Says Joe Biden and Kamala Harris ""want massive tax hikes on working families.""",misleading,false,False,['tax'],13,True,1,1.0,0,2020-08-25T00:00:00,https://www.politifact.com/factchecks/2020/aug/25/nikki-haley/do-joe-biden-and-kamala-harris-want-massive-tax-hi/,75145,77724,,,,,,,False,False,False,False,0,249
