claimID,claim,label,binary_label_name,finance_selection_reason,category_text,tag_text,factcheck_domain,original_split,word_count,is_question,reason,claimURL,finance_relevant,label_mapping_valid,standalone_claim,audit_notes
para-00190,"If Labor sneaks back, the carbon tax stays and goes up to $38 a tonne by 2020 and an almost unimaginable $350 a tonne by 2050.",mostly false,misleading,specific_finance_metadata,Carbon Tax,,pandora.nla.gov.au,train,26,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/06/tony-abbott/abbott-claims-carbon-tax-will-hit-350-tonne-will-i/index.html,,,,
snes-03494,"A phone number posted on a ""consumer watchdog"" site belongs to a college loan servicer.",false,misleading,generic_business_plus_finance_text,Business,,www.snopes.com,train,15,False,,https://www.snopes.com/fact-check/student-loan-forgiveness-scam/,,,,
snes-01505,Account describes entrepreneur Sam Walton's efforts to evade paying his employees minimum wage.,mostly true,genuine,generic_business_plus_finance_text,Business,,www.snopes.com,train,13,False,,https://www.snopes.com/fact-check/wage-and-means/,,,,
para-00031,"Emissions go up, not down, under the carbon tax.",mostly false,misleading,specific_finance_metadata,Carbon Tax | Environment,,pandora.nla.gov.au,train,9,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/25/greg-hunt/hunt-says-emissions-go-under-carbon-tax/index.html,,,,
para-00063,"Costello drove the dollar up from 52 cents to 96 and halved the income for every manufacturer, every agriculturalist, every mining company…all of the producer path of our economy was completely destroyed by that decision and he’s gloated about it.",pants on fire!,misleading,specific_finance_metadata,Agriculture | Economy | Manufacturing | Mining,,pandora.nla.gov.au,train,40,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/14/bob-katter/katter-says-costello-drove-dollar-and-completely-d/index.html,,,,
tron-02687,You can make millions by transferring some money for a foreigner,scam!,misleading,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,11,False,,https://www.truthorfiction.com/nigeriascams/,,,,
farg-00135,“There is up to at least a $1.3 trillion tax break for corporations unpaid for.”,misleading,misleading,specific_finance_metadata,the-factcheck-wire,Corporate tax,www.factcheck.org,train,15,False,,https://www.factcheck.org/2018/01/pelosi-inflates-tax-cuts/,,,,
para-00060,"We are heading towards 800,000 Australians without a job.",mostly true,genuine,specific_finance_metadata,Economy | Employment,,pandora.nla.gov.au,train,9,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/15/andrew-robb/employment-paradox-more-work-yet-more-out/index.html,,,,
thet-00016,Claim youth unemployment lower in Scotland than UK is True,true,genuine,specific_finance_metadata,Employment Fact check Politics,,theferret.scot,train,10,False,,https://theferret.scot/youth-unemployment-scottish-government-fact-check/,,,,
para-00107,Rio Tinto last year made a $9 billion profit from mining Pilbara iron ore and paid no minerals resource rent tax.,true,genuine,specific_finance_metadata,Mining | Tax,,pandora.nla.gov.au,train,21,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/18/scott-ludlam/rio-tinto-paid-no-minerals-resource-rent-tax-last/index.html,,,,
tron-01501,Congressional Black Caucus Proposes White Tax,fiction!,misleading,specific_finance_metadata,government,congress | race relations | taxes,www.truthorfiction.com,validation,6,False,,https://www.truthorfiction.com/congressional-black-caucus-proposes-white-tax/,,,,
para-00125,"Australian investors are fleeing this country to invest in more stable countries like Mongolia and Angola, where they don't change the prime minister in the dead of the night twice in three years.",mostly false,misleading,specific_finance_metadata,Business Investment | Economy | Leadership,,pandora.nla.gov.au,train,33,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/03/tony-abbott/are-australian-investors-fleeing-mongolia-and-ango/index.html,,,,
para-00058,"Australia is ""borrowing 86 per cent of our gross debt from the rest of the world"".",mostly false,misleading,specific_finance_metadata,Budget | Debt,,pandora.nla.gov.au,train,16,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/23/joe-hockey/debt-wars-Labor-selling-off-foreigners-Hockey/index.html,,,,
para-00089,"The Coalition, to return the federal budget to as a good a position as the government’s, at minimum, would have to make $70 billion worth of cuts.",false,misleading,specific_finance_metadata,Budget,,pandora.nla.gov.au,train,27,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/04/penny-wong/coalition-return-federal-budget-good-position-gove/index.html,,,,
tron-02692,The killer who uses a $5 bill to lure victims,fiction!,misleading,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,10,False,,https://www.truthorfiction.com/cashkiller/,,,,
tron-02689,Scammers Using Clever Schemes to Try to Get Your Personal Financial Information,truth!,genuine,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,12,False,,https://www.truthorfiction.com/phishing/,,,,
tron-00021,"Congress is Getting a $20,000 Raise in 2018, Social Security Payments Going up $2 Per Month",fiction!,misleading,specific_finance_metadata,9-11-attack,congress | government spending | social security,www.truthorfiction.com,validation,16,False,,https://www.truthorfiction.com/congress-getting-20000-raise-2018-social-security-going-2-per-month/,,,,
para-00117,"The Labor government is ""already a lower taxing government"" than the previous Coalition government.",mostly true,genuine,specific_finance_metadata,Economy | Tax,,pandora.nla.gov.au,train,14,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/10/penny-wong/labor-taxes-lower-costellos/index.html,,,,
para-00194,"Says the Palmer United Party government would ""end unemployment"".",false,misleading,specific_finance_metadata,Economy | Employment,,pandora.nla.gov.au,train,9,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/sep/05/clive-palmer/palmernomics-part-ii-how-end-unemployment/index.html,,,,
para-00172,"Public sector now ""20,000 bureaucrats bigger than in 2007"".",mostly false,misleading,specific_finance_metadata,Budget | Defence | Public Service,,pandora.nla.gov.au,train,9,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/20/tony-abbott/tony-abbott-says-we-now-have-20000-more-bureaucrat/index.html,,,,
para-00059,"Labor website is ""a snapshot of the cuts we know Tony Abbott plans to make should he be elected"".",mostly false,misleading,specific_finance_metadata,Campaign ads | Cost of living | Economy | Education | Employment | Health | Industrial relations,,pandora.nla.gov.au,train,19,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/23/penny-wong/cuts-costs-and-con-jobs-another-day-election-2013/index.html,,,,
para-00015,"''When [the carbon tax repeal] bill is passed, Australian households will be better off to the tune of $550 a year.""",mostly false,misleading,specific_finance_metadata,Carbon Tax | Cost of living,,pandora.nla.gov.au,train,21,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/oct/17/tony-abbott/Carbon-tax-repeal-bill-mean-household-better-off/index.html,,,,
para-00119,Labour productivity is rising faster under our workplace relations laws than it did under WorkChoices.,mostly true,genuine,specific_finance_metadata,Economy | Productivity,,pandora.nla.gov.au,train,15,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/09/chris-bowen/labour-productivity-rising-faster-under-alp-workch/index.html,,,,
para-00131,"""Since Australia’s carbon price began last July, emissions from the electricity sector have dropped 7.4% while renewable energy generation is up 30%.""",mostly true,genuine,specific_finance_metadata,Carbon Tax | Climate change,,pandora.nla.gov.au,train,22,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/28/tony-windsor/windsor-carbon-pricing-farewell-fact-check/index.html,,,,
tron-00557,Hacker Group Publishes Donald Trump’s Tax Returns,fiction!,misleading,generic_business_plus_finance_text,business,,www.truthorfiction.com,train,7,False,,https://www.truthorfiction.com/hacker-group-publishes-donald-trumps-tax-returns-fiction/,,,,
thet-00040,The Scottish Government’s £500m Growth Scheme – announced a year ago - is still to distribute a single penny.,true,genuine,specific_finance_metadata,Fact check Finance,,theferret.scot,validation,19,False,,https://theferret.scot/tory-scottish-government-growth-scheme/,,,,
tron-00529,"Dollar Tree Closing All Stores in October 2017, Sold Items too Cheap to Profit",fiction!,misleading,generic_business_plus_finance_text,business,business | facebook | fake news,www.truthorfiction.com,train,14,False,,https://www.truthorfiction.com/dollar-tree-closing-stores-october/,,,,
tron-02698,You’ll get money and Outback certificates for forwarding an email,fiction!,misleading,specific_finance_metadata,money-financial,,www.truthorfiction.com,train,10,False,,https://www.truthorfiction.com/poweremailtracker/,,,,
para-00077,"Treasury believes if you reduce company tax, you increase pay, you increase GDP and you increase employment.",true,genuine,specific_finance_metadata,Economy | Tax,,pandora.nla.gov.au,train,17,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/09/tony-abbott/cutting-companies-will-keep-both-bosses-and-worker/index.html,,,,
para-00090,"Every single statement that has been made by this Government, every number has been wrong.",mostly false,misleading,specific_finance_metadata,Economy,,pandora.nla.gov.au,validation,15,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/03/joe-hockey/hockey-says-government-numbers-every-number-wrong/index.html,,,,
para-00220,Says Australia is giving billions of dollars in taxpayer money to Russia.,pants on fire!,misleading,specific_finance_metadata,Budget,,pandora.nla.gov.au,train,12,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/17/mike-holt/one-nation-candidate-says-australia-gives-billions/index.html,,,,
para-00003,"With such a regulatory superstructure, it’s hardly surprising that Australia’s ranking in the World Economic Forum’s global competitiveness index has fallen from 12th to 21st; and that [the] ranking for government regulation has fallen... from 68th to 128th over the past six years.",mostly false,misleading,specific_finance_metadata,Business Investment | Regulation,,pandora.nla.gov.au,train,43,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/nov/22/tony-abbott/abbott-blames-red-tape-losing-competitive-edge/index.html,,,,
para-00179,"Australia is facing the ""second largest revenue write-down since the Great Depression"".",true,genuine,specific_finance_metadata,Budget | Economy | Finance,,pandora.nla.gov.au,train,12,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/15/wayne-swan/treasurer-swan-says-we-face-second-largest-revenue/index.html,,,,
para-00135,Our economic relationship with China alone now accounts for nearly 10 per cent of the total size of our economy.,true,genuine,specific_finance_metadata,Economy,,pandora.nla.gov.au,train,20,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/26/kevin-rudd/kevin-rudd-says-china-trade-now-represents-10-cent/index.html,,,,
para-00154,"The government’s net debt level, measured against GDP, ""is the same as someone who earns $100,000 a year having a mortgage of $10,000"".",mostly false,misleading,specific_finance_metadata,Debt | Economy,,pandora.nla.gov.au,train,23,False,,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/09/julia-gillard/julia-gillards-says-net-federal-debt-same-person-o/index.html,,,,
farg-00120,"Trump's ""budget reduced the deficit by $3 trillion, which is one of the largest in history.""",false,misleading,specific_finance_metadata,the-factcheck-wire,debt,www.factcheck.org,train,16,False,,https://www.factcheck.org/2018/02/trumps-deficit-reduction/,,,,
farg-00137,“Look at the jobs numbers that were just released last week — manufacturing is roaring back.”,spins the facts,misleading,specific_finance_metadata,the-factcheck-wire,jobs,www.factcheck.org,train,16,False,,https://www.factcheck.org/2018/01/manufacturing-jobs-roaring-back/,,,,
farg-00307,"Says ""there's nothing to learn"" from his tax returns.",false,misleading,specific_finance_metadata,the-factcheck-wire,Presidential Election 2016 | tax returns,www.factcheck.org,train,9,False,,https://www.factcheck.org/2016/05/trumps-tax-returns/,,,,
