matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority,audit_chunk_file
snopes_081,Snopes,misleading,The U.S. Social Security Administration reported over 10 million undocumented immigrants had registered to vote in the November 2024 U.S. election as of September 2024.,misleading,false,False,['pension'],25,False,0,0.0,0,2024-09-06T22:34:16,https://www.snopes.com/fact-check/10-million-illegal-aliens-newly-registered/,80770,83735,no,yes,yes,yes,no,"Rejected pair: misleading row is an election-registration claim; Social Security is the reporting agency, not the financial topic.",False,False,False,True,2,37,factors_audit_chunk_01_completed.csv
snopes_082,Snopes,genuine,Accused Fort Hood shooter Nidal Malik Hasan has continued to draw his salary while awaiting trial,genuine,true,True,['employment'],16,False,0,0.0,0,2013-05-21T12:00:00,https://www.snopes.com/fact-check/hazard-pay/,96013,99464,no,yes,yes,yes,no,Rejected pair: genuine row is primarily about a criminal defendant's circumstances; salary is incidental.,False,False,False,True,2,38,factors_audit_chunk_01_completed.csv
snopes_082,Snopes,misleading,"As of October 2017, Ireland plans to reduce its rate of corporation tax to 8 percent.",misleading,false,False,['tax'],16,False,0,0.0,0,2017-10-17T14:08:58,https://www.snopes.com/fact-check/trump-ireland-tax/,84498,87614,yes,yes,yes,yes,no,Rejected pair: genuine row is primarily about a criminal defendant's circumstances; salary is incidental.,False,False,False,True,2,38,factors_audit_chunk_01_completed.csv
snopes_070,Snopes,genuine,"A committee has proposed that the city of San Francisco give $5 million each to qualifying Black people as part of a reparations plan to cover ""economic and opportunity losses"" the community has endured throughout history, both due to the city's policies and the wider effects of societal discrimination.",genuine,true,True,['company_finance'],49,True,1,1.0,9,2023-01-17T22:24:10,https://www.snopes.com/fact-check/san-francisco-5-million-black-reparations/,83292,86371,yes,yes,yes,yes,no,Rejected pair: misleading row is primarily an image/post-authenticity claim; insurer profits appear only inside the alleged quotation.,False,True,False,False,1,39,factors_audit_chunk_01_completed.csv
snopes_070,Snopes,misleading,"An image showed an authentic X post by Elon Musk on Dec. 7, 2024, that read: ""It's disgusting how everyone is turning this guy into some kind of folk hero. Insurance companies, like any company, have a duty to shareholders to maximize profits, no matter how ruthlessly. The radical left espousing otherwise needs to grow the hell up.""",misleading,Fake,False,['company_finance'],58,True,1,1.0,9,2024-12-10T22:04:57,https://www.snopes.com/fact-check/elon-musk-unitedhealthcare-ceo-shooting/,80365,83297,no,yes,yes,yes,no,Rejected pair: misleading row is primarily an image/post-authenticity claim; insurer profits appear only inside the alleged quotation.,False,True,False,False,1,39,factors_audit_chunk_01_completed.csv
africa_check_025,Africa Check,genuine,"""The amount of revenue collected by the Kenya Revenue Authority is more than the amount of revenue collected by Uganda, Tanzania, Rwanda and Burundi combined.""",genuine,correct,True,['company_finance'],25,True,1,1.0,10,2023-03-01T00:00:00,https://africacheck.org/fact-checks/reports/third-kenyas-budget-stolen-we-checked-former-senators-claim-about-much,19993,18074,yes,yes,yes,yes,no,"Rejected pair: misleading row is a correction headline ('No, ...') about an AI-generated image, not a financial claim, and its sentence meaning conflicts with the misleading label.",False,False,False,False,0,42,factors_audit_chunk_01_completed.csv
africa_check_025,Africa Check,misleading,"No, UK's king Charles didn't pose with Kenya Revenue Authority agent – image was AI-generated",misleading,fake,False,['company_finance'],15,True,1,1.0,10,2023-12-12T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-uks-king-charles-didnt-pose-kenya-revenue-authority-agent,20588,18682,no,no,yes,no,no,"Rejected pair: misleading row is a correction headline ('No, ...') about an AI-generated image, not a financial claim, and its sentence meaning conflicts with the misleading label.",False,False,False,False,0,42,factors_audit_chunk_01_completed.csv
grass_fact_check_014,Grass Fact Check,genuine,"""According to the data of the third quarter, the unemployment rate dropped to a historic low of 15.6%. This is a better figure as compared to what we had prior to the pandemic.""",genuine,true,True,['employment'],33,True,1,1.0,10,2022-11-28T00:00:00,https://factcheck.ge/en/story/41422--according-to-the-data-of-the-third-quarter-the-unemployment-rate-dropped-to-a-historic-low-of-15-6-this-is-a-better-figure-as-compared-to-what-we-had-prior-to-the-pandemic,44415,44592,yes,yes,yes,yes,no,"Rejected pair: misleading row refers to 'this wage' without supplying the antecedent, so it is not standalone.",False,False,False,False,0,43,factors_audit_chunk_01_completed.csv
grass_fact_check_014,Grass Fact Check,misleading,"""With this wage, a person can buy at least a third of what he was able to buy one and two years ago.""",misleading,false,False,['employment'],23,True,1,1.0,10,2022-06-27T00:00:00,https://factcheck.ge/en/story/40917--with-this-wage-a-person-can-buy-at-least-a-third-of-what-he-was-able-to-buy-one-and-two-years-ago,44195,44367,yes,yes,no,yes,no,"Rejected pair: misleading row refers to 'this wage' without supplying the antecedent, so it is not standalone.",False,False,False,False,0,43,factors_audit_chunk_01_completed.csv
grass_fact_check_021,Grass Fact Check,genuine,"Of the USD 3.5 billion deficit in trade, USD 2 billion is covered by tourism revenues",genuine,true,True,"['deficit', 'company_finance']",16,True,1,0.5,10,2018-12-09T00:00:00,https://factcheck.ge/en/story/37703-of-the-usd-3-5-billion-deficit-in-trade-usd-2-billion-is-covered-by-tourism-revenues#439,43875,44047,yes,yes,no,yes,no,Rejected pair: genuine row does not identify the country/economy to which the trade deficit and tourism revenue refer.,False,False,False,False,0,44,factors_audit_chunk_01_completed.csv
grass_fact_check_021,Grass Fact Check,misleading,"Mamuka Bakhtadze: In the course of this year, the current account deficit decreased from 13% to 4.5% which is an unprecedented success all over the world",misleading,lie,False,['deficit'],26,True,1,0.5,10,2019-10-16T00:00:00,https://factcheck.ge/en/story/38231-mamuka-bakhtadze-in-the-course-of-this-year-the-current-account-deficit-decreased-from-13-to-4-5-estimate-for-2019-which-is-an-unprecedented-success-all-over-the-world,43648,43820,yes,yes,yes,yes,no,Rejected pair: genuine row does not identify the country/economy to which the trade deficit and tourism revenue refer.,False,False,False,False,0,44,factors_audit_chunk_01_completed.csv
grass_fact_check_022,Grass Fact Check,genuine,"""We are not alone in terms of inflation running high, this is a global challenge.""",genuine,true,True,['inflation'],15,True,1,0.5,10,2022-11-07T00:00:00,https://factcheck.ge/en/story/41363--we-are-not-alone-in-terms-of-inflation-running-high-this-is-a-global-challenge,44408,44585,yes,yes,no,yes,no,Rejected pair: both rows omit the relevant country/economy; genuine row also uses an unidentified 'we'.,False,False,False,False,0,45,factors_audit_chunk_01_completed.csv
grass_fact_check_022,Grass Fact Check,misleading,"""The economy will grow by 4.5% in 2023 and the estimated inflation rate is 6% which means that the real economy is in the minus.""",misleading,false,False,"['inflation', 'macroeconomy']",25,True,1,0.5,10,2023-04-18T00:00:00,https://factcheck.ge/en/story/41817--the-economy-will-grow-by-4-5-in-2023-and-the-estimated-inflation-rate-is-6-which-means-that-the-real-economy-is-in-the-minus,44339,44516,yes,yes,no,yes,no,Rejected pair: both rows omit the relevant country/economy; genuine row also uses an unidentified 'we'.,False,False,False,False,0,45,factors_audit_chunk_01_completed.csv
politifact_172,PolitiFact,genuine,"The state budget proposal has been submitted ""on time and the earliest that a governor has done so in over two decades.""",genuine,true,True,['budget'],22,True,1,1.0,10,2013-01-18T00:00:00,https://www.politifact.com/factchecks/2013/jan/18/lincoln-chafee/rhode-island-gov-lincoln-chafee-says-he-submitted-/,67701,70200,yes,yes,no,yes,no,Rejected pair: genuine row does not identify the state or governor associated with the budget proposal.,False,False,False,False,0,46,factors_audit_chunk_01_completed.csv
politifact_172,PolitiFact,misleading,"Says Gov. Chris Christie's proposed budget is ""the biggest spending budget in the history of the state of New Jersey. It is the largest in the nation at this point in time.""",misleading,false,False,['budget'],32,True,1,1.0,10,2012-06-25T00:00:00,https://www.politifact.com/factchecks/2012/jun/25/vincent-prieto/vincent-prieto-claims-chris-christies-proposed-bud/,70581,73082,yes,yes,yes,yes,no,Rejected pair: genuine row does not identify the state or governor associated with the budget proposal.,False,False,False,False,0,46,factors_audit_chunk_01_completed.csv
politifact_191,PolitiFact,genuine,"Says Barack Obama ""said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.""",genuine,true,True,['deficit'],32,True,1,0.5,10,2012-10-21T00:00:00,https://www.politifact.com/factchecks/2012/oct/21/leonard-lance/barack-obama-broke-promise-cut-annual-deficit-half/,70839,73340,yes,yes,yes,yes,no,Rejected pair: misleading row begins with a missing subject ('says he...') and is not standalone.,False,False,False,False,0,49,factors_audit_chunk_01_completed.csv
politifact_191,PolitiFact,misleading,""" says he's going to reduce the long-term debt and deficit by $4 trillion, doesn't say how he's going to do it.""",misleading,pants-fire,False,"['debt', 'deficit']",22,True,1,0.5,10,2012-10-04T00:00:00,https://www.politifact.com/factchecks/2012/oct/04/chris-christie/chris-christie-claims-barack-obama-has-not-outline/,67970,70469,yes,yes,no,yes,no,Rejected pair: misleading row begins with a missing subject ('says he...') and is not standalone.,False,False,False,False,0,49,factors_audit_chunk_01_completed.csv
snopes_071,Snopes,genuine,The search engine Ecosia uses a portion of its profits to help plant trees.,genuine,true,True,['company_finance'],14,True,1,1.0,9,2019-08-27T14:32:48,https://www.snopes.com/fact-check/ecosia-use-profits-to-plant-trees/,89118,92407,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart is not a financial claim.",False,False,False,False,0,54,factors_audit_chunk_02_completed.csv
snopes_071,Snopes,misleading,"Military Losses, 1980 through 2006",misleading,false,False,['company_finance'],5,True,1,1.0,9,2008-03-26T08:19:20,https://www.snopes.com/fact-check/military-losses/,97128,100591,no,yes,no,yes,no,"“Losses” refers to military casualties, not financial losses; the text is also a title fragment rather than a clear claim.",False,False,False,False,0,54,factors_audit_chunk_02_completed.csv
africa_check_024,Africa Check,genuine,"""Tax collections for the first half of the current financial year rose at the fastest pace since president Uhuru Kenyatta took power in 2013 …""",genuine,correct,True,['tax'],25,True,1,1.0,8,2022-02-07T00:00:00,https://africacheck.org/fact-checks/reports/kenyan-newspaper-right-tax-revenue-rose-fastest-under-president-kenyatta,19011,17078,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart failed the audit.",False,False,False,False,0,55,factors_audit_chunk_02_completed.csv
africa_check_024,Africa Check,misleading,Photo of 2018 fuel tax protest in France – not demonstrators 'unleashing truth variant' against Covid measures,misleading,false,False,['tax'],17,True,1,1.0,8,2021-07-28T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/photo-2018-fuel-tax-protest-france-not-demonstrators,18502,16560,no,no,yes,no,no,Image-provenance/COVID debunking headline; the sentence states the correction rather than the original financial claim.,False,False,False,False,0,55,factors_audit_chunk_02_completed.csv
snopes_069,Snopes,genuine,"In June 2024, Joe Biden's reelection campaign accurately claimed that core inflation in the U.S. was at its lowest since April 2021.",genuine,true,True,['inflation'],22,True,1,1.0,8,2024-06-21T18:38:58,https://www.snopes.com/fact-check/inflation-lowest-since-april-2021/,81144,84138,yes,yes,yes,no,no,"Contains verdict-revealing editorial wording (“accurately claimed”), creating label leakage.",False,False,False,False,0,58,factors_audit_chunk_02_completed.csv
snopes_069,Snopes,misleading,Inflation was at 9% when U.S. President Joe Biden took office in January 2021.,misleading,false,False,['inflation'],14,True,1,1.0,8,2024-05-10T18:48:21,https://www.snopes.com/fact-check/biden-inflation-rate-took-office/,1864,84378,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the genuine counterpart contains verdict-revealing framing.",False,False,False,False,0,58,factors_audit_chunk_02_completed.csv
africa_check_023,Africa Check,genuine,"In Tshwane, the DA inherited a R1 billion deficit from the ANC and turned it into a surplus in a year.",genuine,correct,True,['deficit'],21,True,1,1.0,7,2019-03-28T00:00:00,https://africacheck.org/fact-checks/reports/settling-long-running-da-anc-spat-over-city-tshwane-finances,16288,14293,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart failed the audit.",False,False,False,False,0,59,factors_audit_chunk_02_completed.csv
africa_check_023,Africa Check,misleading,Claim that Jonathan left Nigeria with 7 trillion naira deficit does not add up,misleading,fake,False,['deficit'],14,True,1,1.0,7,2015-08-04T00:00:00,https://africacheck.org/fact-checks/reports/claim-jonathan-left-nigeria-7-trillion-naira-deficit-does-not-add,15730,13731,yes,no,yes,no,no,Fact-check conclusion (“does not add up”) rather than the original claim; the false label does not cleanly apply to the sentence as written.,False,False,False,False,0,59,factors_audit_chunk_02_completed.csv
snopes_067,Snopes,genuine,"In May 2021, Montana Gov. Greg Gianforte announced the state will end its participation in federal pandemic-related unemployment benefit programs.",genuine,true,True,['employment'],20,True,1,1.0,7,2021-05-09T10:09:57,https://www.snopes.com/fact-check/montana-cancel-unemployment/,86217,89399,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart is not primarily financial/economic.",False,False,False,False,0,63,factors_audit_chunk_02_completed.csv
snopes_067,Snopes,misleading,"In the summer of 2018, President Donald Trump donated his entire $400,000 annual salary to the Department of the Interior for the purpose of rebuilding military cemeteries.",misleading,false,False,['employment'],27,True,1,1.0,7,2018-08-03T13:55:17,https://www.snopes.com/fact-check/trump-salary-military-cemeteries/,84252,87364,no,yes,yes,yes,no,Primarily a political/biographical donation anecdote; salary is incidental rather than the subject of financial misinformation.,False,False,False,False,0,63,factors_audit_chunk_02_completed.csv
snopes_068,Snopes,genuine,Campaign staffers for U.S. Democratic 2020 presidential candidate Joe Biden contributed to a bailout fund for protesters arrested after the police in-custody death of George Floyd.,genuine,true,True,['financial_distress'],26,True,1,1.0,7,2020-08-05T12:47:52,https://www.snopes.com/fact-check/biden-staffers-bailout-fund/,87991,91215,no,yes,yes,yes,no,"“Bailout fund” here means a legal bail fund for protesters, not a financial bailout or economic claim.",False,False,False,False,0,64,factors_audit_chunk_02_completed.csv
snopes_068,Snopes,misleading,The Jacksonville Jaguars filed for bankruptcy in December 2017 after NFL fans boycotted the league due to player protests.,misleading,false,False,['financial_distress'],19,True,1,1.0,7,2017-12-06T09:09:23,https://www.snopes.com/fact-check/did-nfl-team-declare-bankruptcy-protests/,91312,94684,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the genuine counterpart is not financially relevant.",False,False,False,False,0,64,factors_audit_chunk_02_completed.csv
africa_check_022,Africa Check,genuine,"""The duty waiver was made in April… and we actually asked importers to import maize from as early as 1 month ago""",genuine,correct,True,['trade'],22,True,1,1.0,6,2017-05-21T00:00:00,https://africacheck.org/fact-checks/reports/fact-checking-kenyas-deputy-president-maize-imports-debt-electricity-police,15958,13961,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart failed the audit.",False,False,False,False,0,65,factors_audit_chunk_02_completed.csv
africa_check_022,Africa Check,misleading,"No, Nigeria's food regulator has not banned instant noodles imports over fears they may cause cancer",misleading,fake,False,['trade'],16,True,1,1.0,6,2023-05-30T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-food-regulator-has-not-banned-instant-noodles,20023,18104,no,no,yes,no,no,"Food-safety/import-ban correction beginning “No”; it is a debunking statement, not the original financial claim.",False,False,False,False,0,65,factors_audit_chunk_02_completed.csv
dubawa_007,Dubawa,genuine,"The chairman of the Presidential Tax and Fiscal Policy Reform, Taiwo Oyedele, claimed that the 774 local governments in Nigeria did not receive up to N50 billion cumulatively in 2022.",genuine,true,True,['tax'],30,True,1,1.0,6,2024-01-25T12:53:25,https://dubawa.org/tinubus-aides-comment-on-local-government-funds-false/,29312,28410,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart contains source/viral framing.",False,False,False,False,0,66,factors_audit_chunk_02_completed.csv
dubawa_007,Dubawa,misleading,"A report has gone viral, claiming that passengers travelling by air to Sierra Leone will start paying $165 more in taxes from December 1.",misleading,false,False,['tax'],24,True,1,1.0,6,2023-10-21T14:16:00,https://dubawa.org/false-no-new-165-tax-for-passengers/,29426,28525,yes,yes,yes,no,no,"Introduced as a viral report rather than presented as a clean claim, creating source/style leakage.",False,False,False,False,0,66,factors_audit_chunk_02_completed.csv
politifact_166,PolitiFact,genuine,"""Since 1961 … our private economy has produced 66 million private-sector jobs. So what's the jobs score? Republicans 24 million, Democrats 42 .""",genuine,true,True,['macroeconomy'],23,True,1,1.0,6,2012-09-06T00:00:00,https://www.politifact.com/factchecks/2012/sep/06/bill-clinton/bill-clinton-says-democratic-presidents-top-republ/,68078,70578,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart uses fact-checking language.",False,False,False,False,0,70,factors_audit_chunk_02_completed.csv
politifact_166,PolitiFact,misleading,"Says Gov. John Kasich incorrectly claimed Ohio's economy was 38th in the nation when he took office. ""We were sixth in the nation in terms of economic job growth.""",misleading,false,False,['macroeconomy'],29,True,1,1.0,6,2012-10-25T00:00:00,https://www.politifact.com/factchecks/2012/oct/25/ted-strickland/ted-strickland-claims-john-kasich-undersold-condit/,70850,73351,yes,no,yes,no,no,The phrase “incorrectly claimed” gives the verdict inside the text and makes the labelled proposition ambiguous.,False,False,False,False,0,70,factors_audit_chunk_02_completed.csv
politifact_167,PolitiFact,genuine,"Says ""as a share of the US economy, the government's support for research and development has fallen by nearly two-thirds since the 1960s.""",genuine,true,True,['macroeconomy'],23,True,1,1.0,6,2011-09-26T00:00:00,https://www.politifact.com/factchecks/2011/sep/26/rush-holt/us-rep-rush-holt-says-government-support-research-/,70066,72567,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart is only incidentally economic.",False,False,False,False,0,71,factors_audit_chunk_02_completed.csv
politifact_167,PolitiFact,misleading,Black Friday originated in 1904 when enslaved people were sold at a discount to boost the economy.,misleading,false,False,['macroeconomy'],17,True,1,1.0,6,2021-12-01T00:00:00,https://www.politifact.com/factchecks/2021/dec/01/facebook-posts/black-friday-did-not-originate-sale-enslaved-peopl/,76288,78911,no,yes,yes,yes,no,Primarily a historical/etymological slavery claim; “economy” is incidental.,False,False,False,False,0,71,factors_audit_chunk_02_completed.csv
politifact_161,PolitiFact,genuine,"""We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.""",genuine,true,True,['employment'],34,True,1,1.0,5,2021-05-21T00:00:00,https://www.politifact.com/factchecks/2021/may/21/greg-abbott/job-openings-texas-match-number-people-unemploymen/,60459,62821,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart is not a genuine financial/economic claim.",False,False,False,False,0,77,factors_audit_chunk_02_completed.csv
politifact_161,PolitiFact,misleading,"Says Donald Trump tweeted that the Confederate flag is ""a symbol of LOVE!! Plantations kept black people employed and gave them free food and housing!!! Black unemployment was VERY low back then like now with ME as your President!!""",misleading,pants-fire,False,['employment'],39,True,1,1.0,5,2020-07-20T00:00:00,https://www.politifact.com/factchecks/2020/jul/20/viral-image/no-trump-didnt-tweet-about-confederate-flag/,75034,77607,no,yes,yes,yes,no,Fabricated racist tweet; employment/unemployment wording is incidental to the hoax.,False,False,False,False,0,77,factors_audit_chunk_02_completed.csv
politifact_162,PolitiFact,genuine,"Says ""nearly 29,000 Oregonians — almost 5 percent of all homeowners — are 90 days or more delinquent on their mortgage.""",genuine,true,True,['interest_mortgage'],21,True,1,1.0,5,2013-08-09T00:00:00,https://www.politifact.com/factchecks/2013/aug/09/ellen-rosenblum/are-5-percent-homeowners-really-90-days-or-behind-/,71172,73673,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart is a personal anecdote rather than financial misinformation.",False,False,False,False,0,78,factors_audit_chunk_02_completed.csv
politifact_162,PolitiFact,misleading,Donald Trump paid off the mortgage of a man who helped him fix a flat tire.,misleading,false,False,['interest_mortgage'],16,True,1,1.0,5,2024-03-29T00:00:00,https://www.politifact.com/factchecks/2024/mar/29/facebook-posts/no-donald-trump-did-not-pay-off-the-mortgage-of-a/,2638,80782,no,yes,yes,yes,no,Personal generosity/biographical anecdote; the mortgage is incidental rather than the subject of a financial claim.,False,False,False,False,0,78,factors_audit_chunk_02_completed.csv
snopes_064,Snopes,genuine,Activists with the climate group Extinction Rebellion have broken windows of banks in London as part of protest against financial institutions that support the fossil fuel industry.,genuine,true,True,['banking'],27,True,1,1.0,5,2021-04-25T11:58:30,https://www.snopes.com/fact-check/xr-breaking-windows/,86314,89497,no,yes,yes,yes,no,Primarily about protest and vandalism; banks appear as the protest target rather than as the subject of a financial claim.,False,False,False,False,0,80,factors_audit_chunk_02_completed.csv
snopes_064,Snopes,misleading,"Someone once wrote a check on the side of a cow, and the bovine check was accepted and cashed by the bank.",misleading,false,False,['banking'],22,True,1,1.0,5,1998-12-31T00:00:00,https://www.snopes.com/fact-check/check-on-side-of-cow/,99341,102811,no,yes,yes,yes,no,Novelty anecdote about a cow used as a cheque; not substantive financial/economic misinformation.,False,False,False,False,0,80,factors_audit_chunk_02_completed.csv
africa_check_021,Africa Check,genuine,Zimbabwe continues to import electricity from South Africa,genuine,correct,True,['trade'],8,True,1,1.0,4,2018-09-26T00:00:00,https://africacheck.org/fact-checks/reports/yes-neighbourly-south-africa-helps-keep-zimbabwes-lights,16235,14240,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart is not a clean claim.",False,False,False,False,0,82,factors_audit_chunk_02_completed.csv
africa_check_021,Africa Check,misleading,"Nigeria's Democracy Day speech: Fact-checking sovereign savings, rice imports & infrastructure spend",misleading,false,False,['trade'],12,True,1,1.0,4,2017-06-14T00:00:00,https://africacheck.org/fact-checks/reports/nigerias-democracy-day-speech-fact-checking-sovereign-savings-rice-imports,15948,13951,yes,no,no,no,no,"Fact-check article title covering several topics, not one standalone proposition.",False,False,False,False,0,82,factors_audit_chunk_02_completed.csv
grass_fact_check_011,Grass Fact Check,genuine,"The larisation programme, which supposedly was to solve the loan problem, has effectively failed",genuine,true,True,['loan'],14,True,1,1.0,4,2019-02-12T00:00:00,https://factcheck.ge/en/story/37973-the-larisation-programme-which-supposedly-was-to-solve-the-loan-problem-has-effectively-failed,43709,43881,yes,yes,no,yes,no,Unclear/malformed programme name (“larisation”) and insufficient context to understand the claim reliably.,False,False,False,False,0,84,factors_audit_chunk_02_completed.csv
grass_fact_check_011,Grass Fact Check,misleading,"""As if pensioners did not have enough with loans for medication, now Kaladze added more for transport passes.""",misleading,lie,False,['loan'],18,True,1,1.0,4,2022-02-14T00:00:00,https://factcheck.ge/en/story/40432--as-if-pensioners-did-not-have-enough-with-loans-for-medication-now-kaladze-added-more-for-transport-passes,44261,44436,yes,yes,no,yes,no,"Rhetorical, context-dependent quotation; “added more” is unclear without the surrounding discussion.",False,False,False,False,0,84,factors_audit_chunk_02_completed.csv
grass_fact_check_013,Grass Fact Check,genuine,"""You have issues utilising your income. You have failed to implement nine out of 16 programmes.""",genuine,true,True,['income'],16,True,1,1.0,4,2023-12-12T00:00:00,https://factcheck.ge/en/story/42442--you-have-issues-utilising-your-income-you-have-failed-to-implement-nine-out-of-16-programmes,44487,44664,yes,yes,no,yes,no,Unclear addressee and programmes; the statement cannot be interpreted reliably without context.,False,False,False,False,0,86,factors_audit_chunk_02_completed.csv
grass_fact_check_013,Grass Fact Check,misleading,"""Georgia surpasses six European Union member countries and all of the EU candidate countries in terms of gross national income.""",misleading,false,False,['income'],20,True,1,1.0,4,2024-07-30T00:00:00,https://factcheck.ge/en/story/43097--georgia-surpasses-six-european-union-member-countries-and-all-of-the-eu-candidate-countries-in-terms-of-gross-national-income,44436,44613,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the genuine counterpart is not standalone.",False,False,False,False,0,86,factors_audit_chunk_02_completed.csv
politifact_160,PolitiFact,genuine,"Obama ""said wasn't a tax.""",genuine,true,True,['tax'],5,True,1,1.0,4,2012-06-28T00:00:00,https://www.politifact.com/factchecks/2012/jun/28/sarah-palin/sarah-palin-said-barack-obama-once-said-individual/,68350,70851,yes,yes,no,yes,no,Truncated fragment: the subject of “wasn’t a tax” is missing.,False,False,False,False,0,90,factors_audit_chunk_02_completed.csv
politifact_160,PolitiFact,misleading,"Says Damascus' disincorporation would produce ""NO significant tax savings.""",misleading,false,False,['tax'],9,True,1,1.0,4,2013-10-18T00:00:00,https://www.politifact.com/factchecks/2013/oct/18/steve-spinnett/damascus-disincorporation-would-produce-no-signifi/,71262,73763,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the genuine counterpart is incomplete.",False,False,False,False,0,90,factors_audit_chunk_02_completed.csv
africa_check_019,Africa Check,genuine,"Yes, South Africa's president cut defence minister's salary for misuse of air force plane on Zimbabwe trip",genuine,correct,True,['employment'],17,True,1,1.0,3,2020-09-29T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/yes-south-africas-president-cut-defence-ministers-salary,17763,15803,no,yes,yes,no,no,"Verdict-led correction (“Yes,”) about ministerial misconduct; salary is incidental to the governance story.",False,False,False,False,0,92,factors_audit_chunk_02_completed.csv
africa_check_019,Africa Check,misleading,R8 out of every R10 spent by government goes to salaries of civil servants,misleading,incorrect,False,['employment'],14,True,1,1.0,3,2018-10-24T00:00:00,https://africacheck.org/fact-checks/reports/do-south-africas-civil-servants-get-r8-out-every-r10-government-spends,16209,14213,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the genuine counterpart failed the audit.",False,False,False,False,0,92,factors_audit_chunk_02_completed.csv
africa_check_020,Africa Check,genuine,"""The office of the governor of Nairobi was awarded the first International Finance Corporation World Bank edge certification to be the first green government building in Africa""",genuine,correct,True,['banking'],27,True,1,1.0,3,2024-09-26T00:00:00,https://africacheck.org/fact-checks/reports/nairobi-governor-johnson-sakaja-paints-rosy-picture-his-two-years-office-we,21388,19489,no,yes,yes,yes,no,"World Bank EDGE is a green-building certification; “bank” is an entity name, not a banking/financial claim.",False,False,False,False,0,93,factors_audit_chunk_02_completed.csv
africa_check_020,Africa Check,misleading,"While the country's main bank would want to protect Nigerians from bank account fraud, a guide purporting to be from it is more likely to get the faithful into trouble.",misleading,false,False,['banking'],30,True,1,1.0,3,2023-06-15T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-guide-against-bank-account-hackers-not-nigerias,20204,18290,yes,no,yes,no,no,Debunking/cautionary summary about a fraudulent guide rather than the original claim as asserted.,False,False,False,False,0,93,factors_audit_chunk_02_completed.csv
politifact_154,PolitiFact,genuine,"""Wisconsin is #1 in the Midwest for personal income growth over the year.""",genuine,true,True,['income'],13,True,1,1.0,3,2014-08-14T00:00:00,https://www.politifact.com/factchecks/2014/aug/14/scott-walker/scott-walker-says-wisconsin-tops-its-neighbors-inc/,66102,68599,yes,yes,yes,yes,no,"Individually acceptable, but pair removed because the misleading counterpart is malformed.",False,False,False,False,0,98,factors_audit_chunk_02_completed.csv
politifact_154,PolitiFact,misleading,"""emember, the president proposed eliminating charitable deductions for higher-income taxpayers.""",misleading,false,False,['income'],10,True,1,1.0,3,2012-03-03T00:00:00,https://www.politifact.com/factchecks/2012/mar/03/rick-santorum/santorum-attack-obama-mark/,70367,72868,yes,yes,no,yes,no,"Malformed/truncated text (“emember”), so the claim is not clean enough for the final dataset.",False,False,False,False,0,98,factors_audit_chunk_02_completed.csv
snopes_059,Snopes,genuine,Roughly 25% of the nation's debt was incurred during the Trump Administration.,genuine,true,True,['debt'],12,True,1,1.0,3,2023-01-19T23:20:22,https://www.snopes.com/fact-check/trump-debt-25-percent/,83302,86381,yes,yes,yes,yes,no,"Individually acceptable, but the pair is removed because the misleading counterpart uses “debt” figuratively rather than financially.",False,False,False,False,0,106,factors_audit_chunk_03_completed.csv
