matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes
politifact_196,PolitiFact,genuine,"The GOP's Obamacare replacement would reduce subsidies that help lower-income people buy health insurance, but also ""expand the entitlement"" by giving subsidies to higher-income people ""that Obamacare never helped.""",genuine,true,true,['income'],29,True,1,0.3333333333333333,6,2017-03-23T00:00:00,https://www.politifact.com/factchecks/2017/mar/23/ron-johnson/gop-obamacare-replacement-cuts-aid-lower-income-pe/,63704,66190,,,,,,
politifact_196,PolitiFact,misleading,"Says the Democratic Party ""took Social Security from the independent 'Trust Fund' and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security withholding.""",misleading,false,false,"['tax', 'income', 'pension']",35,True,1,0.3333333333333333,6,2020-01-29T00:00:00,https://www.politifact.com/factchecks/2020/jan/29/facebook-posts/two-pronged-attack-democrats-over-social-security-/,74512,77066,,,,,,
snopes_043,Snopes,genuine,"Homeowners affected by hurricanes are allowed, under certain circumstances, to delay their mortgage payments.",genuine,true,true,['interest_mortgage'],14,True,1,1.0,1,2017-09-15T16:03:41,https://www.snopes.com/fact-check/can-hurricane-victims-delay-their-mortgage-payments/,91557,94931,,,,,,
snopes_043,Snopes,misleading,Prince Harry and Meghan Markle created a GoFundMe to pay off their mortgage.,misleading,false,false,['interest_mortgage'],13,True,1,1.0,1,2021-03-21T09:25:32,https://www.snopes.com/fact-check/harry-meghan-gofundme/,86617,89807,,,,,,
politifact_094,PolitiFact,genuine,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",genuine,true,true,['tax'],25,True,1,1.0,0,2015-11-02T00:00:00,https://www.politifact.com/factchecks/2015/nov/02/don-francis/electric-car-sales-hit-brakes-tax-credit-axed-and-/,72184,74688,,,,,,
politifact_094,PolitiFact,misleading,"Says President Barack Obama has ""not proposed one thing that would change"" the fact that Warren Buffett pays a lower tax rate than his secretary.",misleading,false,false,['tax'],25,True,1,1.0,0,2015-01-07T00:00:00,https://www.politifact.com/factchecks/2015/jan/07/louie-gohmert/louie-gohmert-says-obama-has-not-proposed-one-tax-/,65722,68219,,,,,,
politifact_186,PolitiFact,genuine,"Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to ""participate in union activities such as collective bargaining.""",genuine,true,true,['employment'],21,True,1,0.5,3,2011-05-08T00:00:00,https://www.politifact.com/factchecks/2011/may/08/scott-walker/wisconsin-gov-scott-walker-says-milwaukee-county-p/,69777,72278,,,,,,
politifact_186,PolitiFact,misleading,"Says Hillary Clinton will receive her ""congressional salary until she dies"" and the Secret Service pays her mortgage.",misleading,pants-fire,false,"['employment', 'interest_mortgage']",18,True,1,0.5,3,2015-04-06T00:00:00,https://www.politifact.com/factchecks/2015/apr/06/chain-email/chain-email-secret-service-pays-clintons-mortgage/,65499,67994,,,,,,
newsmeter_001,NewsMeter,genuine,Ex-PM Lal Bahadur Shastri's wife repaid Rs 5K loan taken from PNB after his death,genuine,true,true,['loan'],15,True,1,1.0,5,2020-10-04T04:00:22,https://newsmeter.in/ex-pm-lal-bahadur-shastris-wife-repaid-rs-5k-loan-taken-from-pnb-after-his-death/,52083,53506,,,,,,
newsmeter_001,NewsMeter,misleading,M.K Stalin has said DMK party will not be able to keep its promises on waiving education and agricultural loans.,misleading,false,false,['loan'],20,True,1,1.0,5,2022-01-30T10:42:43,https://newsmeter.in/fact-check/fact-check-tamil-nadu-cm-stalin-did-not-go-back-on-his-poll-promises-viral-post-is-fake-690560,50807,51991,,,,,,
snopes_004,Snopes,genuine,"Guidelines published by the IRS ahead of the 2022 tax year explained how taxpayers can claim items they have stolen, or earnings from illegal activities.",genuine,true,true,"['tax', 'company_finance']",25,True,2,0.5,10,2021-12-30T11:25:00,https://www.snopes.com/fact-check/irs-taxpayers-stolen-items-illegal-income/,85353,88510,,,,,,
snopes_004,Snopes,misleading,Nancy Pelosi advocated implementing a 100% windfall tax on stock market profits and retirement income.,misleading,false,false,"['tax', 'income', 'markets', 'company_finance']",15,True,2,0.5,10,2006-12-01T00:00:00,https://www.snopes.com/fact-check/windfall-profits-tax/,97478,100943,,,,,,
dubawa_005,Dubawa,genuine,A no-interest loan is being offered to vulnerable Nigerians by Government Enterprise and Empowerment Programme 2.0 through the Ministry of Humanitarian and Disaster Management in collaboration with the National Orientation Agency.,genuine,true,true,['loan'],31,True,1,1.0,1,2021-09-24T07:35:38,https://dubawa.org/true-fgs-no-interest-geep-loan-is-legit/,30022,29139,,,,,,
dubawa_005,Dubawa,misleading,TV presenter Rufai Oseni recently stated that the loans acquired within the first year of Mr Tinubu's administration are more than that of former President Buhari's Ways and Means in eight years.,misleading,false,false,['loan'],32,True,1,1.0,1,2024-07-20T07:00:00,https://dubawa.org/comparative-analysis-of-nigerias-debt-stock-in-buhari-tinubus-first-year-of-governance/,28987,28081,,,,,,
politifact_183,PolitiFact,genuine,"According to ""independent experts,"" Donald Trump's tax plan ""would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.""",genuine,true,true,"['tax', 'debt']",29,True,1,0.5,0,2016-09-27T00:00:00,https://www.politifact.com/factchecks/2016/sep/27/hillary-clinton/hillary-clinton-correctly-cites-outside-analyses-t/,72748,75256,,,,,,
politifact_183,PolitiFact,misleading,"Video shows a family learning their debt was resolved by the ""American Debt Relief program"" for American citizens and legal residents who ""have over $20,000"" in credit card debt.",misleading,false,false,['debt'],29,True,1,0.5,0,2023-10-20T00:00:00,https://www.politifact.com/factchecks/2023/oct/20/facebook-posts/no-debt-relief-program-will-settle-debt-for-you-bu/,58937,61217,,,,,,
politifact_076,PolitiFact,genuine,"The proposed transportation bill ""could be the largest tax increase in Georgia history.""",genuine,true,true,['tax'],13,True,1,1.0,0,2011-08-22T00:00:00,https://www.politifact.com/factchecks/2011/aug/22/david-pennington/transportation-sales-tax-could-be-historic-wrong-r/,69374,71875,,,,,,
politifact_076,PolitiFact,misleading,"Says Jared Kushner ""deleted all of his tweets after the tax story broke.""",misleading,false,false,['tax'],13,True,1,1.0,0,2020-09-28T00:00:00,https://www.politifact.com/factchecks/2020/sep/28/facebook-posts/no-jared-kushner-did-not-delete-tweets-after-new-y/,75252,77835,,,,,,
africa_check_011,Africa Check,genuine,The temporary employment relief scheme provided wage subsidies to 5.7 million workers.,genuine,correct,true,['employment'],12,True,1,1.0,0,2023-09-22T00:00:00,https://africacheck.org/fact-checks/reports/part-2-more-claims-ancs-2019ancmanifestoreview-rally-fact-checked,20368,18461,,,,,,
africa_check_011,Africa Check,misleading,"Yes, Nigerian government agrees to pay academic salaries outside integrated payroll system",misleading,false,false,['employment'],12,True,1,1.0,0,2020-12-03T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/yes-nigerian-government-agrees-pay-academic-salaries-outside,17921,15966,,,,,,
politifact_164,PolitiFact,genuine,"""For every extra year a girl goes to school, her income goes up 12 percent.""",genuine,true,true,['income'],15,True,1,1.0,6,2017-02-22T00:00:00,https://www.politifact.com/factchecks/2017/feb/22/bono/bono-each-year-school-adds-12-womans-income/,63779,66266,,,,,,
politifact_164,PolitiFact,misleading,"Congress has passed a $6,400 subsidy for low-income Americans.",misleading,false,false,['income'],9,True,1,1.0,6,2024-01-19T00:00:00,https://www.politifact.com/factchecks/2024/jan/19/facebook-posts/congress-has-not-passed-a-6400-subsidy-for-low-inc/,58838,61114,,,,,,
politifact_017,PolitiFact,genuine,"""In April last year, our state unemployment rate hit a record low of 2.4%. Last year, Wisconsin had an all-time lowest number of unemployed workers ever in modern history.""",genuine,true,true,['employment'],29,True,1,1.0,0,2024-02-02T00:00:00,https://www.politifact.com/factchecks/2024/feb/02/tony-evers/is-gov-evers-right-that-wisconsins-unemployment-ra/,58816,61092,,,,,,
politifact_017,PolitiFact,misleading,"Says President Trump donated his ""second quarter salary to rebuild military cemeteries"" and that the media ignored it and every other story of him donating his salary as POTUS.",misleading,false,false,['employment'],29,True,1,1.0,0,2019-11-14T00:00:00,https://www.politifact.com/factchecks/2019/nov/14/facebook-posts/trump-didnt-donate-salary-rebuild-military-cemeter/,61756,64171,,,,,,
politifact_067,PolitiFact,genuine,"The property appraiser's budget ""is $1 million less today than when I took office 16 years ago.""",genuine,true,true,['budget'],17,True,1,1.0,0,2012-08-10T00:00:00,https://www.politifact.com/factchecks/2012/aug/10/rob-turner/rob-turner-says-property-appraisers-budget-1-milli/,68200,70700,,,,,,
politifact_067,PolitiFact,misleading,"Says ""city leadership is threatening to lay off police and emergency services personnel to balance the budget.""",misleading,false,false,['budget'],17,True,1,1.0,0,2012-06-03T00:00:00,https://www.politifact.com/factchecks/2012/jun/03/memphis-police-association/memphis-police-union-says-mayor-wharton-threatened/,70544,73045,,,,,,
snopes_028,Snopes,genuine,A video shows a truck destroying the canopy over a bank's drive-through lane.,genuine,true,true,['banking'],13,True,1,1.0,0,2008-07-14T20:24:34,https://www.snopes.com/fact-check/truck-bank-drive-through/,97076,100539,,,,,,
snopes_028,Snopes,misleading,"Sberbank, Russia's largest bank, limited cash withdrawals to $20 in late February 2022.",misleading,false,false,['banking'],13,True,1,1.0,0,2022-02-28T12:44:29,https://www.snopes.com/fact-check/sberbank-cash-withdrawal-limit/,85142,88284,,,,,,
politifact_008,PolitiFact,genuine,"Says ""51 percent of federal tax filers paid zero federal income tax.""",genuine,true,true,"['tax', 'income']",12,True,2,1.0,3,2011-11-17T00:00:00,https://www.politifact.com/factchecks/2011/nov/17/rob-cornilles/do-more-half-all-tax-filers-really-pay-no-federal-/,69106,71607,,,,,,
politifact_008,PolitiFact,misleading,"Says that in 2009 ExxonMobil ""paid no federal income taxes, received a $156 million rebate.""",misleading,false,false,"['tax', 'income']",15,True,2,1.0,3,2011-09-01T00:00:00,https://www.politifact.com/factchecks/2011/sep/01/dennis-kucinich/rep-dennis-kucinich-says-exxonmobil-paid-no-taxes-/,69368,71869,,,,,,
politifact_181,PolitiFact,genuine,"Congressional Budget Office ""says 8 unemployment till 2014!""",genuine,true,true,"['budget', 'employment']",8,True,1,0.5,0,2011-08-31T00:00:00,https://www.politifact.com/factchecks/2011/aug/31/john-cornyn/john-cornyn-says-congressional-budget-office-says-/,69363,71864,,,,,,
politifact_181,PolitiFact,misleading,"Hartsfield-Jackson's new international terminal is opening ""within budget.""",misleading,pants-fire,false,['budget'],8,True,1,0.5,0,2012-05-23T00:00:00,https://www.politifact.com/factchecks/2012/may/23/john-kennedy/airport-spokesman-says-new-international-terminal/,70521,73022,,,,,,
politifact_115,PolitiFact,genuine,"The tax penalty that the government imposes if you don't buy health insurance ""is lower than it would have cost to buy insurance.""",genuine,true,true,['tax'],23,True,1,1.0,1,2013-01-24T00:00:00,https://www.politifact.com/factchecks/2013/jan/24/ron-desantis/desantis-says-obamacare-tax-cheaper-insurance/,67679,70178,,,,,,
politifact_115,PolitiFact,misleading,"Says U.S. Rep. Martin Heinrich ""spent a trillion of our tax dollars on a stimulus for failed companies here and jobs overseas.""",misleading,false,false,['tax'],22,True,1,1.0,1,2012-08-14T00:00:00,https://www.politifact.com/factchecks/2012/aug/14/american-future-fund/did-new-mexico-rep-spend-1-trillion-tax-dollars-st/,68176,70676,,,,,,
grass_fact_check_003,Grass Fact Check,genuine,"""Under high dollarisation and import-dependency, the deficit growth leads to higher macroeconomic risks. The loan attraction increased and currently we have a 60.1% debt to GDP ratio with a large portion of foreign loans. When most of the foreign debt is",genuine,true,true,"['debt', 'deficit', 'loan', 'macroeconomy', 'trade']",41,True,2,0.4,14,2021-02-22T00:00:00,https://factcheck.ge/en/story/39124--under-high-dollarisation-and-import-dependency-the-deficit-growth-leads-to-higher-macroeconomic-risks-the-loan-attraction-increased-and-currently-we-have-a-60-1-debt-to-gdp-ratio-with-a-large-portion-of-foreign-loans-when-most-of-the-foreign-debt-is-deno,43919,44091,,,,,,
grass_fact_check_003,Grass Fact Check,misleading,"""The result of the Georgian Dream's faulty economic policy: state foreign debt exceeded the allowed threshold and reached GEL 31.9 billion which constitutes 61.3% of the GDP.""",misleading,lie,false,"['debt', 'macroeconomy']",27,True,2,0.4,14,2021-04-05T00:00:00,https://factcheck.ge/en/story/39329--the-result-of-the-georgian-dream-s-faulty-economic-policy-state-foreign-debt-exceeded-the-allowed-threshold-and-reached-gel-31-9-billion-which-constitutes-61-3-of-the-gdp,43914,44086,,,,,,
africa_check_025,Africa Check,genuine,"""The amount of revenue collected by the Kenya Revenue Authority is more than the amount of revenue collected by Uganda, Tanzania, Rwanda and Burundi combined.""",genuine,correct,true,['company_finance'],25,True,1,1.0,10,2023-03-01T00:00:00,https://africacheck.org/fact-checks/reports/third-kenyas-budget-stolen-we-checked-former-senators-claim-about-much,19993,18074,,,,,,
africa_check_025,Africa Check,misleading,"No, UK's king Charles didn't pose with Kenya Revenue Authority agent – image was AI-generated",misleading,fake,false,['company_finance'],15,True,1,1.0,10,2023-12-12T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-uks-king-charles-didnt-pose-kenya-revenue-authority-agent,20588,18682,,,,,,
snopes_024,Snopes,genuine,"Despite arguing that government benefits constitute an immoral redistribution of wealth, Ayn Rand received Social Security payouts later in life.",genuine,true,true,['pension'],20,True,1,1.0,0,2017-06-23T16:38:06,https://www.snopes.com/fact-check/ayn-rand-social-security/,91847,95224,,,,,,
snopes_024,Snopes,misleading,"Senior Citizens on Social Security in the U.S. have to pay for Medicare while ""illegal immigrants"" get it for free.",misleading,false,false,['pension'],20,True,1,1.0,0,2019-06-19T08:34:09,https://www.snopes.com/fact-check/seniors-medicare-immigrants/,89361,92657,,,,,,
politifact_158,PolitiFact,genuine,"Says food stamp growth, while high, lagged the rise in unemployment.",genuine,true,true,['employment'],11,True,1,1.0,4,2012-12-06T00:00:00,https://www.politifact.com/factchecks/2012/dec/06/anne-goodman/cleveland-food-bank-executive-anne-goodman-says-fo/,67796,70295,,,,,,
politifact_158,PolitiFact,misleading,"""Project 2025 eliminates OSHA and overtime wages.""",misleading,false,false,['employment'],7,True,1,1.0,4,2024-07-12T00:00:00,https://www.politifact.com/factchecks/2024/jul/12/threads-posts/project-2025-doesnt-call-for-eliminating-osha-or-o/,78253,81006,,,,,,
politifact_109,PolitiFact,genuine,"Six of the nation's 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area.""",genuine,true,true,['income'],19,True,1,1.0,1,2015-03-02T00:00:00,https://www.politifact.com/factchecks/2015/mar/02/scott-walker/scott-walker-says-most-10-richest-counties-are-aro/,65578,68074,,,,,,
politifact_109,PolitiFact,misleading,""": The No. 1 source of income into Mexico are Mexicans working here and sending the money back.""",misleading,false,false,['income'],18,True,1,1.0,1,2017-01-30T00:00:00,https://www.politifact.com/factchecks/2017/jan/30/kellyanne-conway/kellyanne-conway-incorrect-worker-remittances-mexi/,63818,66305,,,,,,
snopes_066,Snopes,genuine,"The COVID-19 stimulus package signed into law by President Joe Biden in March 2021 increases payments for recipients of the Child Tax Credit, and families can receive a portion of that credit in monthly installments.",genuine,true,true,['tax'],35,True,1,1.0,7,2021-05-18T08:58:32,https://www.snopes.com/fact-check/expanded-child-tax-credit-2021/,86162,89342,,,,,,
snopes_066,Snopes,misleading,"Under the 2017 tax overhaul legislation currently making its way through Congress, all deductions for business-related expenses incurred by small business owners and the self-employed would be eliminated.",misleading,false,false,['tax'],28,True,1,1.0,7,2017-12-04T13:29:13,https://www.snopes.com/fact-check/tax-bill-small-business-deductions/,91301,94673,,,,,,
politifact_061,PolitiFact,genuine,"Says that in 2011, Oregon had ""the second fastest growing economy in the nation.""",genuine,true,true,['macroeconomy'],14,True,1,1.0,0,2012-12-05T00:00:00,https://www.politifact.com/factchecks/2012/dec/05/john-kitzhaber/did-oregon-have-nations-second-fastest-growing-eco/,67794,70293,,,,,,
politifact_061,PolitiFact,misleading,"""I can tell you with certainty would have a devastating impact on our economy.""",misleading,false,false,['macroeconomy'],14,True,1,1.0,0,2015-04-23T00:00:00,https://www.politifact.com/factchecks/2015/apr/23/marco-rubio/rubio-cap-and-trade-would-hurt-economy-might-not-h/,65463,67958,,,,,,
politifact_114,PolitiFact,genuine,"""Ohio companies export more goods and services globally than 41 other states.""",genuine,true,true,['trade'],12,True,1,1.0,1,2013-02-14T00:00:00,https://www.politifact.com/factchecks/2013/feb/14/keith-faber/ohio-senate-president-keith-faber-says-ohio-among-/,67621,70120,,,,,,
politifact_114,PolitiFact,misleading,"Under President Barack Obama, the United States has ""doubled our exports.""",misleading,false,false,['trade'],11,True,1,1.0,1,2011-05-11T00:00:00,https://www.politifact.com/factchecks/2011/may/11/barack-obama/barack-obama-says-us-has-doubled-exports-during-hi/,69827,72328,,,,,,
grass_fact_check_018,Grass Fact Check,genuine,"""Georgia is still among the poor countries. The GDP per capita equals GEL 6,000 with a total of 118 countries ranking higher. We doubled the GDP per capita after 2003. A minimum of a 7% or an 8% growth is necessary in order for this figure to double again",genuine,true,true,['macroeconomy'],49,True,1,1.0,32,2014-10-30T00:00:00,https://factcheck.ge/en/story/15044-georgia-is-still-among-the-poor-countries-the-gdp-per-capita-equals-gel-6000-with-a-total-of-118-countries-ranking-higher-we-doubled-the-gdp-per-capita-after-2003-a-minimum-of-a-7-or-an-8,43789,43961,,,,,,
grass_fact_check_018,Grass Fact Check,misleading,"""Our government managed to achieve a 4.7%-4.8% economic growth rate last year. This is a huge success.""",misleading,false,false,['macroeconomy'],17,True,1,1.0,32,2015-02-11T00:00:00,https://factcheck.ge/en/story/16281-our-government-managed-to-achieve-a-4-7-4-8-economic-growth-rate-last-year-this-is-a-huge-success,43822,43994,,,,,,
politifact_110,PolitiFact,genuine,"State ""school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.""",genuine,true,true,['inflation'],16,True,1,1.0,1,2015-01-12T00:00:00,https://www.politifact.com/factchecks/2015/jan/12/virginia-education-association/teachers-group-says-vas-school-funding-16-below-in/,65690,68186,,,,,,
politifact_110,PolitiFact,misleading,"""If we kept indexed to inflation, people would be making $20 an hour right now.""",misleading,false,false,['inflation'],15,True,1,1.0,1,2021-02-18T00:00:00,https://www.politifact.com/factchecks/2021/feb/18/joe-biden/joe-bidens-town-hall-mistake-about-inflation-index/,60666,63035,,,,,,
africa_check_004,Africa Check,genuine,Revenue has been under-performing for the last 10 years.,genuine,correct,true,['company_finance'],9,True,1,1.0,0,2020-05-28T00:00:00,https://africacheck.org/fact-checks/reports/yes-finance-minister-correct-kenya-missed-revenue-targets-over-past-10-years,17425,15461,,,,,,
africa_check_004,Africa Check,misleading,"No, Kenya Revenue Authority won't be taxing marriage dowries",misleading,false,false,['company_finance'],9,True,1,1.0,0,2019-12-11T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenya-revenue-authority-wont-be-taxing-marriage-dowries,16925,14946,,,,,,
politifact_138,PolitiFact,genuine,"Says Donald Trump ""wants to get rid of the federal minimum wage.""",genuine,true,true,['employment'],12,True,1,1.0,2,2016-07-08T00:00:00,https://www.politifact.com/factchecks/2016/jul/08/hillary-clinton/hillary-clinton-donald-trump-wants-get-rid-federal/,64400,66889,,,,,,
politifact_138,PolitiFact,misleading,"When it comes to jobless workers, ""Mitt Romney says he likes to fire people.""",misleading,false,false,['employment'],14,True,1,1.0,2,2012-09-06T00:00:00,https://www.politifact.com/factchecks/2012/sep/06/jack-markell/mitt-romney-said-he-likes-fire-people-said-delawar/,68076,70576,,,,,,
politifact_018,PolitiFact,genuine,""" top issue for college students is the economy.""",genuine,true,true,['macroeconomy'],9,True,1,1.0,0,2024-02-02T00:00:00,https://www.politifact.com/factchecks/2024/feb/02/scott-walker/scott-walker-said-college-voters-number-one-issue/,58817,61093,,,,,,
politifact_018,PolitiFact,misleading,"Video shows Black Friday shoppers ""in Biden's thriving economy.""",misleading,false,false,['macroeconomy'],9,True,1,1.0,0,2023-11-30T00:00:00,https://www.politifact.com/factchecks/2023/nov/30/instagram-posts/black-friday-a-bust-under-biden-no-video-of-lone-s/,77849,80561,,,,,,
politifact_156,PolitiFact,genuine,"Says Barack Obama ""promised he would cut the deficit in half"" but didn't.",genuine,true,true,['deficit'],13,True,1,1.0,3,2012-03-08T00:00:00,https://www.politifact.com/factchecks/2012/mar/08/lenny-curry/obama-promised-cut-deficit-half-end-his-first-term/,70385,72886,,,,,,
politifact_156,PolitiFact,misleading,"Says the Simpson-Bowles deficit reduction proposal went from President Barack Obama's desk to ""the garbage can.""",misleading,false,false,['deficit'],16,True,1,1.0,3,2012-01-08T00:00:00,https://www.politifact.com/factchecks/2012/jan/08/jon-huntsman/jon-huntsman-says-president-barack-obama-threw-def/,68964,71465,,,,,,
politifact_025,PolitiFact,genuine,"""We have the lowest corporate tax rate since 1968.""",genuine,true,true,['tax'],9,True,1,1.0,0,2020-01-18T00:00:00,https://www.politifact.com/factchecks/2020/jan/18/andrew-cuomo/cuomos-accurate-boast-about-new-yorks-historically/,61656,64065,,,,,,
politifact_025,PolitiFact,misleading,"Says that as Wisconsin governor he ""never raised taxes.""",misleading,false,false,['tax'],9,True,1,1.0,0,2012-02-10T00:00:00,https://www.politifact.com/factchecks/2012/feb/10/tommy-thompson/gop-senate-candidate-tommy-thompson-says-tax-cutti/,68846,71347,,,,,,
politifact_102,PolitiFact,genuine,"""The unemployment rate for Wisconsin workers has reached historic lows. It's never been this low before, ever, ever, ever.""",genuine,true,true,['employment'],19,True,1,1.0,1,2019-05-02T00:00:00,https://www.politifact.com/factchecks/2019/may/02/donald-trump/trump-hits-paydirt-claim-wisconsins-low-unemployme/,62081,64523,,,,,,
politifact_102,PolitiFact,misleading,"Says North Carolina's average teacher salary was at the national average ""back when I was in public school.""",misleading,false,false,['employment'],18,True,1,1.0,1,2019-12-11T00:00:00,https://www.politifact.com/factchecks/2019/dec/11/jeff-jackson/democrat-wrong-about-history-ncs-teacher-pay/,61714,64127,,,,,,
africa_check_026,Africa Check,genuine,We are dealing with a situation where the amount set aside for repayment of the debt is much higher than all the money that Yatani is putting together for development expenditure.,genuine,correct,true,['debt'],31,True,1,1.0,15,2020-07-08T00:00:00,https://africacheck.org/fact-checks/reports/its-crisis-fact-checking-top-opposition-leaders-claims-about-kenyas-2020-budget,17567,15605,,,,,,
africa_check_026,Africa Check,misleading,"Chinese money accounts for 19% of Kenya's external debt, not 67% as Voice of America reported",misleading,false,false,['debt'],16,True,1,1.0,15,2022-01-19T00:00:00,https://africacheck.org/fact-checks/spotchecks/chinese-money-accounts-19-kenyas-external-debt-not-67-voice-america-reported,19041,17110,,,,,,
politifact_117,PolitiFact,genuine,"""Under Governor Almond the RI DMV had a program that allowed undocumented use their Personal Tax Identification Number . . . to apply and receive a RI driver's license.""",genuine,true,true,['tax'],29,True,1,1.0,1,2011-10-16T00:00:00,https://www.politifact.com/factchecks/2011/oct/16/david-quiroa/david-quiroa-says-rhode-island-has-allowed-illegal/,69212,71713,,,,,,
politifact_117,PolitiFact,misleading,"""I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning I will not raise taxes on the middle class.""",misleading,pants-fire,false,['tax'],30,True,1,1.0,1,2016-08-17T00:00:00,https://www.politifact.com/factchecks/2016/aug/17/hillary-clinton/clinton-repeats-wrong-claim-no-other-2016-candidat/,64238,66727,,,,,,
snopes_034,Snopes,genuine,A customer closed out his million-dollar account after his bank refused to validate a 50-cent parking ticket.,genuine,true,true,['banking'],17,True,1,1.0,0,1998-12-31T00:00:00,https://www.snopes.com/fact-check/barrier-bank-parking/,99342,102812,,,,,,
snopes_034,Snopes,misleading,"Sharonda Banks, 28, of Newark, New Jersey died after a maggot-infested weave was sewn into her scalp.",misleading,false,false,['banking'],17,True,1,1.0,0,2016-07-12T00:00:00,https://www.snopes.com/fact-check/maggot-infested-weave/,93705,97115,,,,,,
politifact_195,PolitiFact,genuine,"The deficit this year could pay ""all of the 2013 salaries of every professional baseball player for the next 248 years.""",genuine,true,true,"['deficit', 'employment']",21,True,1,0.3333333333333333,3,2013-11-18T00:00:00,https://www.politifact.com/factchecks/2013/nov/18/kelly-ayotte/ayotte-compares-size-federal-deficit-baseball-sala/,66882,69379,,,,,,
politifact_195,PolitiFact,misleading,"Says in the 2012 State of the Union address, President Obama ""didn't even mention the deficit or debt.""",misleading,pants-fire,false,"['debt', 'deficit']",18,True,1,0.3333333333333333,3,2012-03-05T00:00:00,https://www.politifact.com/factchecks/2012/mar/05/mitt-romney/mitt-romney-says-president-ignored-debt-problems-s/,68741,71242,,,,,,
snopes_051,Snopes,genuine,The number on a sample Social Security card distributed in wallets sold through Woolworth stores was used by thousands of people.,genuine,true,true,['pension'],21,True,1,1.0,1,1999-04-13T07:17:54,https://www.snopes.com/fact-check/the-woolworth-card/,99280,102750,,,,,,
snopes_051,Snopes,misleading,"A large increase in the size of Social Security benefits provided to seniors occurring in 2023 came about ""through President Biden's leadership.""",misleading,false,false,['pension'],22,True,1,1.0,1,2022-11-02T23:12:13,https://www.snopes.com/fact-check/biden-increase-social-security/,83552,86640,,,,,,
factcheckzw_001,FactCheckZW,genuine,"Yes, 80% of jobs are in the informal economy",genuine,true,true,['macroeconomy'],9,True,1,1.0,0,2023-03-31T10:58:01,https://factcheckzw.org/yes-80-of-jobs-are-in-the-informal-economy/,30666,29791,,,,,,
factcheckzw_001,FactCheckZW,misleading,Checking two rally claims on economy by President Mnangagwa,misleading,false,false,['macroeconomy'],9,True,1,1.0,0,2023-07-04T08:34:38,https://factcheckzw.org/checking-two-rally-claims-on-economy-by-president-mnangagwa/,30650,29775,,,,,,
africa_check_007,Africa Check,genuine,"""The unemployment rate we now have is at its highest ever.""",genuine,correct,true,['employment'],11,True,1,1.0,0,2022-01-27T00:00:00,https://africacheck.org/fact-checks/reports/highest-ever-unemployment-rate-fact-checking-two-claims-ancs-110th-birthday,19021,17089,,,,,,
africa_check_007,Africa Check,misleading,South African prisoners to earn salary? Facebook post copied from satire,misleading,false,false,['employment'],11,True,1,1.0,0,2019-05-02T00:00:00,https://africacheck.org/fact-checks/meta-programme-fact-checks/south-african-prisoners-earn-salary-facebook-post-copied,16480,14491,,,,,,
politifact_111,PolitiFact,genuine,"""The majority support the minimum wage.""",genuine,true,true,['employment'],6,True,1,1.0,1,2014-03-16T00:00:00,https://www.politifact.com/factchecks/2014/mar/16/katrina-vanden-heuvel/do-most-americans-favor-hike-minimum-wage/,66573,69070,,,,,,
politifact_111,PolitiFact,misleading,"""Minimum wage = $16,000/year CEO-Goldman Sachs $16,000/Hour.""",misleading,false,false,['employment'],7,True,1,1.0,1,2011-10-26T00:00:00,https://www.politifact.com/factchecks/2011/oct/26/occupy-providence/occupy-providence-protester-says-goldman-sachs-ceo/,69181,71682,,,,,,
snopes_062,Snopes,genuine,A ship named HMS <i>Romney</i> was once used to help enforce import duties on the British North American colonies.,genuine,true,true,['trade'],19,True,1,1.0,3,2012-08-06T17:11:00,https://www.snopes.com/fact-check/warship-hms-romney/,96206,99661,,,,,,
snopes_062,Snopes,misleading,Japan renamed a town 'Usa' so that it could legitimately stamp its exports 'Made in USA.',misleading,false,false,['trade'],16,True,1,1.0,3,2000-09-26T00:00:00,https://www.snopes.com/fact-check/made-in-usa/,98933,102402,,,,,,
