claimID,claim,label,claimURL,reason,categories,speaker,checker,tags,article title,publish date,climate,entities,original_split,claim_normalised,categories_list,tags_list,category_text,tag_text,metadata_text,word_count,factcheck_domain,finance_metadata_match,label_normalised,metadata_normalised,is_question,specific_finance_metadata,generic_business_metadata,finance_text_support,campaign_finance_only,finance_selection_reason,binary_label_name
abbc-00264,"The Government has proposed a 10-year program of business tax cuts, beginning with a cut to a 27.5 per cent rate for companies with an annual turnover of less than $2 million.",in-between,http://www.abc.net.au/news/2016-06-29/fact-check-labor-on-corporate-tax-cuts/7549754,"Mr Turnbull's claim is close to the mark. The Labor Party cut company tax when it was in government between 1983 and 1996. At the 2010 election, the Gillard Labor government promised to cut company tax if re-elected. When in government, senior members of the Labor Party including Bill Shorten made the same sorts of arguments that the current Government is making about company tax cuts: that they boost investment and job creation and make Australia competitive with other nations. Mr Shorten himself criticised a proposal from the Greens that would have seen the money for ""big business"" tax cuts diverted to health and welfare spending. Today's Labor Opposition does not merely argue that company tax cuts are unaffordable. It now ridicules the whole concept as ""wasteful"", ""flawed"", ""trickle down economics"" and a ""giveaway"" that will have a ""negligible effect on job creation"". The Gillard government argued that its tax cuts were affordable over the forward estimates, paid for by proceeds from the Minerals Resource Rent Tax in the context of a budget that was to return to surplus by 2013. Similarly, the current Coalition Government says that its tax cuts are affordable over the forward estimates. It bases its calculations on assumptions and projections that may ultimately prove as inaccurate as those relied on by the Gillard government."," ['tax', 'federal-elections', 'turnbull-malcolm', 'liberals', 'australia']",,,"['tax', 'federal-elections', 'turnbull-malcolm', 'liberals', 'australia']",Fact check: Did Labor previously make the same arguments as the Government on company tax?,"Wed 29 Jun 2016, 10:10am",,['None'],train,the government has proposed a 10 year program of business tax cuts beginning with a cut to a 27 5 per cent rate for companies with an annual turnover of less than 2 million,"['tax', 'federal-elections', 'turnbull-malcolm', 'liberals', 'australia']","['tax', 'federal-elections', 'turnbull-malcolm', 'liberals', 'australia']",tax | federal-elections | turnbull-malcolm | liberals | australia,tax | federal-elections | turnbull-malcolm | liberals | australia,tax | federal-elections | turnbull-malcolm | liberals | australia | tax | federal-elections | turnbull-malcolm | liberals | australia,32,www.abc.net.au,True,in-between,tax | federal-elections | turnbull-malcolm | liberals | australia | tax | federal-elections | turnbull-malcolm | liberals | australia,False,True,False,True,False,specific_finance_metadata,
farg-00265,"Claims that ""hundreds of thousands of jobs [would] disappear"" as a result of Hillary Clinton's proposal to raise taxes.",false,https://www.factcheck.org/2016/08/trumps-two-americas/,,the-factcheck-wire,Donald Trump,Brooks Jackson,"['2016 TV Ad', 'jobs']",Trump’s ‘Two Americas’,"August 31, 2016","[' In a TV ad – Monday, August 29, 2016 ']",['None'],train,claims that hundreds of thousands of jobs would disappear as a result of hillary clinton s proposal to raise taxes,['the-factcheck-wire'],"['2016 TV Ad', 'jobs']",the-factcheck-wire,2016 TV Ad | jobs,the-factcheck-wire | 2016 tv ad | jobs,19,www.factcheck.org,True,false,the-factcheck-wire | 2016 tv ad | jobs,False,True,False,True,False,specific_finance_metadata,misleading
vees-00434,"Referring to private contractors and their salaries, the President said: “...Unang-una ‘yung sweldo nila, malalaki (First of all, their salaries are huge.) They award to each other millions and even… This has to stop.”",none,http://verafiles.org/articles/vera-files-fact-check-how-much-does-president-duterte-earn-m-1,"When he assumed the presidency in July last year, Duterte’s basic monthly salary was P165,752 until December 2016. The president understated his salary by P35,752.",,,,"Duterte,Wealth,Salary",VERA FILES FACT CHECK: How much does President Duterte earn monthly?,"April 11, 2017",,['None'],train,referring to private contractors and their salaries the president said unang una yung sweldo nila malalaki first of all their salaries are huge they award to each other millions and even this has to stop,[],"['Duterte', 'Wealth', 'Salary']",,Duterte | Wealth | Salary, | duterte | wealth | salary,34,verafiles.org,True,none, | duterte | wealth | salary,False,True,False,False,False,specific_finance_metadata,
abbc-00050,Treasurer Joe Hockey says Australian income tax rates are a disincentive to earn.,in-the-red,http://www.abc.net.au/news/2015-02-04/hockey-tax/6066142,,"['federal-government', 'tax', 'australia']",,,"['federal-government', 'tax', 'australia']",Fact check: Joe Hockey's claim that people work half the year to pay income tax incorrect,"Wed 4 Feb 2015, 4:25am",,"['Australia', 'Joe_Hockey']",train,treasurer joe hockey says australian income tax rates are a disincentive to earn,"['federal-government', 'tax', 'australia']","['federal-government', 'tax', 'australia']",federal-government | tax | australia,federal-government | tax | australia,federal-government | tax | australia | federal-government | tax | australia,13,www.abc.net.au,True,in-the-red,federal-government | tax | australia | federal-government | tax | australia,False,True,False,True,False,specific_finance_metadata,
para-00107,Rio Tinto last year made a $9 billion profit from mining Pilbara iron ore and paid no minerals resource rent tax.,true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/18/scott-ludlam/rio-tinto-paid-no-minerals-resource-rent-tax-last/index.html,,"['Mining', 'Tax']",Scott Ludlam,"David Humphries, Peter Fray",,Rio Tinto paid no Minerals Resource Rent Tax over the last financial year: Ludlam,"Thursday, July 18, 2013 at 12:51 p.m.",,"['Rio_Tinto_Group', 'Pilbara']",train,rio tinto last year made a 9 billion profit from mining pilbara iron ore and paid no minerals resource rent tax,"['Mining', 'Tax']",[],Mining | Tax,,mining | tax | ,21,pandora.nla.gov.au,True,true,mining | tax | ,False,True,True,True,False,specific_finance_metadata,genuine
snes-06298,A bank employee embezzled a large sum by stealing small amounts of money from many different accounts.,legend,https://www.snopes.com/fact-check/the-salami-technique/,,Business,,David Mikkelson,,The Salami Embezzlement Technique,22 February 2001,,['None'],train,a bank employee embezzled a large sum by stealing small amounts of money from many different accounts,['Business'],[],Business,,business | ,17,www.snopes.com,True,legend,business | ,False,False,True,True,False,generic_business_plus_finance_text,
abbc-00164,"On September 4, 2013, the Liberal Party promised that, if elected, ""a Coalition government will establish a new 'seniors employment incentive payment' of $3,250 for employers that hire mature workers aged 50 or older and keep them on for at least six months.""",in-the-green,http://www.abc.net.au/news/2014-07-27/establish-a-seniors-employment-incentive-payment-promise-check/5525944,,"['community-and-society', 'federal-government', 'work', 'unemployment', 'liberals', 'australia']",,,"['community-and-society', 'federal-government', 'work', 'unemployment', 'liberals', 'australia']","Promise check: Establish a seniors employment incentive payment of $3,250","Sun 8 May 2016, 7:37am",,"['Coalition_(Australia)', 'Liberal_Party_of_Australia']",train,on september 4 2013 the liberal party promised that if elected a coalition government will establish a new seniors employment incentive payment of 3 250 for employers that hire mature workers aged 50 or older and keep them on for at least six months,"['community-and-society', 'federal-government', 'work', 'unemployment', 'liberals', 'australia']","['community-and-society', 'federal-government', 'work', 'unemployment', 'liberals', 'australia']",community-and-society | federal-government | work | unemployment | liberals | australia,community-and-society | federal-government | work | unemployment | liberals | australia,community-and-society | federal-government | work | unemployment | liberals | australia | community-and-society | federal-government | work | unemployment | liberals | australia,43,www.abc.net.au,True,in-the-green,community-and-society | federal-government | work | unemployment | liberals | australia | community-and-society | federal-government | work | unemployment | liberals | australia,False,True,False,True,False,specific_finance_metadata,
abbc-00337,"The claim: Tony Abbott says India has an ""absolutely impeccable record"" when it comes to nuclear non-proliferation.",in-between,http://www.abc.net.au/news/2014-09-24/tony-abbott-india-uranium-record-fact-check/5736514,"The claim: Tony Abbott says India has an ""absolutely impeccable record"" when it comes to nuclear non-proliferation.","['uranium-mining', 'industry', 'business-economics-and-finance', 'world-politics', 'government-and-politics', 'federal-government', 'nuclear-issues', 'nuclear-energy', 'alternative-energy', 'environment', 'abbott-tony', 'liberals', 'australia', 'india']",,,"['uranium-mining', 'industry', 'business-economics-and-finance', 'world-politics', 'government-and-politics', 'federal-government', 'nuclear-issues', 'nuclear-energy', 'alternative-energy', 'environment', 'abbott-tony', 'liberals', 'australia', 'india']",Fact check: Tony Abbott exaggerating India's 'absolutely impeccable record' on nuclear non-proliferation,"Tue 23 Sep 2014, 11:00pm",,"['Tony_Abbott', 'India']",train,the claim tony abbott says india has an absolutely impeccable record when it comes to nuclear non proliferation,"['uranium-mining', 'industry', 'business-economics-and-finance', 'world-politics', 'government-and-politics', 'federal-government', 'nuclear-issues', 'nuclear-energy', 'alternative-energy', 'environment', 'abbott-tony', 'liberals', 'australia', 'india']","['uranium-mining', 'industry', 'business-economics-and-finance', 'world-politics', 'government-and-politics', 'federal-government', 'nuclear-issues', 'nuclear-energy', 'alternative-energy', 'environment', 'abbott-tony', 'liberals', 'australia', 'india']",uranium-mining | industry | business-economics-and-finance | world-politics | government-and-politics | federal-government | nuclear-issues | nuclear-energy | alternative-energy | environment | abbott-tony | liberals | australia | india,uranium-mining | industry | business-economics-and-finance | world-politics | government-and-politics | federal-government | nuclear-issues | nuclear-energy | alternative-energy | environment | abbott-tony | liberals | australia | india,uranium-mining | industry | business-economics-and-finance | world-politics | government-and-politics | federal-government | nuclear-issues | nuclear-energy | alternative-energy | environment | abbott-tony | liberals | australia | india | uranium-mining | industry | business-economics-and-finance | world-politics | government-and-politics | federal-government | nuclear-issues | nuclear-energy | alternative-energy | environment | abbott-tony | liberals | australia | india,17,www.abc.net.au,True,in-between,uranium-mining | industry | business-economics-and-finance | world-politics | government-and-politics | federal-government | nuclear-issues | nuclear-energy | alternative-energy | environment | abbott-tony | liberals | australia | india | uranium-mining | industry | business-economics-and-finance | world-politics | government-and-politics | federal-government | nuclear-issues | nuclear-energy | alternative-energy | environment | abbott-tony | liberals | australia | india,False,True,True,False,False,specific_finance_metadata,
snes-06323,Payment of U.S. federal income taxes is voluntary.,false,https://www.snopes.com/fact-check/is-income-tax-voluntary/,,Business,,David Mikkelson,,Is Payment of Income Taxes Voluntary?,14 April 2010,,['United_States'],train,payment of u s federal income taxes is voluntary,['Business'],[],Business,,business | ,8,www.snopes.com,True,false,business | ,False,False,True,True,False,generic_business_plus_finance_text,misleading
abbc-00042,The claim: Treasurer Joe Hockey and Prime Minister Tony Abbott say they need the agreement of the states and territories to remove the GST from tampons and pads.,in-the-red,http://www.abc.net.au/news/2015-05-27/how-does-scrapping-the-gst-on-tampons-work/6500774,The claim: Treasurer Joe Hockey and Prime Minister Tony Abbott say they need the agreement of the states and territories to remove the GST from tampons and pads.,"['government-and-politics', 'tax', 'abbott-tony', 'hockey-joe', 'liberals', 'states-and-territories', 'australia']",,,"['government-and-politics', 'tax', 'abbott-tony', 'hockey-joe', 'liberals', 'states-and-territories', 'australia']",Fact check: How can the GST on tampons be scrapped?,"Thu 3 Mar 2016, 1:42am",,"['Tony_Abbott', 'Joe_Hockey']",train,the claim treasurer joe hockey and prime minister tony abbott say they need the agreement of the states and territories to remove the gst from tampons and pads,"['government-and-politics', 'tax', 'abbott-tony', 'hockey-joe', 'liberals', 'states-and-territories', 'australia']","['government-and-politics', 'tax', 'abbott-tony', 'hockey-joe', 'liberals', 'states-and-territories', 'australia']",government-and-politics | tax | abbott-tony | hockey-joe | liberals | states-and-territories | australia,government-and-politics | tax | abbott-tony | hockey-joe | liberals | states-and-territories | australia,government-and-politics | tax | abbott-tony | hockey-joe | liberals | states-and-territories | australia | government-and-politics | tax | abbott-tony | hockey-joe | liberals | states-and-territories | australia,28,www.abc.net.au,True,in-the-red,government-and-politics | tax | abbott-tony | hockey-joe | liberals | states-and-territories | australia | government-and-politics | tax | abbott-tony | hockey-joe | liberals | states-and-territories | australia,False,True,False,False,False,specific_finance_metadata,
abbc-00141,"The claim: New South Wales Premier Mike Baird says the average rate of GST across OECD nations is around 20 per cent, and Australia's GST is ""right down the bottom"".",in-the-green,http://www.abc.net.au/news/2015-07-30/fact-check-rate-of-gst/6650406,"The claim: New South Wales Premier Mike Baird says the average rate of GST across OECD nations is around 20 per cent, and Australia's GST is ""right down the bottom"".","['government-and-politics', 'tax', 'federal---state-issues', 'australia']",,,"['government-and-politics', 'tax', 'federal---state-issues', 'australia']",Fact check: Do Australians pay less GST than people in other OECD nations?,"Mon 3 Aug 2015, 2:23am",,"['Australia', 'New_South_Wales', 'Goods_and_Services_Tax_(Australia)']",train,the claim new south wales premier mike baird says the average rate of gst across oecd nations is around 20 per cent and australia s gst is right down the bottom,"['government-and-politics', 'tax', 'federal---state-issues', 'australia']","['government-and-politics', 'tax', 'federal---state-issues', 'australia']",government-and-politics | tax | federal---state-issues | australia,government-and-politics | tax | federal---state-issues | australia,government-and-politics | tax | federal---state-issues | australia | government-and-politics | tax | federal---state-issues | australia,30,www.abc.net.au,True,in-the-green,government-and-politics | tax | federal---state-issues | australia | government-and-politics | tax | federal---state-issues | australia,False,True,False,False,False,specific_finance_metadata,
para-00106,Kevin Rudd’s carbon tax will cost the average household more than $3000 over the six years from mid-2014.,mostly true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/18/greg-hunt/how-much-will-floating-carbon-price-cost-australia/index.html,,"['Carbon Tax', 'Economy', 'Environment']",Greg Hunt,"Michael Koziol, David Humphries",,How much will a floating carbon price cost Australian households?,"Thursday, July 18, 2013 at 3:21 p.m.",,['None'],train,kevin rudd s carbon tax will cost the average household more than 3000 over the six years from mid 2014,"['Carbon Tax', 'Economy', 'Environment']",[],Carbon Tax | Economy | Environment,,carbon tax | economy | environment | ,18,pandora.nla.gov.au,True,mostly true,carbon tax | economy | environment | ,False,True,False,True,False,specific_finance_metadata,genuine
abbc-00377,"Liberal leader Tony Abbott said on May 9, 2013 that a Coalition government would ""end the frustration of Central Coast motorists and get the missing F3 to M2 link underway"".",in-between,http://www.abc.net.au/news/2014-07-27/405-million-for-northconnex-in-sydney/5576588,,"['road-transport', 'industry', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'federal-government', 'sydney-2000', 'australia', 'nsw']",,,"['road-transport', 'industry', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'federal-government', 'sydney-2000', 'australia', 'nsw']","Promise check: $405 million to get the ""missing motorway link"" in Sydney's north underway","Sun 8 May 2016, 7:37am",,"['Tony_Abbott', 'Coalition_(Australia)']",train,liberal leader tony abbott said on may 9 2013 that a coalition government would end the frustration of central coast motorists and get the missing f3 to m2 link underway,"['road-transport', 'industry', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'federal-government', 'sydney-2000', 'australia', 'nsw']","['road-transport', 'industry', 'business-economics-and-finance', 'abbott-tony', 'liberals', 'federal-government', 'sydney-2000', 'australia', 'nsw']",road-transport | industry | business-economics-and-finance | abbott-tony | liberals | federal-government | sydney-2000 | australia | nsw,road-transport | industry | business-economics-and-finance | abbott-tony | liberals | federal-government | sydney-2000 | australia | nsw,road-transport | industry | business-economics-and-finance | abbott-tony | liberals | federal-government | sydney-2000 | australia | nsw | road-transport | industry | business-economics-and-finance | abbott-tony | liberals | federal-government | sydney-2000 | australia | nsw,30,www.abc.net.au,True,in-between,road-transport | industry | business-economics-and-finance | abbott-tony | liberals | federal-government | sydney-2000 | australia | nsw | road-transport | industry | business-economics-and-finance | abbott-tony | liberals | federal-government | sydney-2000 | australia | nsw,False,True,True,False,False,specific_finance_metadata,
para-00141,Every illegal boat is costing you $12.8 million.,mostly true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/25/liberal-party-australia/liberal-party-says-every-illegal-boat-costing-128-/index.html,,"['Asylum Seekers', 'Budget', 'Campaign ads', 'Immigration']",Liberal Party of Australia,"Chris Pash, Peter Fray, Su-Lin Tan",,"Liberal Party says every ""illegal boat"" is costing Australians $12.8 million","Tuesday, June 25, 2013 at 10:39 a.m.",,['None'],train,every illegal boat is costing you 12 8 million,"['Asylum Seekers', 'Budget', 'Campaign ads', 'Immigration']",[],Asylum Seekers | Budget | Campaign ads | Immigration,,asylum seekers | budget | campaign ads | immigration | ,8,pandora.nla.gov.au,True,mostly true,asylum seekers | budget | campaign ads | immigration | ,False,True,False,False,False,specific_finance_metadata,genuine
para-00140,There are more Australians in work today than there have been at any time in our nation’s history.,half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jun/25/stephen-jones/labor-says-more-people-are-full-time-jobs-now-ever/index.html,,"['Economy', 'Employment']",Stephen Jones,"Su-Lin Tan, David Humphries, Peter Fray",,Labor says more people are in full-time jobs now than ever before,"Tuesday, June 25, 2013 at 2:53 p.m.",,['None'],train,there are more australians in work today than there have been at any time in our nation s history,"['Economy', 'Employment']",[],Economy | Employment,,economy | employment | ,18,pandora.nla.gov.au,True,half-true,economy | employment | ,False,True,False,False,False,specific_finance_metadata,
farg-00192,Described the estimated 2.6 percent growth in the nation’s real gross domestic product for the second quarter of 2017 as “a number that nobody thought they’d see for a long period of time.”,false,https://www.factcheck.org/2017/08/trumps-gdp-puffery/,,the-factcheck-wire,Donald Trump,Robert Farley,['economy'],Trump’s GDP Puffery,"August 1, 2017","[' Cabinet meeting at the White House – Monday, July 31, 2017 ']",['None'],train,described the estimated 2 6 percent growth in the nation s real gross domestic product for the second quarter of 2017 as a number that nobody thought they d see for a long period of time,['the-factcheck-wire'],['economy'],the-factcheck-wire,economy,the-factcheck-wire | economy,33,www.factcheck.org,True,false,the-factcheck-wire | economy,False,True,False,True,False,specific_finance_metadata,misleading
tron-02692,The killer who uses a $5 bill to lure victims,fiction!,https://www.truthorfiction.com/cashkiller/,,money-financial,,,,The killer who uses a $5 bill to lure victims,"Mar 17, 2015",,['None'],train,the killer who uses a 5 bill to lure victims,['money-financial'],[],money-financial,,money-financial | ,10,www.truthorfiction.com,True,fiction!,money-financial | ,False,True,False,False,False,specific_finance_metadata,misleading
abbc-00190,The claim: Ged Kearney says wages in Australia have been at their lowest rate of growth in decades and labour productivity is the highest it's been in decades.,in-the-green,http://www.abc.net.au/news/2014-02-06/ged-kearney-wages-productivity-claim-overstated/5227450,The claim: Ged Kearney says wages in Australia have been at their lowest rate of growth in decades and labour productivity is the highest it's been in decades.,"['business-economics-and-finance', 'economic-trends', 'federal-government', 'unions', 'australia']",,,"['business-economics-and-finance', 'economic-trends', 'federal-government', 'unions', 'australia']","How fast are wages, productivity really growing in Australia?","Mon 3 Mar 2014, 12:05am",,['Australia'],train,the claim ged kearney says wages in australia have been at their lowest rate of growth in decades and labour productivity is the highest it s been in decades,"['business-economics-and-finance', 'economic-trends', 'federal-government', 'unions', 'australia']","['business-economics-and-finance', 'economic-trends', 'federal-government', 'unions', 'australia']",business-economics-and-finance | economic-trends | federal-government | unions | australia,business-economics-and-finance | economic-trends | federal-government | unions | australia,business-economics-and-finance | economic-trends | federal-government | unions | australia | business-economics-and-finance | economic-trends | federal-government | unions | australia,28,www.abc.net.au,True,in-the-green,business-economics-and-finance | economic-trends | federal-government | unions | australia | business-economics-and-finance | economic-trends | federal-government | unions | australia,False,True,True,True,False,specific_finance_metadata,
vees-00066,"Asked about the 6.4 percent inflation rate in August, Panelo on Sept. 7 told CNN Philippines’ Cherie Mercado the figure is wrong and partly blamed the media. He said:",none,http://verafiles.org/articles/vera-files-fact-check-panelo-mixes-inflation-figures,"Panelo confused the year-on-year inflation rate which indeed surged 6.4 percent in August, with the 4.8 percent year-to-date inflation rate.",,,,"Panelo,inflation",VERA FILES FACT CHECK: Panelo mixes up inflation figures,"September 09, 2018",,['None'],train,asked about the 6 4 percent inflation rate in august panelo on sept 7 told cnn philippines cherie mercado the figure is wrong and partly blamed the media he said,[],"['Panelo', 'inflation']",,Panelo | inflation, | panelo | inflation,29,verafiles.org,True,none, | panelo | inflation,False,True,False,True,False,specific_finance_metadata,
abbc-00166,"In 2011, the former Labor government introduced the ""Future of Financial Advice"" (FOFA) reforms after a series of financial collapses. Some in the financial planning industry suggested Labor's reforms went too far, adding costs and complexity to businesses which they then passed on to consumers.",in-the-green,http://www.abc.net.au/news/2014-07-27/future-of-financial-advice-reforms-promise-check/5566446,,"['consumer-finance', 'business-economics-and-finance', 'federal-government', 'liberals', 'australia']",,,"['consumer-finance', 'business-economics-and-finance', 'federal-government', 'liberals', 'australia']",Promise check: Amend Future of Financial Advice (FOFA) legislation,"Sun 8 May 2016, 7:37am",,['Australian_Labor_Party'],train,in 2011 the former labor government introduced the future of financial advice fofa reforms after a series of financial collapses some in the financial planning industry suggested labor s reforms went too far adding costs and complexity to businesses which they then passed on to consumers,"['consumer-finance', 'business-economics-and-finance', 'federal-government', 'liberals', 'australia']","['consumer-finance', 'business-economics-and-finance', 'federal-government', 'liberals', 'australia']",consumer-finance | business-economics-and-finance | federal-government | liberals | australia,consumer-finance | business-economics-and-finance | federal-government | liberals | australia,consumer-finance | business-economics-and-finance | federal-government | liberals | australia | consumer-finance | business-economics-and-finance | federal-government | liberals | australia,45,www.abc.net.au,True,in-the-green,consumer-finance | business-economics-and-finance | federal-government | liberals | australia | consumer-finance | business-economics-and-finance | federal-government | liberals | australia,False,True,True,False,False,specific_finance_metadata,
para-00178,The budget papers reveal that Australia's gross debt will breach Labor's $300 billion debt ceiling within the forward estimates.,mostly false,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/15/joe-hockey/does-budget-say-labor-will-breach-300-billion-debt/index.html,,"['Budget', 'Debt', 'Economy']",Joe Hockey,"David Humphries, Alix Piatek, Peter Fray",,Does the budget say Labor will breach the $300 billion debt ceiling?,"Wednesday, May 15, 2013 at 8:18 p.m.",,['Australia'],train,the budget papers reveal that australia s gross debt will breach labor s 300 billion debt ceiling within the forward estimates,"['Budget', 'Debt', 'Economy']",[],Budget | Debt | Economy,,budget | debt | economy | ,19,pandora.nla.gov.au,True,mostly false,budget | debt | economy | ,False,True,False,True,False,specific_finance_metadata,misleading
abbc-00118,"In a blistering response to the 2018 federal budget, charity group World Vision slammed the Federal Government for ""continuing Australia's darkest era of aid cuts and further letting down the world's most vulnerable"".",in-the-green,http://www.abc.net.au/news/2018-05-25/fact-check-has-foreign-aid-budget-been-cut-five-years-running/9783098,"Ms Anderson's claim is correct. Across the five financial years from 2014-15 to 2018-19, the aid budget has been cut twice in nominal terms. And while data from the Department of Foreign Affairs and Trade shows that nominal aid spending increased marginally in the other three budget years, these gains disappear after inflation is taken into account. This equates to a real cut in all five budget years. Experts told Fact Check that the Consumer Price Index was a reasonable way to measure inflation in the context of Australian aid spending. Based on this, Fact Check calculates that, from year to year, aid spending was cut in real terms by as little as 0.2 per cent and by as much as 17.7 per cent. According to ANU's Development Policy Centre, which publishes the aid figures in 2018 dollars, this equates to an $8 million cut in 2018-19 and a $953 million cut in 2015-16.","['government-and-politics', 'budget', 'foreign-affairs', 'foreign-aid', 'australia']",,,"['government-and-politics', 'budget', 'foreign-affairs', 'foreign-aid', 'australia']",Fact check: Has the foreign aid budget been cut five years in a row?,"Thu 12 Jul 2018, 2:41am",,['Australia'],train,in a blistering response to the 2018 federal budget charity group world vision slammed the federal government for continuing australia s darkest era of aid cuts and further letting down the world s most vulnerable,"['government-and-politics', 'budget', 'foreign-affairs', 'foreign-aid', 'australia']","['government-and-politics', 'budget', 'foreign-affairs', 'foreign-aid', 'australia']",government-and-politics | budget | foreign-affairs | foreign-aid | australia,government-and-politics | budget | foreign-affairs | foreign-aid | australia,government-and-politics | budget | foreign-affairs | foreign-aid | australia | government-and-politics | budget | foreign-affairs | foreign-aid | australia,33,www.abc.net.au,True,in-the-green,government-and-politics | budget | foreign-affairs | foreign-aid | australia | government-and-politics | budget | foreign-affairs | foreign-aid | australia,False,True,False,True,False,specific_finance_metadata,
abbc-00157,The claim: Mathias Cormann says Labor is opposing $5 billion in savings that it initiated when it was in government.,in-the-green,http://www.abc.net.au/news/2014-08-28/labor-blocking-five-billion-of-own-savings-measures/5684750,The claim: Mathias Cormann says Labor is opposing $5 billion in savings that it initiated when it was in government.,"['federal-government', 'budget', 'education', 'business-economics-and-finance', 'tax', 'liberals', 'government-and-politics', 'australia']",,,"['federal-government', 'budget', 'education', 'business-economics-and-finance', 'tax', 'liberals', 'government-and-politics', 'australia']",Fact check: Labor blocking $5 billion of its own savings measures,"Thu 28 Aug 2014, 5:18am",,['None'],train,the claim mathias cormann says labor is opposing 5 billion in savings that it initiated when it was in government,"['federal-government', 'budget', 'education', 'business-economics-and-finance', 'tax', 'liberals', 'government-and-politics', 'australia']","['federal-government', 'budget', 'education', 'business-economics-and-finance', 'tax', 'liberals', 'government-and-politics', 'australia']",federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia,federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia,federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia | federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia,20,www.abc.net.au,True,in-the-green,federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia | federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia,False,True,True,False,False,specific_finance_metadata,
abbc-00085,"As Tasmania's March 15 election nears, the Government and Opposition are ramping up their rhetoric on jobs.",in-the-red,http://www.abc.net.au/news/2014-03-03/jobs-and-unemployment-whats-the-real-story-in-tasmania/5275438,,"['work', 'unemployment', 'federal---state-issues', 'states-and-territories', 'alp', 'greens', 'liberals', 'tas', 'australia', 'hobart-7000']",,,"['work', 'unemployment', 'federal---state-issues', 'states-and-territories', 'alp', 'greens', 'liberals', 'tas', 'australia', 'hobart-7000']",Jobs and unemployment: What's the real story in Tasmania?,"Thu 3 Apr 2014, 9:02am",,['None'],train,as tasmania s march 15 election nears the government and opposition are ramping up their rhetoric on jobs,"['work', 'unemployment', 'federal---state-issues', 'states-and-territories', 'alp', 'greens', 'liberals', 'tas', 'australia', 'hobart-7000']","['work', 'unemployment', 'federal---state-issues', 'states-and-territories', 'alp', 'greens', 'liberals', 'tas', 'australia', 'hobart-7000']",work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000,work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000,work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000 | work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000,17,www.abc.net.au,True,in-the-red,work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000 | work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000,False,True,False,False,False,specific_finance_metadata,
farg-00144,"The Republican tax plan in Congress ""is going to cost me a fortune"" in higher taxes.",none,https://www.factcheck.org/2017/11/trump-likely-benefits-tax-bills/,,the-factcheck-wire,Donald Trump,Lori Robertson,['Taxes'],Trump Likely Benefits from Tax Bills,"November 30, 2017","[' Speech in Missouri – Wednesday, November 29, 2017 ']","['United_States_Congress', 'Republican_Party_(United_States)']",train,the republican tax plan in congress is going to cost me a fortune in higher taxes,['the-factcheck-wire'],['Taxes'],the-factcheck-wire,Taxes,the-factcheck-wire | taxes,16,www.factcheck.org,True,none,the-factcheck-wire | taxes,False,True,False,True,False,specific_finance_metadata,
para-00110,"The Rudd-Gillard-Rudd government has increased the Canberra tourism bureaucracy by 248 per cent and cut the budget for Tourism Australia, the government’s overseas marketing agency, by $6 million.",false,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/15/bob-baldwin/budget-growing-and-bureaucracy-steady-tourism-aust/index.html,,"['Budget', 'Tourism']",Bob Baldwin,"Michael Koziol, David Humphries",,"Is tourism bureaucracy up, and its budget down?","Monday, July 15, 2013 at 5:19 p.m.",,['None'],train,the rudd gillard rudd government has increased the canberra tourism bureaucracy by 248 per cent and cut the budget for tourism australia the government s overseas marketing agency by 6 million,"['Budget', 'Tourism']",[],Budget | Tourism,,budget | tourism | ,28,pandora.nla.gov.au,True,false,budget | tourism | ,False,True,False,True,False,specific_finance_metadata,misleading
