claimID,claim,label,claimURL,reason,categories,speaker,checker,tags,article title,publish date,climate,entities,original_split,claim_normalised,categories_list,tags_list,category_text,tag_text,metadata_text,word_count,factcheck_domain,finance_metadata_match
snes-01686,A Harvard study proved that Apple purposely slows down its older model iPhones to coincide with device releases and to boost sales of new models.,mixture,https://www.snopes.com/fact-check/harvard-study-apple-iphones-sales-slows/,,Business,,Kim LaCapria,,Did a Harvard Study Prove That Apple Slows Down iPhones to Boost Sales of New Ones?,22 September 2017,,"['Apple_Inc.', 'Harvard_University']",train,a harvard study proved that apple purposely slows down its older model iphones to coincide with device releases and to boost sales of new models,['Business'],[],Business,,business | ,25,www.snopes.com,True
abbc-00157,The claim: Mathias Cormann says Labor is opposing $5 billion in savings that it initiated when it was in government.,in-the-green,http://www.abc.net.au/news/2014-08-28/labor-blocking-five-billion-of-own-savings-measures/5684750,The claim: Mathias Cormann says Labor is opposing $5 billion in savings that it initiated when it was in government.,"['federal-government', 'budget', 'education', 'business-economics-and-finance', 'tax', 'liberals', 'government-and-politics', 'australia']",,,"['federal-government', 'budget', 'education', 'business-economics-and-finance', 'tax', 'liberals', 'government-and-politics', 'australia']",Fact check: Labor blocking $5 billion of its own savings measures,"Thu 28 Aug 2014, 5:18am",,['None'],train,the claim mathias cormann says labor is opposing 5 billion in savings that it initiated when it was in government,"['federal-government', 'budget', 'education', 'business-economics-and-finance', 'tax', 'liberals', 'government-and-politics', 'australia']","['federal-government', 'budget', 'education', 'business-economics-and-finance', 'tax', 'liberals', 'government-and-politics', 'australia']",federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia,federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia,federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia | federal-government | budget | education | business-economics-and-finance | tax | liberals | government-and-politics | australia,20,www.abc.net.au,True
tron-00546,Cheerios Mailing Free Seeds to Save Birds,truth! & outdated!,https://www.truthorfiction.com/cheerios-mailing-free-seeds/,,business,,,"['environment', 'promotion']",Cheerios Mailing Free Seeds to Save Birds,"Mar 16, 2017",,['None'],train,cheerios mailing free seeds to save birds,['business'],"['environment', 'promotion']",business,environment | promotion,business | environment | promotion,7,www.truthorfiction.com,True
abbc-00085,"As Tasmania's March 15 election nears, the Government and Opposition are ramping up their rhetoric on jobs.",in-the-red,http://www.abc.net.au/news/2014-03-03/jobs-and-unemployment-whats-the-real-story-in-tasmania/5275438,,"['work', 'unemployment', 'federal---state-issues', 'states-and-territories', 'alp', 'greens', 'liberals', 'tas', 'australia', 'hobart-7000']",,,"['work', 'unemployment', 'federal---state-issues', 'states-and-territories', 'alp', 'greens', 'liberals', 'tas', 'australia', 'hobart-7000']",Jobs and unemployment: What's the real story in Tasmania?,"Thu 3 Apr 2014, 9:02am",,['None'],train,as tasmania s march 15 election nears the government and opposition are ramping up their rhetoric on jobs,"['work', 'unemployment', 'federal---state-issues', 'states-and-territories', 'alp', 'greens', 'liberals', 'tas', 'australia', 'hobart-7000']","['work', 'unemployment', 'federal---state-issues', 'states-and-territories', 'alp', 'greens', 'liberals', 'tas', 'australia', 'hobart-7000']",work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000,work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000,work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000 | work | unemployment | federal---state-issues | states-and-territories | alp | greens | liberals | tas | australia | hobart-7000,17,www.abc.net.au,True
snes-02293,A lawyer received a caustic response after complaining to the Cleveland Browns about fans' throwing paper airplanes during the team's home NFL games.,true,https://www.snopes.com/fact-check/cleveland-browns-letters/,,Business,,David Mikkelson,,Letter Exchange Between Law Firm and Cleveland Browns,19 January 2011,,"['Cleveland_Browns', 'National_Football_League']",train,a lawyer received a caustic response after complaining to the cleveland browns about fans throwing paper airplanes during the team s home nfl games,['Business'],[],Business,,business | ,23,www.snopes.com,True
farg-00144,"The Republican tax plan in Congress ""is going to cost me a fortune"" in higher taxes.",none,https://www.factcheck.org/2017/11/trump-likely-benefits-tax-bills/,,the-factcheck-wire,Donald Trump,Lori Robertson,['Taxes'],Trump Likely Benefits from Tax Bills,"November 30, 2017","[' Speech in Missouri – Wednesday, November 29, 2017 ']","['United_States_Congress', 'Republican_Party_(United_States)']",train,the republican tax plan in congress is going to cost me a fortune in higher taxes,['the-factcheck-wire'],['Taxes'],the-factcheck-wire,Taxes,the-factcheck-wire | taxes,16,www.factcheck.org,True
para-00110,"The Rudd-Gillard-Rudd government has increased the Canberra tourism bureaucracy by 248 per cent and cut the budget for Tourism Australia, the government’s overseas marketing agency, by $6 million.",false,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/15/bob-baldwin/budget-growing-and-bureaucracy-steady-tourism-aust/index.html,,"['Budget', 'Tourism']",Bob Baldwin,"Michael Koziol, David Humphries",,"Is tourism bureaucracy up, and its budget down?","Monday, July 15, 2013 at 5:19 p.m.",,['None'],train,the rudd gillard rudd government has increased the canberra tourism bureaucracy by 248 per cent and cut the budget for tourism australia the government s overseas marketing agency by 6 million,"['Budget', 'Tourism']",[],Budget | Tourism,,budget | tourism | ,28,pandora.nla.gov.au,True
snes-01330,"Retailers are using ""disappearing ink"" on receipts to limit or enforce a strict window on returns.",mostly false,https://www.snopes.com/fact-check/retailers-using-disappearing-ink-receipts-discourage-returns/,,Business,,Kim LaCapria,,Are Retailers Using ‘Disappearing Ink’ on Receipts to Discourage Returns?,14 December 2017,,['None'],train,retailers are using disappearing ink on receipts to limit or enforce a strict window on returns,['Business'],[],Business,,business | ,16,www.snopes.com,True
snes-05821,A clever consumer earned millions of miles of free air travel by taking advantage of a Healthy Choice pudding promotion.,true,https://www.snopes.com/fact-check/pudding-on-the-ritz/,,Business,,Snopes Staff,,Man Gets Millions of Air Travel Miles from Pudding Cups,1 May 2000,,['None'],train,a clever consumer earned millions of miles of free air travel by taking advantage of a healthy choice pudding promotion,['Business'],[],Business,,business | ,20,www.snopes.com,True
abbc-00380,"On August 28, 2013, Tony Abbott pledged $16 million towards upgrading the Cadbury chocolate factory in Hobart.",in-between,http://www.abc.net.au/news/2014-07-27/16m-to-factory-upgrades-at-hobart-cadbury-factory-promise-check/5447684,,"['liberals', 'federal-government', 'manufacturing', 'industry', 'business-economics-and-finance', 'abbott-tony', 'hobart-7000', 'tas', 'australia']",,,"['liberals', 'federal-government', 'manufacturing', 'industry', 'business-economics-and-finance', 'abbott-tony', 'hobart-7000', 'tas', 'australia']",Promise check: $16m towards upgrading Hobart's Cadbury factory,"Sun 8 May 2016, 7:37am",,"['Hobart', 'Tony_Abbott', 'Cadbury']",train,on august 28 2013 tony abbott pledged 16 million towards upgrading the cadbury chocolate factory in hobart,"['liberals', 'federal-government', 'manufacturing', 'industry', 'business-economics-and-finance', 'abbott-tony', 'hobart-7000', 'tas', 'australia']","['liberals', 'federal-government', 'manufacturing', 'industry', 'business-economics-and-finance', 'abbott-tony', 'hobart-7000', 'tas', 'australia']",liberals | federal-government | manufacturing | industry | business-economics-and-finance | abbott-tony | hobart-7000 | tas | australia,liberals | federal-government | manufacturing | industry | business-economics-and-finance | abbott-tony | hobart-7000 | tas | australia,liberals | federal-government | manufacturing | industry | business-economics-and-finance | abbott-tony | hobart-7000 | tas | australia | liberals | federal-government | manufacturing | industry | business-economics-and-finance | abbott-tony | hobart-7000 | tas | australia,17,www.abc.net.au,True
tron-00559,Washington Redskins Owner Dan Snyder Drops “Redskins” from Team Name,fiction!,https://www.truthorfiction.com/washington-redskins-owner-dan-snyder-drops-redskins-team-name/,,business,,,,Washington Redskins Owner Dan Snyder Drops “Redskins” from Team Name,"Apr 29, 2016",,['Washington_Redskins'],train,washington redskins owner dan snyder drops redskins from team name,['business'],[],business,,business | ,10,www.truthorfiction.com,True
abbc-00350,"On July 31, 2013, Tony Abbott promised that the Australian Building and Construction Commission would return to full operation within months of a Coalition government being elected.",in-between,http://www.abc.net.au/news/2014-07-27/restore-the-abcc-promise-check/5449090,,"['building-and-construction', 'industry', 'liberals', 'federal-government', 'business-economics-and-finance', 'australia']",,,"['building-and-construction', 'industry', 'liberals', 'federal-government', 'business-economics-and-finance', 'australia']",Promise check: Restore the Australian Building and Construction Commission,"Sun 8 May 2016, 7:37am",,"['Tony_Abbott', 'Coalition_(Australia)']",train,on july 31 2013 tony abbott promised that the australian building and construction commission would return to full operation within months of a coalition government being elected,"['building-and-construction', 'industry', 'liberals', 'federal-government', 'business-economics-and-finance', 'australia']","['building-and-construction', 'industry', 'liberals', 'federal-government', 'business-economics-and-finance', 'australia']",building-and-construction | industry | liberals | federal-government | business-economics-and-finance | australia,building-and-construction | industry | liberals | federal-government | business-economics-and-finance | australia,building-and-construction | industry | liberals | federal-government | business-economics-and-finance | australia | building-and-construction | industry | liberals | federal-government | business-economics-and-finance | australia,27,www.abc.net.au,True
tron-00572,"Claims about Cadbury, Other Certified Halal Products Sold in Australia",truth! & fiction!,https://www.truthorfiction.com/claims-about-cadbury-other-certified-halal-products-sold-in-australia/,,business,,,,"Claims about Cadbury, Other Certified Halal Products Sold in Australia","Sep 25, 2015",,['None'],train,claims about cadbury other certified halal products sold in australia,['business'],[],business,,business | ,10,www.truthorfiction.com,True
farg-00156,We lose ... almost all of the lawsuits in the WTO.,false,https://www.factcheck.org/2017/10/trump-wrong-wto-record/,,the-factcheck-wire,Donald Trump,Robert Farley,['trade'],Trump Wrong About WTO Record,"October 27, 2017","[' Fox Business Network interview – Wednesday, October 25, 2017 ']",['None'],train,we lose almost all of the lawsuits in the wto,['the-factcheck-wire'],['trade'],the-factcheck-wire,trade,the-factcheck-wire | trade,11,www.factcheck.org,True
snes-03494,"A phone number posted on a ""consumer watchdog"" site belongs to a college loan servicer.",false,https://www.snopes.com/fact-check/student-loan-forgiveness-scam/,,Business,,Arturo Garcia,,‘Student Loan Forgiveness’ Scam,22 November 2016,,['None'],train,a phone number posted on a consumer watchdog site belongs to a college loan servicer,['Business'],[],Business,,business | ,15,www.snopes.com,True
snes-00159,Gatorade bottles were designed with a built-in cap holder in the bottom.,false,https://www.snopes.com/fact-check/gatorade-bottles-cap-holder/,,Business,,Dan Evon,,Were Gatorade Bottles Designed with a Cap Holder on the Bottom?,28 August 2018,,['None'],train,gatorade bottles were designed with a built in cap holder in the bottom,['Business'],[],Business,,business | ,12,www.snopes.com,True
farg-00103,"We have no [trade] deficit [with Canada], but that doesn't include energy and timber. But when you do we lose $17 billion a year.",false,https://www.factcheck.org/2018/03/trumps-canadian-trade-tale/,,the-factcheck-wire,FactCheck.org,Eugene Kiely,['North American Free Trade Agreement'],Trump’s Canadian Trade Tale,"March 15, 2018",2018-03-15 22:59:13 UTC,['Canada'],train,we have no trade deficit with canada but that doesn t include energy and timber but when you do we lose 17 billion a year,['the-factcheck-wire'],['North American Free Trade Agreement'],the-factcheck-wire,North American Free Trade Agreement,the-factcheck-wire | north american free trade agreement,24,www.factcheck.org,True
tron-01455,Illinois Resident Patty Nye Blasts Senator Dick Durbin for Calling Seniors “Greediest Generation”,fiction!,https://www.truthorfiction.com/patty-nye-dick-durbin-greediest-generation/,,government,,,"['congress', 'seniors', 'social security']",Illinois Resident Patty Nye Blasts Senator Dick Durbin for Calling Seniors “Greediest Generation”,"Jun 6, 2018",,"['Dick_Durbin', 'Illinois']",train,illinois resident patty nye blasts senator dick durbin for calling seniors greediest generation,['government'],"['congress', 'seniors', 'social security']",government,congress | seniors | social security,government | congress | seniors | social security,13,www.truthorfiction.com,True
snes-04672,"A couple bought a ""Princess"" Beanie Baby worth £62,500 for just £10.",false,https://www.snopes.com/fact-check/beanie-baby-worth-thousands/,,Business,,David Mikkelson,,Couple Buys Limited Edition Beanie Baby Worth Thousands for £10,21 April 2015,,['None'],train,a couple bought a princess beanie baby worth 62 500 for just 10,['Business'],[],Business,,business | ,12,www.snopes.com,True
para-00170,"During the Howard years, real wealth per person more than doubled.",half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/may/22/tony-abbott/tony-abbott-says-real-wealth-person-mopre-doubled-/index.html,,"['Budget', 'Economy']",Tony Abbott,"Chris Pash, Su-Lin Tan, Peter Fray",,Tony Abbott says real wealth per person more than doubled during the Howard years,"Wednesday, May 22, 2013 at 11:44 a.m.",,['None'],train,during the howard years real wealth per person more than doubled,"['Budget', 'Economy']",[],Budget | Economy,,budget | economy | ,11,pandora.nla.gov.au,True
abbc-00284,Broad statement about public interest regulation in the the Preamble to the TPP.,in-between,http://www.abc.net.au/news/2016-02-05/can-poker-machine-manufacturers-sue-the-government-under-tpp/7101798,Broad statement about public interest regulation in the the Preamble to the TPP.,"['gambling', 'trade', 'law-crime-and-justice', 'international-law', 'globalisation---economy', 'business-economics-and-finance', 'australia', 'united-states']",,,"['gambling', 'trade', 'law-crime-and-justice', 'international-law', 'globalisation---economy', 'business-economics-and-finance', 'australia', 'united-states']",Fact check: Can a poker machine manufacturer use the TPP to challenge changes to gambling laws?,"Fri 5 Feb 2016, 6:03am",,['None'],train,broad statement about public interest regulation in the the preamble to the tpp,"['gambling', 'trade', 'law-crime-and-justice', 'international-law', 'globalisation---economy', 'business-economics-and-finance', 'australia', 'united-states']","['gambling', 'trade', 'law-crime-and-justice', 'international-law', 'globalisation---economy', 'business-economics-and-finance', 'australia', 'united-states']",gambling | trade | law-crime-and-justice | international-law | globalisation---economy | business-economics-and-finance | australia | united-states,gambling | trade | law-crime-and-justice | international-law | globalisation---economy | business-economics-and-finance | australia | united-states,gambling | trade | law-crime-and-justice | international-law | globalisation---economy | business-economics-and-finance | australia | united-states | gambling | trade | law-crime-and-justice | international-law | globalisation---economy | business-economics-and-finance | australia | united-states,13,www.abc.net.au,True
para-00118,"Cleaning up government regulation would save $12 billion a year and ""addressing areas of federal-state regulatory reform could boost our economy by $6 billion a year.""",true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/jul/09/tony-abbott/cleaning-government-red-tape-would-save-12-billion/index.html,,"['Economy', 'Regulation']",Tony Abbott,"David Humphries, Su-Lin Tan, Peter Fray",,Cleaning up government red tape would save $12 billion a year,"Tuesday, July 9, 2013 at 6:42 p.m.",,['None'],train,cleaning up government regulation would save 12 billion a year and addressing areas of federal state regulatory reform could boost our economy by 6 billion a year,"['Economy', 'Regulation']",[],Economy | Regulation,,economy | regulation | ,26,pandora.nla.gov.au,True
para-00083,Australian Government debt per head of population is one of the lowest across all the developed countries in the world.,true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/07/kevin-rudd/government-debt-australia-low-global-standards/index.html,,"['Budget', 'Debt', 'Economy']",Kevin Rudd,"Michael Koziol, Peter Fray",,Government debt in Australia is low by global standards,"Wednesday, August 7, 2013 at 6:27 p.m.",,['None'],train,australian government debt per head of population is one of the lowest across all the developed countries in the world,"['Budget', 'Debt', 'Economy']",[],Budget | Debt | Economy,,budget | debt | economy | ,20,pandora.nla.gov.au,True
abbc-00276,"Former prime minister Tony Abbott told Liberal Party members in Tasmania that Bill Shorten's Labor Opposition plans to bring in ""five new taxes"" if elected.",in-between,http://www.abc.net.au/news/2016-03-31/is-a-tobacco-excise-increase-a-workers-tax/7245264,"Mr Abbott's claim is spin. Mr Abbott used broad language, requiring Fact Check to make a number of assumptions. A ""worker"" is taken to be someone in a non-managerial job, with an income less than $70,000 a year. Statistics show that most smokers are ""workers"", and they will end up paying more tax. Because the increase will constitute a higher proportion of a ""worker's"" pay, it will have a greater impact on a ""worker's"" household budget than a higher income earner. But the data also shows that around 80 per cent of ""workers"" do not smoke and so will not be affected. Given smoking rates are higher among groups of people with other characteristics, such as being unemployed, on Mr Abbott's argument, tobacco excise increases could equally be described as an ""tax on the unemployed""."," ['tobacco', 'smoking', 'tax', 'liberals', 'abbott-tony', 'australia']",,,"['tobacco', 'smoking', 'tax', 'liberals', 'abbott-tony', 'australia']",Fact check: Is Labor's increased tobacco excise a 'workers tax'?,"Wed 29 Jun 2016, 2:33am",,"['Tony_Abbott', 'Bill_Shorten', 'Australian_Labor_Party', 'Tasmania', 'Liberal_Party_of_Australia']",train,former prime minister tony abbott told liberal party members in tasmania that bill shorten s labor opposition plans to bring in five new taxes if elected,"['tobacco', 'smoking', 'tax', 'liberals', 'abbott-tony', 'australia']","['tobacco', 'smoking', 'tax', 'liberals', 'abbott-tony', 'australia']",tobacco | smoking | tax | liberals | abbott-tony | australia,tobacco | smoking | tax | liberals | abbott-tony | australia,tobacco | smoking | tax | liberals | abbott-tony | australia | tobacco | smoking | tax | liberals | abbott-tony | australia,25,www.abc.net.au,True
para-00211,"Natural gas projects created 100,000 jobs last year and could create another 150,000 over the next 20 years.",half-true,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/21/australian-petroleum-production-and-exploration-as/were-cooking-gas-says-lobby-group/index.html,,"['Economy', 'Employment', 'Natural Gas']",Australian Petroleum Production and Exploration Association,"Michael Koziol, Peter Fray",,"We're cooking with gas, says lobby group","Wednesday, August 21, 2013 at 5:18 p.m.",,['None'],train,natural gas projects created 100 000 jobs last year and could create another 150 000 over the next 20 years,"['Economy', 'Employment', 'Natural Gas']",[],Economy | Employment | Natural Gas,,economy | employment | natural gas | ,18,pandora.nla.gov.au,True
thet-00046,I think people should be looking to the UK government and reflecting on the fact there has been lots of promises made to the Clyde but more often than not those promises are broken. It is only a couple of years ago that workers were being promised a frigate factory on the Clyde,mostly true,https://theferret.scot/sturgeon-indyref-shipbuilding-promises-broken/,,Arms trade Fact check ,First Minister Nicola Sturgeon,,,Sturgeon’s claim indyref shipbuilding promises were broken is Mostly True,"September 22, 2017",,['None'],train,i think people should be looking to the uk government and reflecting on the fact there has been lots of promises made to the clyde but more often than not those promises are broken it is only a couple of years ago that workers were being promised a frigate factory on the clyde,['Arms trade Fact check'],[],Arms trade Fact check,,arms trade fact check | ,53,theferret.scot,True
snes-03488,An activist group has launched a holiday-season boycott against chain retailer Target.,true,https://www.snopes.com/fact-check/activists-target-big-box-chain-target-with-holiday-boycott/,,Business,,Bethania Palma,,Activists Target Big Box Chain Target With Holiday Boycott?,23 November 2016,,['None'],train,an activist group has launched a holiday season boycott against chain retailer target,['Business'],[],Business,,business | ,12,www.snopes.com,True
snes-01922,U.S. companies operating overseas telephone service centers must transfer customers to U.S.-based representatives upon request.,false,https://www.snopes.com/fact-check/foreign-exchange/,,Business,,David Mikkelson,,Foreign Call Centers Must Transfer Customers to U.S. Reps?,4 January 2011,,['United_States'],train,u s companies operating overseas telephone service centers must transfer customers to u s based representatives upon request,['Business'],[],Business,,business | ,15,www.snopes.com,True
snes-01081,"Amazon employees ""earn so little they qualify for food stamps.""",mixture,https://www.snopes.com/fact-check/amazon-employees-food-stamps/,,Business,,Dan MacGuill,,Do Amazon Employees Qualify for Food Stamps?,1 February 2018,,['None'],train,amazon employees earn so little they qualify for food stamps,['Business'],[],Business,,business | ,10,www.snopes.com,True
snes-05826,Locks of Love sells most donated hair for profit and charges ailing children exorbitant amounts for wigs.,mostly false,https://www.snopes.com/fact-check/donated-hair/,,Business,,Snopes Staff,,Does Locks of Love Sell Donated Hair?,3 March 2015,,['None'],train,locks of love sells most donated hair for profit and charges ailing children exorbitant amounts for wigs,['Business'],[],Business,,business | ,17,www.snopes.com,True
snes-02953,Richard Gere and the Gerbil,false,https://www.snopes.com/fact-check/from-gere-to-eternity-2/,,Risqué Business,,David Mikkelson,,Richard Gere and the Gerbil,29 March 1998,,['None'],train,richard gere and the gerbil,['Risqué Business'],[],Risqué Business,,risqué business | ,5,www.snopes.com,True
tron-00561,Target Policy on Transgendered Bathroom Use,truth!,https://www.truthorfiction.com/target-policy-transgendered-bathroom-use/,,business,,,,Target Policy on Transgendered Bathroom Use,"Apr 21, 2016",,['None'],train,target policy on transgendered bathroom use,['business'],[],business,,business | ,6,www.truthorfiction.com,True
abbc-00365,"In the lead-up to the 2013 federal election, the Coalition repeatedly promised it would give $300 million for the Melbourne to Brisbane inland rail freight line.",in-between,http://www.abc.net.au/news/2014-07-27/melbourne-to-brisbane-inland-rail-freight-line-promise-check/5505138,,"['rail-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'melbourne-3000', 'vic', 'act', 'nsw', 'australia', 'brisbane-4000', 'qld']",,,"['rail-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'melbourne-3000', 'vic', 'act', 'nsw', 'australia', 'brisbane-4000', 'qld']",Promise check: $300 million for the Melbourne to Brisbane inland rail freight line,"Sun 8 May 2016, 7:37am",,"['Brisbane', 'Melbourne', 'Coalition_(Australia)']",train,in the lead up to the 2013 federal election the coalition repeatedly promised it would give 300 million for the melbourne to brisbane inland rail freight line,"['rail-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'melbourne-3000', 'vic', 'act', 'nsw', 'australia', 'brisbane-4000', 'qld']","['rail-transport', 'industry', 'business-economics-and-finance', 'federal-government', 'liberals', 'melbourne-3000', 'vic', 'act', 'nsw', 'australia', 'brisbane-4000', 'qld']",rail-transport | industry | business-economics-and-finance | federal-government | liberals | melbourne-3000 | vic | act | nsw | australia | brisbane-4000 | qld,rail-transport | industry | business-economics-and-finance | federal-government | liberals | melbourne-3000 | vic | act | nsw | australia | brisbane-4000 | qld,rail-transport | industry | business-economics-and-finance | federal-government | liberals | melbourne-3000 | vic | act | nsw | australia | brisbane-4000 | qld | rail-transport | industry | business-economics-and-finance | federal-government | liberals | melbourne-3000 | vic | act | nsw | australia | brisbane-4000 | qld,26,www.abc.net.au,True
abbc-00156,"Food statistics released annually by the Department of Agriculture show that in 2011-12, the latest survey year, Japan was the number one importer of Australian food, taking just under 15 per cent, although that number has been steadily declining for the past decade.",in-the-green,http://www.abc.net.au/news/2014-08-31/australia-not-the-food-bowl-of-asia/5680282,"Food statistics released annually by the Department of Agriculture show that in 2011-12, the latest survey year, Japan was the number one importer of Australian food, taking just under 15 per cent, although that number has been steadily declining for the past decade.","['food-and-beverage', 'business-economics-and-finance', 'industry', 'rural', 'food-processing', 'federal-government', 'nationals', 'political-parties', 'government-and-politics', 'australia']",,,"['food-and-beverage', 'business-economics-and-finance', 'industry', 'rural', 'food-processing', 'federal-government', 'nationals', 'political-parties', 'government-and-politics', 'australia']",Fact check: Will Australia ever be the 'food bowl of Asia'?,"Mon 1 Sep 2014, 2:38am",,"['Japan', 'Australia']",train,food statistics released annually by the department of agriculture show that in 2011 12 the latest survey year japan was the number one importer of australian food taking just under 15 per cent although that number has been steadily declining for the past decade,"['food-and-beverage', 'business-economics-and-finance', 'industry', 'rural', 'food-processing', 'federal-government', 'nationals', 'political-parties', 'government-and-politics', 'australia']","['food-and-beverage', 'business-economics-and-finance', 'industry', 'rural', 'food-processing', 'federal-government', 'nationals', 'political-parties', 'government-and-politics', 'australia']",food-and-beverage | business-economics-and-finance | industry | rural | food-processing | federal-government | nationals | political-parties | government-and-politics | australia,food-and-beverage | business-economics-and-finance | industry | rural | food-processing | federal-government | nationals | political-parties | government-and-politics | australia,food-and-beverage | business-economics-and-finance | industry | rural | food-processing | federal-government | nationals | political-parties | government-and-politics | australia | food-and-beverage | business-economics-and-finance | industry | rural | food-processing | federal-government | nationals | political-parties | government-and-politics | australia,43,www.abc.net.au,True
abbc-00021,"During his 2017 federal budget speech, Treasurer Scott Morrison told the House of Representatives that ""in higher education, we are launching a fairer system, with students asked to pay a bit more for their own education costs"".",in-the-red,http://www.abc.net.au/news/2017-06-14/fact-check-do-taxpayers-subsidise-over-half-higher-education/8605406,"Mr Morrison is incorrect. Undergraduate students in law, business and economics pay over 80 per cent of their course fees. Most postgraduate students pay their full course fees, as do most students enrolled at non-university higher education institutions. And there is more to the cost of higher education than course fees. Looking only at domestic undergraduate students at public universities, the Government would be justified in saying it subsidises more than half the fees per student on average. In addition, the taxpayer contribution to average costs includes carrying HECS or HELP loans from the Government that are not repaid by students. But it cannot be said that the Government subsidises more than half ""the cost"" of ""each student's"" higher education."," ['scott-morrison', 'liberals', 'university-and-further-education', 'budget', 'australia']",,,"['scott-morrison', 'liberals', 'university-and-further-education', 'budget', 'australia']",Fact check: Do Australian taxpayers subsidise over half the cost of each student's higher education?,"Mon 16 Jul 2018, 2:30am",,['None'],train,during his 2017 federal budget speech treasurer scott morrison told the house of representatives that in higher education we are launching a fairer system with students asked to pay a bit more for their own education costs,"['scott-morrison', 'liberals', 'university-and-further-education', 'budget', 'australia']","['scott-morrison', 'liberals', 'university-and-further-education', 'budget', 'australia']",scott-morrison | liberals | university-and-further-education | budget | australia,scott-morrison | liberals | university-and-further-education | budget | australia,scott-morrison | liberals | university-and-further-education | budget | australia | scott-morrison | liberals | university-and-further-education | budget | australia,37,www.abc.net.au,True
para-00063,"Costello drove the dollar up from 52 cents to 96 and halved the income for every manufacturer, every agriculturalist, every mining company…all of the producer path of our economy was completely destroyed by that decision and he’s gloated about it.",pants on fire!,http://pandora.nla.gov.au//pan/140601/20131209-1141/www.politifact.com.au/truth-o-meter/statements/2013/aug/14/bob-katter/katter-says-costello-drove-dollar-and-completely-d/index.html,,"['Agriculture', 'Economy', 'Manufacturing', 'Mining']",Bob Katter,"Michael Koziol, Peter Fray",,"Katter says Costello drove the dollar up and ""completely destroyed"" Australian producers","Wednesday, August 14, 2013 at 2:19 p.m.",,['None'],train,costello drove the dollar up from 52 cents to 96 and halved the income for every manufacturer every agriculturalist every mining company all of the producer path of our economy was completely destroyed by that decision and he s gloated about it,"['Agriculture', 'Economy', 'Manufacturing', 'Mining']",[],Agriculture | Economy | Manufacturing | Mining,,agriculture | economy | manufacturing | mining | ,40,pandora.nla.gov.au,True
snes-06374,Bill Ripken's 1989 Fleer baseball card includes a hidden obscenity.,true,https://www.snopes.com/fact-check/ripken-baseball-card/,,Risqué Business,,David Mikkelson,,Billy Ripken’s “F**k Face” Baseball Card,10 July 2000,,['None'],train,bill ripken s 1989 fleer baseball card includes a hidden obscenity,['Risqué Business'],[],Risqué Business,,risqué business | ,10,www.snopes.com,True
snes-04918,"Cocktails are a wholly American invention, popularized by Prohibition.",mixture,https://www.snopes.com/fact-check/cocktails-came-out-of-prohibition/,,Business,,Brooke Binkowski,,Cocktails Came Out of Prohibition?,14 April 2016,,"['United_States', 'Prohibition']",train,cocktails are a wholly american invention popularized by prohibition,['Business'],[],Business,,business | ,9,www.snopes.com,True
snes-01093,Did United Airlines Deny a Passenger's Request to Fly with Emotional Support Peacock?,true,https://www.snopes.com/fact-check/united-airlines-emotional-support-peacock/,,Business,,David Emery,,Did United Airlines Deny a Passenger’s Request to Fly with an Emotional Support Peacock?,31 January 2018,,['None'],train,did united airlines deny a passenger s request to fly with emotional support peacock,['Business'],[],Business,,business | ,13,www.snopes.com,True
