matched_pair_id,pair_source,pair_role,claim,pure_binary_label,original_verdict,normalised_rating,financial_matches,word_count,pair_has_shared_concept,pair_shared_concept_count,pair_concept_jaccard,pair_word_difference,date_published,url,claim_id,row_id,finance_relevant,label_valid,standalone_claim,no_editorial_framing,keep,audit_notes,automatic_editorial_flag,automatic_long_claim_flag,automatic_large_pair_length_gap,automatic_no_shared_concept,row_risk_score,audit_priority,audit_chunk_file,claim_normalised_check,exact_liar2_overlap_check
africa_check_017,Africa Check,genuine,"""The unemployment rate in Nigeria rose to 9.9 per cent in 2015 as the administration came on board.""",genuine,correct,True,['employment'],18,True,1,1.0,2,2023-04-18T00:00:00,https://africacheck.org/fact-checks/reports/has-unemployment-nigeria-risen-fourfold-2015-trail-cabinet-ministers-claim,20097,18183,yes,yes,yes,yes,yes,,False,False,False,False,0,111,factors_audit_chunk_03_completed.csv,the unemployment rate in nigeria rose to 9 9 per cent in 2015 as the administration came on board,False
africa_check_017,Africa Check,misleading,South African public representatives do not earn higher salaries than those of countries with similar gross domestic products and populations.,misleading,incorrect,False,['employment'],20,True,1,1.0,2,2022-08-15T00:00:00,https://africacheck.org/fact-checks/reports/no-south-african-mps-are-generally-not-paid-less-their-international,19359,17432,yes,yes,yes,yes,yes,,False,False,False,False,0,111,factors_audit_chunk_03_completed.csv,south african public representatives do not earn higher salaries than those of countries with similar gross domestic products and populations,False
factcheckni_001,FactCheckNI,genuine,"In 2015, nearly 1% of employees were not paid minimum wage.",genuine,accurate,True,['employment'],11,True,1,1.0,2,2016-05-03T14:40:49,https://factcheckni.org/topics/economy/do-almost-1-of-people-earn-less-than-the-minimum-wage/,30491,29615,yes,yes,yes,yes,yes,,False,False,False,False,0,113,factors_audit_chunk_03_completed.csv,in 2015 nearly 1 of employees were not paid minimum wage,False
factcheckni_001,FactCheckNI,misleading,Low childcare provision contributes to low levels of female employment in Northern Ireland.,misleading,inaccurate,False,['employment'],13,True,1,1.0,2,2016-08-08T14:52:48,https://factcheckni.org/topics/economy/has-low-childcare-provision-caused-a-low-female-employment-rate/,30483,29607,yes,yes,yes,yes,yes,,False,False,False,False,0,113,factors_audit_chunk_03_completed.csv,low childcare provision contributes to low levels of female employment in northern ireland,False
grass_fact_check_001,Grass Fact Check,genuine,"""Not a single tetri of the next year's state budget is allocated for the increase of pensions.""",genuine,true,True,"['budget', 'pension']",17,True,2,1.0,2,2013-10-24T00:00:00,https://factcheck.ge/en/story/9476-not-a-single-tetri-of-the-next-years-state-budget-is-allocated-for-the-increase-of-pensions,43719,43891,yes,yes,yes,yes,yes,,False,False,False,False,0,115,factors_audit_chunk_03_completed.csv,not a single tetri of the next year s state budget is allocated for the increase of pensions,False
grass_fact_check_001,Grass Fact Check,misleading,"According to Giorgi Vashadze's assessment, old age pension did not increase proportionally to budget growth.",misleading,false,False,"['budget', 'pension']",15,True,2,1.0,2,2023-02-13T00:00:00,https://factcheck.ge/en/story/41626-according-to-giorgi-vashadze-s-assessment-old-age-pension-did-not-increase-proportionally-to-budget-growth,44361,44538,yes,yes,yes,yes,yes,,False,False,False,False,0,115,factors_audit_chunk_03_completed.csv,according to giorgi vashadze s assessment old age pension did not increase proportionally to budget growth,False
grass_fact_check_007,Grass Fact Check,genuine,"In accordance with the International Monetary Fund's estimates, Georgia is the leader in the region in terms of the average economic growth rate in 2020-2024 and is ahead of many countries in that regard",genuine,true,True,['macroeconomy'],34,True,1,1.0,2,2020-02-27T00:00:00,https://factcheck.ge/en/story/38356-in-accordance-with-the-international-monetary-fund-s-estimates-georgia-is-the-leader-in-the-region-in-terms-of-the-average-economic-growth-rate-in-2020-2024-and-is-ahead-of-many-countries-in-that-regard,43629,43801,yes,yes,yes,yes,yes,,False,False,False,False,0,116,factors_audit_chunk_03_completed.csv,in accordance with the international monetary fund s estimates georgia is the leader in the region in terms of the average economic growth rate in 2020 2024 and is ahead of many countries in that regard,False
grass_fact_check_007,Grass Fact Check,misleading,"""In 2020, Georgia's economy was approximately GEL 50 billion and by January 2023, the GDP will be GEL 80 billion. In almost two years, the economy increased by nearly GEL 30 billion.""",misleading,false,False,['macroeconomy'],32,True,1,1.0,2,2022-10-10T00:00:00,https://factcheck.ge/en/story/41276--in-2020-georgia-s-economy-was-approximately-gel-50-billion-and-by-january-2023-the-gdp-will-be-gel-80-billion-in-almost-two-years-the-economy-increased-by-nearly-gel-30-billion,44165,44337,yes,yes,yes,yes,yes,,False,False,False,False,0,116,factors_audit_chunk_03_completed.csv,in 2020 georgia s economy was approximately gel 50 billion and by january 2023 the gdp will be gel 80 billion in almost two years the economy increased by nearly gel 30 billion,False
grass_fact_check_008,Grass Fact Check,genuine,"This year, wine export to the USA increased by 126%, to China by 27%, to Poland by 18% and to France by 91%",genuine,true,True,['trade'],23,True,1,1.0,2,2019-07-19T00:00:00,https://factcheck.ge/en/story/38159-this-year-wine-export-to-the-usa-increased-by-126-to-china-by-27-to-poland-by-18-and-to-france-by-91,43655,43827,yes,yes,yes,yes,yes,,False,False,False,False,0,117,factors_audit_chunk_03_completed.csv,this year wine export to the usa increased by 126 to china by 27 to poland by 18 and to france by 91,False
grass_fact_check_008,Grass Fact Check,misleading,"""In 2022, EU member states increased import from Russia more than Georgia did. The EU has an animated trade with Russia.""",misleading,false,False,['trade'],21,True,1,1.0,2,2023-01-30T00:00:00,https://factcheck.ge/en/story/41597--in-2022-eu-member-states-increased-import-from-russia-more-than-georgia-did-the-eu-has-an-animated-trade-with-russia,44380,44557,yes,yes,yes,yes,yes,,False,False,False,False,0,117,factors_audit_chunk_03_completed.csv,in 2022 eu member states increased import from russia more than georgia did the eu has an animated trade with russia,False
grass_fact_check_009,Grass Fact Check,genuine,"In the third quarter of 2018, for the first time in the history of Georgia, current account balance is positive and reached 0.3% of the country's GDP",genuine,true,True,['macroeconomy'],27,True,1,1.0,2,2019-01-24T00:00:00,https://factcheck.ge/en/story/37932-in-the-third-quarter-of-2018-for-the-first-time-in-the-history-of-georgia-current-account-balance-is-positive-and-reached-0-3-of-the-country-s-gdp,43861,44033,yes,yes,yes,yes,yes,,False,False,False,False,0,118,factors_audit_chunk_03_completed.csv,in the third quarter of 2018 for the first time in the history of georgia current account balance is positive and reached 0 3 of the country s gdp,False
grass_fact_check_009,Grass Fact Check,misleading,"""During the Georgian Dream's governance, the economy grew by four percent annually and it would have been two percent if not for the Russia-Ukraine war.""",misleading,false,False,['macroeconomy'],25,True,1,1.0,2,2024-03-13T00:00:00,https://factcheck.ge/en/story/42669--during-the-georgian-dream-s-governance-the-economy-grew-by-four-percent-annually-and-it-would-have-been-two-percent-if-not-for-the-russia-ukraine-war,44459,44636,yes,yes,yes,yes,yes,,False,False,False,False,0,118,factors_audit_chunk_03_completed.csv,during the georgian dream s governance the economy grew by four percent annually and it would have been two percent if not for the russia ukraine war,False
grass_fact_check_010,Grass Fact Check,genuine,"The number of employed individuals dropped by 45,000 in 2016-2019 and by 33,000 in the second quarter of 2020. The economy contracted by 12% in the second quarters",genuine,true,True,['macroeconomy'],28,True,1,1.0,2,2020-10-06T00:00:00,https://factcheck.ge/en/story/38657-%E1%83%93%E1%83%90%E1%83%A1%E1%83%90%E1%83%A5%E1%83%9B%E1%83%94%E1%83%91%E1%83%A3%E1%83%9A%E1%83%97%E1%83%90-%E1%83%A0%E1%83%98%E1%83%AA%E1%83%AE%E1%83%95%E1%83%98-2016-2019-%E1%83%AC%E1%83%9A%E1%83%94%E1%83%91%E1%83%A8%E1%83%98-45-%E1%83%90%E1%83%97%E1%83%90%E1%83%A1%E1%83%98%E1%83%97-2020-%E1%83%AC%E1%83%9A%E1%83%98%E1%83%A1-ii-%E1%83%99%E1%83%95%E1%83%90%E1%83%A0%E1%83%A2%E1%83%90%E1%83%9A%E1%83%A8%E1%83%98-%E1%83%99%E1%83%98-33-%E1%83%90%E1%83%97%E1%83%90%E1%83%A1%E1%83%98%E1%83%97-%E1%83%A8%E1%83%94%E1%83%9B%E1%83%AA%E1%83%98%E1%83%A0%E1%83%93%E1%83%90,43973,44145,yes,yes,yes,yes,yes,,False,False,False,False,0,119,factors_audit_chunk_03_completed.csv,the number of employed individuals dropped by 45 000 in 2016 2019 and by 33 000 in the second quarter of 2020 the economy contracted by 12 in the second quarters,False
grass_fact_check_010,Grass Fact Check,misleading,"""There is an economic crisis in the whole world but Georgia, with a 10% economic growth, turned out to be the most successful on its way to overcome this crisis.""",misleading,lie,False,['macroeconomy'],30,True,1,1.0,2,2021-12-06T00:00:00,https://factcheck.ge/en/story/40218--there-is-an-economic-crisis-in-the-whole-world-but-georgia-with-a-10-economic-growth-turned-out-to-be-the-most-successful-on-its-way-to-overcome-this-crisis,44268,44443,yes,yes,yes,yes,yes,,False,False,False,False,0,119,factors_audit_chunk_03_completed.csv,there is an economic crisis in the whole world but georgia with a 10 economic growth turned out to be the most successful on its way to overcome this crisis,False
politifact_006,PolitiFact,genuine,"""Taking into account inflation, the federal minimum wage is actually worth less than what it was worth 50 years ago.""",genuine,true,True,"['inflation', 'employment']",20,True,2,1.0,2,2018-05-22T00:00:00,https://www.politifact.com/factchecks/2018/may/22/tina-smith/minimum-wage-worth-less-now-50-years-ago/,62857,65329,yes,yes,yes,yes,yes,,False,False,False,False,0,120,factors_audit_chunk_03_completed.csv,taking into account inflation the federal minimum wage is actually worth less than what it was worth 50 years ago,False
politifact_006,PolitiFact,misleading,Says combined inflation and unemployment rates in October 2011 were the highest since Ronald Reagan succeeded Jimmy Carter.,misleading,false,False,"['inflation', 'employment']",18,True,2,1.0,2,2012-06-08T00:00:00,https://www.politifact.com/factchecks/2012/jun/08/wes-riddle/wes-riddle-says-misery-index-higher-october-2011-a/,70559,73060,yes,yes,yes,yes,yes,,False,False,False,False,0,120,factors_audit_chunk_03_completed.csv,says combined inflation and unemployment rates in october 2011 were the highest since ronald reagan succeeded jimmy carter,False
politifact_007,PolitiFact,genuine,"The ""mega-rich"" pay about 15 percent in taxes, while the middle class ""fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot.""",genuine,true,True,"['tax', 'income']",33,True,2,1.0,2,2011-08-18T00:00:00,https://www.politifact.com/factchecks/2011/aug/18/warren-buffett/warren-buffett-says-super-rich-pay-lower-taxes-oth/,69409,71910,yes,yes,yes,yes,yes,,False,False,False,False,0,121,factors_audit_chunk_03_completed.csv,the mega rich pay about 15 percent in taxes while the middle class fall into the 15 percent and 25 percent income tax brackets and then are hit with heavy payroll taxes to boot,False
politifact_007,PolitiFact,misleading,"Says CNN's Wolf Blitzer was wrong to say that ""the wealthiest Americans, they pay the most in taxes already -- 50 percent of Americans don't even pay any federal income tax.""",misleading,false,False,"['tax', 'income']",31,True,2,1.0,2,2011-09-16T00:00:00,https://www.politifact.com/factchecks/2011/sep/16/debbie-wasserman-schultz/debbie-wasserman-schultz-says-wolf-blitzer-was-wro/,69308,71809,yes,yes,yes,yes,yes,,False,False,False,False,0,121,factors_audit_chunk_03_completed.csv,says cnn s wolf blitzer was wrong to say that the wealthiest americans they pay the most in taxes already 50 percent of americans don t even pay any federal income tax,False
politifact_136,PolitiFact,genuine,"""Today's minimum wage worker making $7.25 an hour has less buying power than a minimum wage worker in the 1960s.""",genuine,true,True,['employment'],20,True,1,1.0,2,2019-02-13T00:00:00,https://www.politifact.com/factchecks/2019/feb/13/bobby-scott/bobby-scott-right-about-falling-value-minimum-wage/,62282,64737,yes,yes,yes,yes,yes,,False,False,False,False,0,122,factors_audit_chunk_03_completed.csv,today s minimum wage worker making 7 25 an hour has less buying power than a minimum wage worker in the 1960s,False
politifact_136,PolitiFact,misleading,"HR 1 will allow members of Congress to draw a second salary ""worth an estimated $600,000 per year!""",misleading,false,False,['employment'],18,True,1,1.0,2,2021-02-25T00:00:00,https://www.politifact.com/factchecks/2021/feb/25/act-america/group-makes-bogus-attack-hr-1-over-congressional-s/,75658,78252,yes,yes,yes,yes,yes,,False,False,False,False,0,122,factors_audit_chunk_03_completed.csv,hr 1 will allow members of congress to draw a second salary worth an estimated 600 000 per year,False
politifact_137,PolitiFact,genuine,"""We created 800,000 new jobs, we cut the unemployment rate almost in half and today New York State has more private sector jobs than it has ever had in its history""",genuine,true,True,['employment'],31,True,1,1.0,2,2016-07-22T00:00:00,https://www.politifact.com/factchecks/2016/jul/22/andrew-cuomo/new-york-has-more-private-sector-jobs-ever/,64348,66837,yes,yes,yes,yes,yes,,False,False,False,False,0,123,factors_audit_chunk_03_completed.csv,we created 800 000 new jobs we cut the unemployment rate almost in half and today new york state has more private sector jobs than it has ever had in its history,False
politifact_137,PolitiFact,misleading,"""Ted Cruz had a net worth of $500K when he entered the Senate in 2012. Now he's worth $4.6 million. Pretty impressive for a guy with a $174K salary.""",misleading,false,False,['employment'],29,True,1,1.0,2,2018-10-29T00:00:00,https://www.politifact.com/factchecks/2018/oct/29/occupy-democrats/ted-cruz-net-worth-not-46m-according-best-calculat/,73804,76322,yes,yes,yes,yes,yes,,False,False,False,False,0,123,factors_audit_chunk_03_completed.csv,ted cruz had a net worth of 500k when he entered the senate in 2012 now he s worth 4 6 million pretty impressive for a guy with a 174k salary,False
politifact_139,PolitiFact,genuine,"""You can import as many hemp products into this country as you want...but we can't grow it.""",genuine,true,True,['trade'],17,True,1,1.0,2,2016-05-22T00:00:00,https://www.politifact.com/factchecks/2016/may/22/william-devereaux/hemp-helpful-just-dont-grow-it/,64523,67012,yes,yes,yes,yes,yes,,False,False,False,False,0,125,factors_audit_chunk_03_completed.csv,you can import as many hemp products into this country as you want but we can t grow it,False
politifact_139,PolitiFact,misleading,"""If you look pre-COVID"" under President Donald Trump, ""we didn't import a single barrel of oil from Saudi Arabia.""",misleading,false,False,['trade'],19,True,1,1.0,2,2021-12-02T00:00:00,https://www.politifact.com/factchecks/2021/dec/02/sean-hannity/hannity-falsely-claims-us-didnt-import-single-barr/,60099,62446,yes,yes,yes,yes,yes,,False,False,False,False,0,125,factors_audit_chunk_03_completed.csv,if you look pre covid under president donald trump we didn t import a single barrel of oil from saudi arabia,False
politifact_140,PolitiFact,genuine,Wisconsin is below the national average in wage growth and job growth.,genuine,true,True,['employment'],12,True,1,1.0,2,2014-11-28T00:00:00,https://www.politifact.com/factchecks/2014/nov/28/chuck-todd/under-scott-walker-wisconsin-lags-us-wage-job-grow/,65783,68280,yes,yes,yes,yes,yes,,False,False,False,False,0,126,factors_audit_chunk_03_completed.csv,wisconsin is below the national average in wage growth and job growth,False
politifact_140,PolitiFact,misleading,"""You can't actually use ARPA funds"" to pay down state unemployment insurance fund deficits.",misleading,false,False,['employment'],14,True,1,1.0,2,2021-07-30T00:00:00,https://www.politifact.com/factchecks/2021/jul/30/jb-pritzker/states-can-use-arpa-money-replenish-unemployment-f/,76017,78627,yes,yes,yes,yes,yes,,False,False,False,False,0,126,factors_audit_chunk_03_completed.csv,you can t actually use arpa funds to pay down state unemployment insurance fund deficits,False
politifact_141,PolitiFact,genuine,"Says ending the direct payment farm subsidy program ""could save up to $28.4 billion over ten years that could be used to reduce the deficit.""",genuine,true,True,['deficit'],25,True,1,1.0,2,2013-02-01T00:00:00,https://www.politifact.com/factchecks/2013/feb/01/earl-blumenauer/rep-earl-blumenauer-says-cutting-direct-subsidies-/,67663,70162,yes,yes,yes,yes,yes,,False,False,False,False,0,127,factors_audit_chunk_03_completed.csv,says ending the direct payment farm subsidy program could save up to 28 4 billion over ten years that could be used to reduce the deficit,False
politifact_141,PolitiFact,misleading,"""Only in Washington can you cut funding, add a pay-for to a new spending measure, and they say it's terrible for the deficit.""",misleading,false,False,['deficit'],23,True,1,1.0,2,2023-11-07T00:00:00,https://www.politifact.com/factchecks/2023/nov/07/mike-johnson/can-the-federal-government-spend-less-yet-still-se/,77813,80522,yes,yes,yes,yes,yes,,False,False,False,False,0,127,factors_audit_chunk_03_completed.csv,only in washington can you cut funding add a pay for to a new spending measure and they say it s terrible for the deficit,False
politifact_142,PolitiFact,genuine,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.",genuine,true,True,['budget'],23,True,1,1.0,2,2012-12-17T00:00:00,https://www.politifact.com/factchecks/2012/dec/17/jim-moran/jim-moran-says-cuts-pay-and-pensions-will-cost-fed/,67779,70278,yes,yes,yes,yes,yes,,False,False,False,False,0,128,factors_audit_chunk_03_completed.csv,says budget savings by reducing pay and benefits for federal employees total 103 billion over 10 years more than 50 000 per worker,False
politifact_142,PolitiFact,misleading,Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,misleading,false,False,['budget'],25,True,1,1.0,2,2011-07-10T00:00:00,https://www.politifact.com/factchecks/2011/jul/10/scott-walker/gov-scott-walker-says-public-employee-unions-false/,69538,72039,yes,yes,yes,yes,yes,,False,False,False,False,0,128,factors_audit_chunk_03_completed.csv,says many public employee unions falsely told their wisconsin members his budget repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums,False
politifact_143,PolitiFact,genuine,"Wayne Powell has a ""stated position of having no objection to taking `In God We Trust"" off of U.S. currency.""",genuine,true,True,['currency'],20,True,1,1.0,2,2012-09-10T00:00:00,https://www.politifact.com/factchecks/2012/sep/10/eric-cantor/eric-cantor-says-wayne-powell-doesnt-object-taking/,68059,70558,yes,yes,yes,yes,yes,,False,False,False,False,0,129,factors_audit_chunk_03_completed.csv,wayne powell has a stated position of having no objection to taking in god we trust off of u s currency,False
politifact_143,PolitiFact,misleading,"Says a new national poll shows ""the majority of the American people believe we should have a gold standard"" for U.S. currency.",misleading,false,False,['currency'],22,True,1,1.0,2,2012-01-04T00:00:00,https://www.politifact.com/factchecks/2012/jan/04/ron-paul/ron-paul-says-majority-americans-favors-gold-stand/,68989,71490,yes,yes,yes,yes,yes,,False,False,False,False,0,129,factors_audit_chunk_03_completed.csv,says a new national poll shows the majority of the american people believe we should have a gold standard for u s currency,False
politifact_144,PolitiFact,genuine,"The Obama administration is allowing state waivers from welfare work requirements ""only if they had a credible plan to increase employment by 20 percent.""",genuine,true,True,['employment'],24,True,1,1.0,2,2012-09-10T00:00:00,https://www.politifact.com/factchecks/2012/sep/10/bill-clinton/bill-clinton-says-obama-administration-trying-boos/,68061,70560,yes,yes,yes,yes,yes,,False,False,False,False,0,130,factors_audit_chunk_03_completed.csv,the obama administration is allowing state waivers from welfare work requirements only if they had a credible plan to increase employment by 20 percent,False
politifact_144,PolitiFact,misleading,"Says when he was governor, Wisconsin cut unemployment to 2.1 percent and the state's unemployment rate was ""the lowest in the country for 40 consecutive months.""",misleading,false,False,['employment'],26,True,1,1.0,2,2012-03-26T00:00:00,https://www.politifact.com/factchecks/2012/mar/26/tommy-thompson/tommy-thompson-says-wisconsins-unemployment-rate-w/,70408,72909,yes,yes,yes,yes,yes,,False,False,False,False,0,130,factors_audit_chunk_03_completed.csv,says when he was governor wisconsin cut unemployment to 2 1 percent and the state s unemployment rate was the lowest in the country for 40 consecutive months,False
politifact_145,PolitiFact,genuine,"In June 2012 ""we actually had more people go on Social Security Disability ... than the 80,000 jobs that were created.""",genuine,true,True,['pension'],21,True,1,1.0,2,2012-08-09T00:00:00,https://www.politifact.com/factchecks/2012/aug/09/allen-west/us-rep-allen-west-d-fla-says-number-people-who-wen/,68188,70688,yes,yes,yes,yes,yes,,False,False,False,False,0,131,factors_audit_chunk_03_completed.csv,in june 2012 we actually had more people go on social security disability than the 80 000 jobs that were created,False
politifact_145,PolitiFact,misleading,"""Your Social Security will be destroyed by the people coming in. There's too many of them. It's not sustainable.""",misleading,false,False,['pension'],19,True,1,1.0,2,2024-03-20T00:00:00,https://www.politifact.com/factchecks/2024/mar/20/donald-trump/donald-trumps-false-claim-that-immigration-hurts-s/,58753,61028,yes,yes,yes,yes,yes,,False,False,False,False,0,131,factors_audit_chunk_03_completed.csv,your social security will be destroyed by the people coming in there s too many of them it s not sustainable,False
politifact_146,PolitiFact,genuine,"The federal government is spending $46,000 a year per family and could balance its budget by dropping that to $30,000.",genuine,true,True,['budget'],20,True,1,1.0,2,2011-09-28T00:00:00,https://www.politifact.com/factchecks/2011/sep/28/mark-neumann/mark-neumann-says-federal-government-spends-46000-/,69265,71766,yes,yes,yes,yes,yes,,False,False,False,False,0,132,factors_audit_chunk_03_completed.csv,the federal government is spending 46 000 a year per family and could balance its budget by dropping that to 30 000,False
politifact_146,PolitiFact,misleading,"Says the U.S. Senate has passed ""a budget"" over the last three years ""called the Budget Control Act.""",misleading,false,False,['budget'],18,True,1,1.0,2,2012-10-14T00:00:00,https://www.politifact.com/factchecks/2012/oct/14/robert-menendez/us-sen-robert-menendez-says-budget-control-act-fed/,70820,73321,yes,yes,yes,yes,yes,,False,False,False,False,0,132,factors_audit_chunk_03_completed.csv,says the u s senate has passed a budget over the last three years called the budget control act,False
politifact_147,PolitiFact,genuine,"Says the United States ""actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.""",genuine,true,True,['trade'],25,True,1,1.0,2,2012-04-11T00:00:00,https://www.politifact.com/factchecks/2012/apr/11/robert-menendez/robert-menendez-claims-us-oil-exports-surpassed-im/,70435,72936,yes,yes,yes,yes,yes,,False,False,False,False,0,133,factors_audit_chunk_03_completed.csv,says the united states actually exports more gasoline diesel and other fuels than it imported in 2011 for the first time since i think 1949,False
politifact_147,PolitiFact,misleading,"Says Gov. Ron DeSantis ""opposed my China tariffs and he heartlessly opposed"" $28 billion for farm relief, which was paid for by China.",misleading,false,False,['trade'],23,True,1,1.0,2,2023-08-08T00:00:00,https://www.politifact.com/factchecks/2023/aug/08/donald-trump/trump-keeps-saying-ron-desantis-opposed-china-tari/,59038,61326,yes,yes,yes,yes,yes,,False,False,False,False,0,133,factors_audit_chunk_03_completed.csv,says gov ron desantis opposed my china tariffs and he heartlessly opposed 28 billion for farm relief which was paid for by china,False
politifact_148,PolitiFact,genuine,"President Obama budget request for veterans is ""more than double the amount in constant dollars appropriated in 1980, when the veterans population was larger by a third.""",genuine,true,True,['budget'],27,True,1,1.0,2,2012-06-04T00:00:00,https://www.politifact.com/factchecks/2012/jun/04/jim-webb/jim-webb-says-veteran-funding-has-risen-dramatical/,70551,73052,yes,yes,yes,yes,yes,,False,False,False,False,0,134,factors_audit_chunk_03_completed.csv,president obama budget request for veterans is more than double the amount in constant dollars appropriated in 1980 when the veterans population was larger by a third,False
politifact_148,PolitiFact,misleading,"Says, ""Yet in Salem they have traditionally waited until the money is almost gone to pay for the most important things in our state's budget.""",misleading,false,False,['budget'],25,True,1,1.0,2,2012-06-26T00:00:00,https://www.politifact.com/factchecks/2012/jun/26/shawn-lindsay/does-salem-traditionally-wait-until-money-almost-g/,70586,73087,yes,yes,yes,yes,yes,,False,False,False,False,0,134,factors_audit_chunk_03_completed.csv,says yet in salem they have traditionally waited until the money is almost gone to pay for the most important things in our state s budget,False
politifact_149,PolitiFact,genuine,Says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,genuine,true,True,['budget'],16,True,1,1.0,2,2013-07-07T00:00:00,https://www.politifact.com/factchecks/2013/jul/07/barbara-buono/barbara-buono-claims-state-spending-was-lower-fy20/,71134,73635,yes,yes,yes,yes,yes,,False,False,False,False,0,135,factors_audit_chunk_03_completed.csv,says spending in the fiscal 2009 budget was lower than spending in the fiscal 2014 budget,False
politifact_149,PolitiFact,misleading,"A referendum ""gives the people the chance to decide"" on cutting the Milwaukee County Board budget by two-thirds",misleading,false,False,['budget'],18,True,1,1.0,2,2013-05-22T00:00:00,https://www.politifact.com/factchecks/2013/may/22/leah-vukmir/state-senator-says-referendum-county-board-broad/,71081,73582,yes,yes,yes,yes,yes,,False,False,False,False,0,135,factors_audit_chunk_03_completed.csv,a referendum gives the people the chance to decide on cutting the milwaukee county board budget by two thirds,False
politifact_151,PolitiFact,genuine,"Since 1978, college ""tuition nationwide has gone up something like four times the rate of inflation.""",genuine,true,True,['inflation'],16,True,1,1.0,2,2016-06-09T00:00:00,https://www.politifact.com/factchecks/2016/jun/09/scott-walker/scott-walker-says-college-tuition-has-risen-four-t/,72533,75040,yes,yes,yes,yes,yes,,False,False,False,False,0,137,factors_audit_chunk_03_completed.csv,since 1978 college tuition nationwide has gone up something like four times the rate of inflation,False
politifact_151,PolitiFact,misleading,"""No economist out there is projecting that will have a negative impact on inflation.""",misleading,false,False,['inflation'],14,True,1,1.0,2,2021-11-18T00:00:00,https://www.politifact.com/factchecks/2021/nov/18/jen-psaki/jen-psaki-wrong-say-no-economist-thinks-b/,60122,62471,yes,yes,yes,yes,yes,,False,False,False,False,0,137,factors_audit_chunk_03_completed.csv,no economist out there is projecting that will have a negative impact on inflation,False
politifact_152,PolitiFact,genuine,"""One"" Texas school ""district alone -- Austin ISD -- is expected to lose more than $530 million in local property taxes to Robin Hood this year.""",genuine,true,True,['tax'],26,True,1,1.0,2,2017-07-19T00:00:00,https://www.politifact.com/factchecks/2017/jul/19/joe-straus/joe-straus-says-austin-school-district-expected-lo/,73170,75682,yes,yes,yes,yes,yes,,False,False,False,False,0,138,factors_audit_chunk_03_completed.csv,one texas school district alone austin isd is expected to lose more than 530 million in local property taxes to robin hood this year,False
politifact_152,PolitiFact,misleading,"A proposed tax to fund transportation projects would spend $90,000 to take a single vehicle off the road during the morning and afternoon commute.",misleading,false,False,['tax'],24,True,1,1.0,2,2012-07-24T00:00:00,https://www.politifact.com/factchecks/2012/jul/24/steve-brown/Transportation-tax-foes-number-crunching-flawed/,70632,73133,yes,yes,yes,yes,yes,,False,False,False,False,0,138,factors_audit_chunk_03_completed.csv,a proposed tax to fund transportation projects would spend 90 000 to take a single vehicle off the road during the morning and afternoon commute,False
politifact_185,PolitiFact,genuine,"""Adjusting for inflation, West Virginia's median household income has not grown in a decade.""",genuine,true,True,"['inflation', 'income']",14,True,1,0.5,2,2018-12-12T00:00:00,https://www.politifact.com/factchecks/2018/dec/12/mike-romano/have-median-incomes-west-virginia-not-risen-decade/,73879,76399,yes,yes,yes,yes,yes,,False,False,False,False,0,139,factors_audit_chunk_03_completed.csv,adjusting for inflation west virginia s median household income has not grown in a decade,False
politifact_185,PolitiFact,misleading,"The Inflation Reduction Act, which Rep. Elissa Slotkin supported, ""drove inflation higher.""",misleading,false,False,['inflation'],12,True,1,0.5,2,2024-09-26T00:00:00,https://www.politifact.com/factchecks/2024/sep/26/americans-for-prosperity-action/ad-targeting-elissa-slotkin-on-inflation-reduction/,58479,60731,yes,yes,yes,yes,yes,,False,False,False,False,0,139,factors_audit_chunk_03_completed.csv,the inflation reduction act which rep elissa slotkin supported drove inflation higher,False
politifact_193,PolitiFact,genuine,"""Our trade deficit in goods reached nearly … $800 billion last year alone.""",genuine,true,True,"['deficit', 'trade']",13,True,1,0.3333333333333333,2,2016-07-22T00:00:00,https://www.politifact.com/factchecks/2016/jul/22/donald-trump/donald-trump-says-goods-trade-deficit-was-almost-8/,64342,66831,yes,yes,yes,yes,yes,,False,False,False,False,0,140,factors_audit_chunk_03_completed.csv,our trade deficit in goods reached nearly 800 billion last year alone,False
politifact_193,PolitiFact,misleading,"Says he faced ""a record budget deficit"" in Virginia in 2014.",misleading,false,False,"['budget', 'deficit']",11,True,1,0.3333333333333333,2,2015-12-21T00:00:00,https://www.politifact.com/factchecks/2015/dec/21/terry-mcauliffe/mcauliffes-misspoken-claim-about-facing-record-def/,64910,67401,yes,yes,yes,yes,yes,,False,False,False,False,0,140,factors_audit_chunk_03_completed.csv,says he faced a record budget deficit in virginia in 2014,False
